Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;2;11.0;10.1999998093;3;21.0;1;9.5;10.0;4;20.0;
8;2;11.3000001907;10.0;3;21.4999996424;1;9.5;10.0;4;20.3999996185;
9;2;11.4499998093;10.1999998093;3;21.9353003502;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.5805902481;10.3632001877;3;22.3176362514;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;11.6952905655;10.4951858521;3;23.5373773575;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;12.0612134933;11.0209560394;3;24.5968167782;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;14.0612134933;11.4571752548;4;25.5111111403;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;16.0612125397;11.8107032776;4;26.3018171787;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;17.2481403351;12.0916318893;4;26.9928781986;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;18.3236541748;12.3113050461;4;27.6076834202;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;19.4063510895;12.4808797836;4;27.9463441372;2;15.7228336334;12.4808797836;3;25.0;
18;2;20.4964771271;12.5;4;28.2720229626;2;16.7228336334;12.5;3;25.0;
19;2;21.5941810608;12.5;4;28.6230447292;2;17.625;12.5;4;25.0;
20;2;22.5869140625;12.5;5;28.9990065098;2;17.625;12.5;4;25.0;
21;2;22.6997013092;12.5;5;29.3989467621;2;17.625;12.5;4;25.0;
22;2;22.819683075;12.5;5;29.8212919235;3;18.625;12.8000001907;3;26.0;
23;2;22.9463882446;12.5;6;30.2638244629;3;19.625;12.5;3;26.1299999952;
24;2;23.0791473389;12.5;6;30.7236814499;3;19.8792495728;12.5;3;26.2754310369;
25;2;23.2171039581;12.5;6;31.19739151;3;19.9119720459;12.5;4;26.4377241135;
26;2;23.3592185974;12.5;6;31.680949688;3;19.9484882355;12.5;4;26.6183350086;
27;2;21.5;13.5;6;32.1699318886;3;19.9891242981;12.5;6;26.8187118769;
28;2;21.5;14.5;6;32.6596431732;3;20.0342102051;12.5;6;27.0402543545;
29;2;22.5;12.5;6;33.1452922821;3;20.0840568542;12.5;5;27.2842636108;
30;2;23.5;12.5;6;33.6221752167;4;18.1389598846;13.5;4;27.5518820286;
31;2;22.0866527557;13.5;6;34.0858602524;4;16.625;14.5;4;27.8440244198;
32;2;21.2257575989;14.5;6;34.5323524475;4;17.625;13.5;4;28.1613030434;
33;2;20.3597068787;15.5;7;34.9582242966;4;16.3362922668;13.5;4;28.5039470196;
34;2;19.4874668121;16.5;7;35.3607130051;4;16.625;13.5;4;28.871723175;
35;2;18.6082134247;17.5;7;35.7377691269;4;17.625;14.4358615875;4;29.263862133;
36;2;17.6082134247;16.5;6;36.088060379;4;18.625;14.6319313049;4;29.6789975166;
37;2;17.6082134247;16.5;6;36.4109382629;4;19.625;14.8394985199;4;30.1151270866;
38;2;16.6082134247;15.5;6;36.7063741684;4;18.625;13.8394985199;4;30.5695996284;
39;2;16.6082134247;16.5;6;36.9748744965;4;17.8781604767;14.5;4;31.0391392708;
40;2;17.1082134247;17.5;6;37.2173805237;4;17.625;13.5;4;31.5199065208;
41;2;17.6652145386;18.5;7;37.4351701736;4;16.625;13.5;4;32.007601738;
42;2;16.6652145386;17.5;7;37.6297597885;4;16.2017097473;14.5;4;32.4976010323;
43;2;16.6652145386;17.5;7;37.8028182983;4;15.625;13.5;5;32.9851250648;
44;2;15.6652145386;16.5;8;37.9560909271;4;15.0;13.5;5;33.465420723;
45;2;17.6652145386;18.5;9;38.0;4;15.0;13.5;6;33.9339466095;
46;2;19.6652145386;20.5;9;38.0;4;15.0;13.5;7;34.3865451813;
47;2;21.6652145386;21.5;9;38.0;4;16.0;14.5;7;34.8195896149;
48;2;22.8999996185;22.5;9;38.0;4;16.2094078064;15.5;7;35.2300891876;
49;2;23.8999996185;22.5;9;38.0;4;16.3017692566;16.5;7;35.6157541275;
50;2;24.8999996185;22.5;9;38.0;4;17.3885440826;18.5;7;35.9750175476;
51;2;25.3999996185;22.5;9;38.0;4;18.469379425;19.5;8;36.307009697;
52;2;23.3999996185;23.5;9;38.0;4;17.469379425;20.5;8;36.6115064621;
53;2;22.3999996185;24.5;10;38.0;4;18.0;21.5;8;36.8888463974;
54;2;21.5;25.5;10;38.0;4;20.0;22.5;8;37.1398382187;
55;2;21.5;26.5;10;38.0;4;19.625;23.5;8;37.3656587601;
56;2;22.5;24.5;12;38.0;5;20.625;22.5;8;37.5677556992;
57;2;23.5;23.5;12;38.0;5;21.625;22.5;8;37.747756958;
58;2;24.5;22.5;12;38.0;5;19.625;23.5;8;37.9073896408;
59;2;25.3999996185;22.5;14;38.0;5;19.625;24.5;8;38.0;
60;2;25.3999996185;22.5;14;38.0;5;20.625;22.5;9;39.0;
61;2;25.3999996185;22.5;14;38.0;5;22.625;23.5;10;39.0900000334;
62;2;25.3999996185;22.5;10;38.0;5;24.5499992371;24.5;10;39.1871190071;
63;2;25.3999996185;22.5;10;38.0;5;24.8171005249;25.5;11;39.2917383909;
64;2;25.3999996185;22.5;9;38.0;5;24.5499992371;26.5;11;39.4042263031;
65;2;25.3999996185;22.5;9;38.0;5;24.5499992371;27.5;12;39.5249304771;
66;2;25.3999996185;22.5;10;38.0;5;24.5499992371;28.2624664307;12;39.6541694403;
67;2;25.3999996185;22.5;10;38.0;5;24.9221878052;27.5;12;39.7922235727;
68;2;25.3999996185;22.5;11;38.0;6;24.5499992371;28.396112442;11;49.9393253326;
69;2;25.3999996185;22.5;11;38.0;6;25.9863471985;28.5;11;50.4956476688;
70;3;24.2600002289;22.5;11;53.0;6;27.021522522;29.5;12;51.0356953144;
71;3;25.2600002289;23.5;12;55.4399995804;6;28.0587921143;30.5;12;51.558229208;
72;3;26.6352996826;25.0;12;57.5244541168;6;26.5499992371;33.5;14;52.0625991821;
73;3;26.9402599335;26.3899993896;13;59.2789583206;6;26.5499992371;35.8102798462;14;52.5486657619;
74;3;25.1007804871;28.6872596741;14;60.7380685806;6;26.0704154968;36.9069747925;14;53.0167019367;
75;3;24.2209205627;30.9097423553;14;61.7918787003;6;25.8287963867;36.5;15;53.4672911167;
76;4;26.2696590424;31.0;13;63.534040451;6;24.5971450806;38.5;16;53.9012219906;
77;5;28.2696590424;33.0;13;64.2177548409;6;24.6617584229;40.2226791382;17;54.3193891048;
78;5;29.5558586121;35.0;13;64.6892538071;6;25.5454788208;39.5;17;56.2759046555;
79;6;27.6100006104;38.0;12;65.0501116514;6;24.8964481354;41.5;17;57.9495038986;
80;6;26.6100006104;41.0;12;65.2580518723;7;23.9762325287;41.5;14;59.376955986;
81;6;25.6100006104;43.578704834;12;65.3302885294;7;25.0471153259;39.5;15;60.5972075462;
82;6;24.6100006104;44.9119338989;13;65.4057120085;7;26.1763267517;39.5;15;61.4988107681;
83;6;23.9895420074;45.2999992371;13;66.484351635;7;25.2983150482;38.5;16;62.1687235832;
84;6;23.6100006104;47.9828033447;12;66.6262232065;8;26.2000007629;36.5;15;62.6523485184;
85;6;24.0499992371;50.0204620361;12;67.7742922306;8;22.2000007629;39.5;16;62.9999985695;
86;6;25.0499992371;53.0596084595;13;67.9486134052;8;22.2000007629;42.5;16;63.2999987602;
87;6;26.0499992371;56.1002388;13;68.129412055;8;22.2000007629;44.6500015259;16;63.5960988998;
88;6;26.0499992371;59.1423339844;14;68.3166844845;8;22.2000007629;46.7980499268;16;64.8865847588;
89;7;26.0499992371;63.185874939;13;68.5103964806;8;23.2000007629;49.9432907104;17;65.219858408;
90;7;26.5963554382;66.3000030518;13;68.7104821205;8;25.2000007629;50.9432907104;17;65.5464491844;
91;7;27.0499992371;67.8280944824;14;68.916841507;8;26.1229515076;52.9432907104;17;65.8651145697;
92;7;26.0499992371;70.8861999512;14;69.1293389797;8;26.19465065;55.5;19;66.1748052835;
93;7;26.0499992371;73.945640564;14;69.3478022814;9;25.9916419983;58.5;18;66.474676609;
94;7;27.0499992371;72.8761825562;16;69.5720206499;9;25.0460586548;58.5;18;66.7640929222;
95;8;26.0499992371;73.9838409424;16;69.8017452955;9;24.0976600647;57.5;18;67.0426188707;
96;8;26.0499992371;75.0941543579;17;70.036688447;9;24.9463539124;57.5;17;67.3100134134;
97;8;25.0499992371;72.9265975952;17;70.2765240669;9;25.9920845032;57.5;17;67.5662096739;
98;8;23.0499992371;72.9374847412;14;70.520889163;9;27.0348396301;57.5;17;67.8112977743;
99;8;24.0499992371;74.9265975952;13;70.7693841457;9;25.0746459961;59.5;15;68.0455021858;
100;8;26.0499992371;75.9265975952;9;71.0215760469;9;24.1115627289;61.5;14;68.269156456;
101;8;26.0499992371;78.6364822388;10;71.277000308;9;25.1456699371;61.5;15;68.4826812744;
102;8;26.0499992371;80.7482299805;11;71.5351637602;10;27.1770763397;59.5;12;68.6865632534;
103;8;27.0499992371;79.8612976074;12;71.7955486774;10;27.2059020996;61.5;11;68.881331563;
104;8;26.0499992371;81.975440979;12;72.0576168299;10;28.2322845459;63.5;12;69.0392494202;
105;8;27.0499992371;82.3652572632;13;72.3208132982;10;29.5499992371;62.5;12;69.120018959;
106;8;27.0499992371;82.4247131348;13;72.5845713615;10;28.5499992371;65.0;12;69.2022752762;
107;8;26.0499992371;85.321723938;12;72.8483179808;10;28.5499992371;68.0;13;69.2859115601;
108;8;27.0499992371;84.6674804688;12;73.1114789248;10;29.5499992371;68.0;15;70.3708124161;
109;8;27.0499992371;83.7397003174;12;73.3734824657;10;29.5499992371;71.1854095459;16;70.6068536043;
110;8;26.0499992371;85.8121261597;13;73.6337668896;10;30.5499992371;74.2284240723;17;70.8646786213;
111;8;25.0499992371;88.7757644653;15;73.8917835951;10;31.8471736908;74.2719497681;18;71.1464778185;
112;8;25.0499992371;89.9495849609;18;74.1470016241;10;30.8907966614;77.3159103394;19;71.4545252323;
