Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;2;9.0;10.1999998093;4;21.0;1;8.0;10.0;5;20.0;
6;2;10.3000001907;10.0;4;21.1200000048;1;9.0;10.0;5;20.0;
7;2;11.3360004425;10.0;4;21.2530560493;1;9.5;10.0;4;20.0;
8;2;11.375916481;10.0;4;21.8127820492;1;9.5;10.0;4;20.3999996185;
9;2;11.5438346863;10.1999998093;4;22.3170127869;2;9.59000015259;10.3999996185;3;21.7264003754;
10;2;11.6951036453;10.3632001877;4;22.7783694267;2;9.88844013214;10.3632001877;3;22.030371666;
11;2;11.8335103989;10.4951858521;4;24.1197800636;2;9.95683383942;10.4951858521;3;23.1334960461;
12;2;12.2359342575;11.0209560394;4;25.3230593204;2;10.205037117;11.0209560394;4;24.0595139265;
13;2;14.2359342575;11.4571752548;5;26.4056642056;2;11.9804954529;11.4571752548;3;24.8221657276;
14;2;16.2359333038;11.8107032776;5;27.3911669254;2;13.9804954529;11.8107032776;3;25.4416502714;
15;2;17.5749435425;12.0916318893;5;28.3050293922;2;15.9804954529;12.0916318893;3;25.9406644106;
16;2;18.717300415;12.3113050461;5;29.1714119911;2;17.0193958282;12.3113050461;3;26.3415244818;
17;2;19.8754692078;12.4808797836;5;29.790178299;2;18.0332813263;12.4808797836;3;26.4435132742;
18;2;21.0496273041;12.5;5;30.4229521751;2;19.047624588;12.5;3;26.5092867613;
19;2;22.2394599915;12.5;5;31.1049995422;2;19.9645900726;12.5;3;26.5770645142;
20;2;23.3315010071;12.5;6;31.8311891556;2;19.979839325;12.5;4;26.6468170881;
21;2;23.5493564606;12.5;6;32.5941519737;2;19.9955329895;12.5;4;26.7185060978;
22;2;23.7782459259;12.5;6;33.38438797;2;20.0116634369;12.5;4;26.7920838594;
23;2;24.0153160095;12.5;6;34.1905984879;2;20.028219223;12.5;5;26.8674932718;
24;2;24.2571792603;12.5;6;35.0002355576;3;20.0451850891;12.5;4;26.9446675777;
25;3;22.2571792603;13.5;5;35.8002309799;3;20.0625495911;12.5;5;27.0235302448;
26;3;23.2571792603;12.5;6;36.5778226852;3;20.0802936554;12.5;6;27.1039953232;
27;3;21.5;13.5;6;37.3213710785;3;20.0983982086;12.5;6;27.1859669685;
28;3;21.5;14.5;6;38.0210561752;3;19.625;13.155790329;6;27.2693405151;
29;3;21.5;15.5;6;38.6693668365;3;19.625;13.6346702576;6;27.3540019989;
30;3;20.5;14.5;6;39.2613372803;3;18.1546497345;13.5;5;27.4398288727;
31;3;20.5;14.5;6;39.7945203781;3;17.1739616394;14.5;5;28.5266909599;
32;3;20.5;15.5;6;41.2687559128;3;17.1935062408;15.5;5;28.7444506884;
33;3;21.5;17.0;6;41.7257823944;3;17.2132511139;16.5;5;28.9783953428;
34;3;22.2057342529;17.5;6;42.1299700737;3;16.8951377869;17.5;5;29.2298061848;
35;3;21.3146362305;19.0405921936;6;42.485486269;3;16.0;20.2188625336;6;29.4999847412;
36;3;21.2456474304;19.5;6;42.7970589399;3;16.0;21.7499923706;5;29.7902215719;
37;3;20.9889850616;21.0835533142;5;43.0696314573;3;16.0;22.895111084;4;30.1017558575;
38;3;21.4208889008;21.5;5;43.2577478886;3;16.0;24.0508785248;4;30.4357273579;
39;3;21.1000003815;23.1288738251;5;43.3048160076;3;16.0;25.2178630829;4;30.7931163311;
40;3;21.1000003815;24.1524085999;6;43.3530313969;3;16.0;26.3965587616;4;31.1746768951;
41;3;21.5059089661;24.5;7;43.4023760557;3;16.0;27.5873374939;4;31.5808622837;
42;3;20.1000003815;24.5;8;43.4528282881;3;17.0;25.7904319763;5;32.0117459297;
43;4;20.1000003815;25.5;7;43.5043625832;4;16.0;27.0058727264;4;32.4669435024;
44;4;20.5513095856;26.5;7;43.5569496155;4;16.0;26.2976093292;4;32.9455394745;
45;4;20.5670852661;27.5;8;43.6105561256;4;17.0;25.340839386;3;33.4460279942;
46;4;21.4831676483;28.5;8;43.6651450396;4;16.0;27.3835144043;3;33.9662742615;
47;4;22.0;29.332572937;8;43.72067523;4;16.0;28.9831371307;4;34.5035023689;
48;4;23.0;30.3603382111;10;43.7771017551;4;17.0;27.251750946;4;35.0543203354;
49;5;24.0331306458;30.5;9;43.8343759775;4;16.0;28.5271606445;4;35.6147818565;
50;5;23.5;28.5;9;44.8924454451;4;17.0;28.5271606445;5;36.1804895401;
51;5;25.0677337646;28.5;9;45.0812542439;4;18.9388999939;29.5271606445;5;36.746732235;
52;5;26.0853767395;29.5;9;45.2861741781;4;20.9560546875;29.5;5;38.3086528778;
53;5;25.5;31.5;10;45.5085735321;4;22.7966537476;30.5;6;38.9514311552;
54;5;26.1212539673;31.5;10;45.7498426437;4;25.8938217163;29.5;6;39.5875873566;
55;6;24.75;33.4804916382;7;67.0113617182;4;25.9022407532;31.5;9;40.2132986784;
56;6;27.3420162201;34.5;6;68.5844603777;4;25.7369728088;33.5;9;40.8252682686;
57;6;29.3586349487;36.5;7;72.2339177132;4;26.8344078064;32.5;10;41.4208254814;
58;6;29.7311058044;39.125;7;75.3816393614;4;26.9765777588;33.2624664307;11;41.9979804754;
59;6;30.033033371;41.6171875;8;78.0823733807;5;26.3857326508;33.5;10;42.5554362535;
60;6;30.2736644745;43.9937896729;8;80.4071969986;5;27.094379425;33.3961105347;10;43.0925536156;
61;6;30.4640579224;45.2754020691;8;82.4304443598;6;25.6211261749;33.5;10;43.6092879772;
