Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.2971115112;10.6951856613;4;23.0419120789;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;11.9125738144;11.0209560394;4;24.0443505049;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;13.9125738144;11.4571752548;4;24.8968375921;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;15.9125738144;11.8107032776;4;25.6209878922;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;16.686296463;12.0916318893;4;26.2409451008;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;16.8722839355;12.3113050461;4;26.7804714441;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;17.0341415405;12.4808797836;4;27.0402543545;1;15.7228336334;12.4808797836;4;25.0;
18;2;18.9988594055;12.5;4;27.2842636108;1;16.7228336334;12.5;3;25.0;
19;2;20.072063446;12.5;4;27.5518820286;1;17.625;12.5;3;25.0;
20;2;21.1523475647;12.5;4;27.8440244198;1;17.625;12.5;3;25.0;
21;2;22.2399902344;12.5;6;28.1613030434;1;17.625;12.5;5;25.0;
22;2;22.4483909607;12.5;4;28.5039470196;1;17.625;12.5;5;25.0;
23;2;22.5511837006;12.5;5;28.871723175;1;17.625;12.5;6;25.0;
24;3;22.6615161896;12.5;4;29.263862133;1;17.625;12.5;5;25.0;
25;3;22.7791595459;12.5;4;29.6789975166;1;17.625;12.5;5;25.0;
26;3;22.9036998749;12.5;4;30.1151270866;1;17.625;12.5;5;25.0;
27;3;23.034538269;12.5;4;30.5695996284;2;17.625;12.5;4;25.0;
28;3;23.170879364;12.5;4;31.0391392708;2;17.625;12.5;4;25.0;
29;3;23.3117408752;12.5;4;31.5199065208;2;17.625;12.5;5;25.0;
30;3;23.4559726715;12.5;4;32.007601738;2;17.625;12.5;6;25.0;
31;3;23.6022796631;12.5;4;32.4976010323;2;17.625;12.5;7;25.0;
32;3;21.6022796631;13.5;4;32.9851250648;2;17.625;12.5;7;25.0;
33;3;21.5;14.5;4;33.465420723;2;17.625;12.5;7;25.0;
34;3;21.5;15.5;4;33.9339466095;2;17.625;12.5;7;25.0;
35;3;21.5;16.5;4;34.3865451813;2;17.625;12.5;7;25.0;
36;3;20.5;15.5;4;34.8195896149;2;17.625;12.5;8;25.0;
37;3;20.5;15.5;5;35.2300891876;2;17.625;12.5;8;25.0;
38;3;20.5;15.5;5;35.6157541275;2;17.625;12.5;8;25.0;
39;3;19.6847267151;16.5;5;35.9750175476;2;17.625;12.5;8;25.0;
40;3;18.7925052643;17.5;5;36.307009697;2;17.625;12.5;8;25.0;
41;3;17.8921031952;18.5;5;36.6115064621;2;17.625;12.5;8;25.0;
42;3;16.8921031952;17.5;5;36.8888463974;2;17.625;12.5;8;25.0;
43;3;16.3921031952;17.5;6;38.1398382187;2;17.625;12.5;9;25.0;
44;3;19.3921031952;19.5;6;38.3956587315;2;17.625;12.5;9;25.0;
45;3;21.7096977234;21.5;6;38.6283466816;2;17.625;12.5;9;25.0;
46;3;23.0885047913;23.5;7;38.839523077;2;17.625;12.5;10;25.0;
47;3;24.1518573761;25.5;7;39.0309069157;2;15.625;13.5;10;25.0;
48;4;25.2092723846;27.5;6;39.1558350325;2;14.625;14.5;11;25.0;
49;4;25.8999996185;27.5;7;39.1887089014;2;13.625;15.5;11;25.0;
50;4;26.8999996185;28.0943546295;8;39.2221269608;2;12.625;16.5;11;25.0;
51;4;27.7666378021;27.5;8;39.2560760975;2;13.625;17.5;12;25.0;
52;4;27.7768230438;27.5;8;39.2905418873;2;14.625;17.5;11;25.0;
53;4;27.7871627808;27.5;8;39.3255085945;2;15.625;17.5;11;25.0;
54;4;25.7976531982;28.5;9;39.3609591722;3;17.625;18.5;10;26.0;
55;4;24.8082866669;29.5;10;40.3968753815;3;19.625;19.5;10;26.0900000334;
56;4;24.5;31.5;10;40.4732377529;3;19.625;20.5;10;26.1871190071;
57;4;25.5;33.5;11;40.5512094498;3;19.625;21.5;10;26.2917383909;
58;5;24.75;35.5;7;69.3807703257;3;19.625;22.5;11;26.4042263031;
59;5;26.75;35.5;7;71.4743967056;3;19.625;22.5;11;26.5249304771;
60;5;24.75;36.4237518311;7;73.0913374424;3;19.625;22.5;11;26.6541694403;
61;5;25.75;34.8277664185;8;74.2907828093;3;19.625;22.5;10;26.7922235727;
62;5;26.75;34.7373580933;10;75.1575689316;3;19.625;22.5;8;26.9393253326;
63;5;25.75;37.4442825317;10;75.7769395113;3;19.625;22.5;6;27.0956480503;
64;5;25.75;39.4310951233;11;75.8898457289;3;19.625;22.5;5;28.261295557;
65;5;25.75;41.469329834;11;75.9796087742;3;20.625;23.5;5;28.4662904739;
66;5;25.75;43.5106201172;14;76.0706448555;3;21.625;24.5;5;28.6914554834;
67;5;25.75;41.7170066833;13;76.1628943682;3;21.8659515381;25.5;4;28.9269149303;
