Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;11.0;3;21.0599999428;
3;1;8.0;10.0;5;20.0;2;8.15900039673;10.0;3;21.1229639053;
4;1;9.0;10.0;5;20.0;2;8.16844463348;10.0;3;21.1889609098;
5;2;9.0;10.1999998093;4;21.0;2;8.17834377289;10.0;3;21.2580518723;
6;2;10.3000001907;10.0;3;21.0599999428;2;9.2830619812;10.0;3;21.3302885294;
7;2;11.3179998398;10.0;3;21.1229639053;2;9.7993144989;10.0;3;21.4057120085;
8;2;11.336889267;10.0;3;21.6001901627;2;9.81628513336;10.0;3;21.8984082937;
9;2;11.4800567627;10.1999998093;3;22.0082015991;2;9.92714214325;10.1999998093;3;22.3222295046;
10;2;11.6024608612;10.3632001877;3;22.3582868576;2;10.0225009918;10.3632001877;3;22.688400507;
11;2;11.7074861526;10.4951858521;3;23.5279067755;2;10.1048898697;10.4951858521;3;23.8809107542;
12;2;12.0583724976;11.0209560394;3;24.5268628597;2;10.3732051849;11.0209560394;3;24.9034298658;
13;2;14.0583724976;11.4571752548;4;25.3691681623;2;12.1703767776;11.4571752548;3;25.7698295116;
14;2;16.0583724976;11.8107032776;4;26.0752547979;2;14.1703767776;11.8107032776;3;26.500371933;
15;2;17.1801719666;12.0916318893;4;26.6680037975;2;16.170375824;12.0916318893;3;27.1177392006;
16;2;18.2261924744;12.3113050461;4;27.1698563099;2;17.284236908;12.3113050461;4;27.6441450119;
17;2;18.6125736237;12.4808797836;4;27.3801496029;3;18.3263702393;12.4808797836;4;27.878672123;
18;2;19.6125736237;12.5;4;27.5615134239;3;19.3705348969;12.5;5;28.0836718082;
19;2;20.6125736237;12.5;4;27.7520513535;3;20.3188266754;12.5;5;28.2969486713;
20;2;21.5;12.5;4;27.9515185356;3;20.3668136597;12.5;5;28.5179448128;
21;2;21.5;12.5;4;28.1595556736;3;19.625;13.5;6;28.7459800243;
22;2;21.5;12.5;6;28.3756833076;3;19.625;13.623793602;6;28.9802544117;
23;2;21.5;12.5;6;28.5992991924;3;19.625;13.6940765381;6;29.2198557854;
24;2;21.5;12.5;7;28.8296794891;3;20.5744667053;12.5;6;29.4637694359;
25;2;19.5;13.5;7;29.0659828186;3;20.6293487549;12.5;6;29.7108941078;
26;2;18.5;14.5;7;29.3072590828;3;20.6849517822;12.5;6;29.9600582123;
27;2;17.5;15.5;7;29.5524601936;3;19.625;13.5;7;30.2100424767;
28;3;16.5;16.5;5;29.8004574776;3;20.625;12.5;7;30.4596014023;
29;3;15.5;17.5;4;30.0500593185;3;19.625;13.5;7;30.7074890137;
30;3;14.5;18.5;3;30.3000340462;3;19.625;14.5;7;30.952483654;
31;3;14.0;19.5;3;30.5491337776;3;18.625;13.5;7;31.1934113503;
32;3;14.0;20.5;3;30.7961182594;3;18.0185165405;14.5;7;31.429169178;
33;3;14.0;21.5;3;31.0397801399;3;17.0715637207;15.5;7;31.6587438583;
34;3;14.0;22.5;3;31.278968811;3;16.123216629;16.5;7;31.8812294006;
35;3;14.0;23.5;4;31.5126113892;4;15.5482769012;17.5;6;32.0958390236;
