Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;11.0;3;21.0599999428;
3;1;8.0;10.0;5;20.0;2;8.15900039673;10.0;3;21.1229639053;
4;1;9.0;10.0;5;20.0;2;8.16844463348;10.0;3;21.1889609098;
5;1;9.0;10.0;5;20.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;10.0;10.0;5;20.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;11.0;10.0;5;20.0;2;9.7993144989;10.0;3;21.4057120085;
8;1;11.0;10.0;5;20.3999996185;2;9.81628513336;10.0;3;21.8984082937;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.92714214325;10.1999998093;3;22.3222295046;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;10.0225009918;10.3632001877;3;22.688400507;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.1048898697;10.4951858521;3;23.8809107542;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;10.3732051849;11.0209560394;3;24.9034298658;
13;1;13.2971115112;11.4571752548;5;23.6214065552;2;12.1703767776;11.4571752548;4;25.7698295116;
14;1;14.2971115112;11.8107032776;5;24.1832637787;2;14.1703767776;11.8107032776;5;26.500371933;
15;2;16.2971115112;12.2916316986;4;25.6226100922;2;16.170375824;12.0916318893;5;27.1177392006;
16;2;18.2971115112;12.3113050461;4;26.0917595625;2;17.284236908;12.3113050461;5;27.6441450119;
17;2;19.6361122131;12.4808797836;4;26.2754310369;2;18.3263702393;12.4808797836;5;27.878672123;
18;2;20.6797409058;12.5;4;26.4377241135;2;19.3705348969;12.5;5;28.0836718082;
19;2;21.728427887;12.5;4;26.6183350086;2;20.3188266754;12.5;5;28.2969486713;
20;2;21.9855003357;12.5;4;26.8187118769;2;20.3668136597;12.5;6;28.5179448128;
21;2;21.5;13.0456132889;6;27.0402543545;2;20.4165382385;12.5;6;28.7459800243;
22;2;22.1120758057;12.5;6;27.2842636108;2;20.4678459167;12.5;7;28.9802544117;
23;2;22.1852798462;12.5;6;27.5518820286;2;20.5205574036;12.5;7;29.2198557854;
24;2;22.2655639648;12.5;6;27.8440244198;2;20.5744667053;12.5;7;29.4637694359;
25;2;19.5;14.3532075882;6;28.1613030434;2;20.6293487549;12.5;7;29.7108941078;
26;2;18.5;15.4483909607;8;28.5039470196;3;20.6849517822;12.5;6;29.9600582123;
27;2;17.5;16.5511837006;9;28.871723175;3;20.7410125732;12.5;6;30.2100424767;
28;2;17.5;16.5;9;29.263862133;3;20.7972602844;12.5;6;30.4596014023;
29;2;16.7791595459;17.5;9;29.6789975166;3;20.8534107208;12.5;6;30.7074890137;
30;2;15.9036998749;18.5;9;30.1151270866;3;19.625;13.5;6;30.952483654;
31;2;15.534538269;19.5;10;30.5695996284;3;19.625;14.5;6;31.1934113503;
32;2;15.670879364;20.5;11;31.0391392708;3;19.625;15.5;8;31.429169178;
33;3;15.6305675507;21.5;9;46.5199065208;3;19.625;15.7145843506;8;31.6587438583;
34;3;15.0;23.5;10;47.757601738;3;19.625;15.829372406;8;31.8812294006;
35;3;16.0;25.5;10;48.9169754982;3;19.625;15.9406147003;9;32.0958390236;
