Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;2;9.0;10.1999998093;4;21.0;
5;1;9.0;10.0;5;20.0;2;10.0;10.0;4;21.0599999428;
6;1;10.0;10.0;4;20.0;2;12.0;10.0;4;21.1229639053;
7;1;11.0;10.0;4;20.0;2;12.7526664734;10.0;4;21.1889609098;
8;2;11.0;10.1999998093;2;21.3999996185;2;12.7675161362;10.0;4;21.6699410677;
9;2;11.4200000763;10.1999998093;2;21.8264003992;2;12.8757371902;10.1999998093;4;22.0818096399;
10;2;11.5479202271;10.3632001877;2;22.1992716789;2;12.9684066772;10.3632001877;4;23.2920063734;
11;2;11.659781456;10.4951858521;2;23.4054436684;2;13.2407016754;10.9097137451;2;24.3297555447;
12;2;12.0216331482;11.0209560394;2;24.4501843452;2;13.4741945267;11.3658018112;3;25.2069878578;
13;2;14.0216331482;11.4571752548;3;25.3486692905;2;16.2689552307;11.7372808456;3;25.9430538416;
14;2;16.0216331482;11.8107032776;3;26.1225088835;2;18.2689552307;12.0336990356;3;26.5605664253;
15;2;17.1943473816;12.0916318893;3;26.7957427502;2;19.3656806946;12.2662630081;3;27.0822491646;
16;2;18.2645130157;12.3113050461;3;27.3919057846;2;20.4020576477;12.446267128;3;27.3607378006;
17;2;19.3416175842;12.4808797836;3;27.7113106251;2;21.440536499;12.5;3;27.5410807133;
18;2;20.4259662628;12.5;3;28.0173821449;2;22.4811134338;12.5;3;27.7306177616;
19;2;20.6125736237;13.4052143097;3;28.3487696648;2;22.625;13.319185257;3;27.9291167259;
20;2;22.5;12.5;4;28.7054548264;2;22.625;13.3787345886;3;28.136231184;
21;2;22.6116371155;12.5;5;29.0869145393;2;23.3306522369;12.5;5;28.3514947891;
22;2;21.5;13.5;6;29.4920539856;2;23.3790855408;12.5;5;28.5743191242;
23;3;22.5;12.5;6;29.9191560745;2;23.4292221069;12.5;6;28.8039934635;
24;3;22.9757461548;12.5;6;30.3658571243;2;23.4808979034;12.5;6;29.039689064;
25;3;19.5;14.5;6;30.8291530609;2;23.5339298248;12.5;7;29.2804670334;
26;3;18.5;16.2487449646;6;31.3054442406;2;23.588104248;12.5;7;29.5252895355;
27;3;18.5;15.5;6;31.790620327;2;23.6431903839;12.5;7;29.7730360031;
28;3;18.5;16.5;6;32.2801818848;2;23.6989326477;12.5;7;30.022521019;
29;3;17.6840553284;17.5;6;32.7693967819;2;21.7550678253;13.5;7;30.2725157738;
30;3;16.8308181763;18.5;6;33.2534770966;2;19.625;15.5;7;30.5217733383;
31;3;16.4760437012;19.5;6;33.7277650833;2;18.625;17.5;7;30.769051075;
32;3;16.6183300018;20.5;6;34.187912941;2;17.625;19.3845252991;7;31.0131368637;
33;3;16.7563743591;21.5;7;34.6300430298;2;17.0;20.5065689087;6;31.252872467;
34;3;16.8890132904;22.5;7;35.0508718491;2;17.0;21.6264362335;5;31.4871754646;
35;3;17.0152626038;23.5;7;35.4477939606;2;17.0;22.7435874939;4;31.7150583267;
36;3;18.1343383789;25.0;6;36.8189210892;2;17.0;23.8575286865;5;31.9356441498;
37;3;18.1343383789;24.0;6;37.1930792332;2;17.0;24.9678230286;5;32.1481771469;
38;3;16.1343383789;26.0149993896;7;37.5403578281;2;17.0;26.0740890503;5;32.3520302773;
39;3;17.1343383789;25.0302963257;7;37.8608500957;2;17.0;27.1760158539;6;32.5467100143;
40;4;17.0;24.0458831787;6;38.155159235;2;17.0;28.273355484;8;32.7318525314;
41;4;17.3370552063;23.5;6;38.4243029356;2;18.0;26.3659267426;8;32.907222271;
42;4;17.0;23.077917099;5;38.6696096659;2;17.0;27.4536113739;9;33.0727024078;
43;4;17.3566131592;22.5;5;38.892624855;2;17.0;28.5363502502;9;33.2282876968;
44;4;18.3666381836;23.5;5;39.095028162;3;19.0;31.5;8;34.3740692139;
45;4;17.3768234253;22.5;5;39.2785599232;3;20.8841667175;33.5;9;34.560226202;
46;4;18.3871631622;22.5;5;40.3255085945;3;20.0;33.5;9;34.7389845848;
47;4;20.3976516724;24.5;6;40.4009591341;3;20.2479438782;34.5;10;34.9106811285;
48;4;22.4082870483;26.5;5;40.4780592918;3;21.2299041748;36.5;10;35.0756961107;
49;4;23.0;28.5;5;40.5567913055;3;20.0;36.10597229;10;35.234439373;
50;4;24.0;30.5;5;40.6371330023;4;20.0;36.1349868774;10;35.3300433159;
51;4;25.0;32.5;4;40.7190582752;4;21.0;36.5;8;35.3921557665;
52;4;25.9521656036;33.5;5;40.8025363684;4;21.3382339478;37.5;8;35.4563041925;
53;4;25.9634361267;34.5;5;40.8875323534;4;21.0249996185;39.2281532288;8;35.5224741697;
54;4;25.9748153687;35.5;5;40.9740065336;4;21.0249996185;40.2612380981;9;35.5906432867;
55;4;25.5;37.3104858398;6;41.0619145632;4;22.0249996185;38.2953224182;11;35.6607804298;
56;4;25.9978618622;37.5;6;41.1512076855;4;21.3986759186;38.5;12;35.7328453064;
57;4;26.009513855;38.5;6;41.2418322563;4;21.0249996185;40.3664245605;12;35.8067884445;
58;4;27.0212402344;36.5;7;41.3337301016;4;22.4315280914;37.5;12;35.8825509548;
59;4;26.033033371;37.5;7;41.426838398;4;22.0249996185;40.4412765503;12;36.9600640535;
60;4;26.044883728;38.5;7;41.5210897923;5;24.0249996185;38.5;11;37.1692494154;
61;4;27.0567836761;36.5;7;41.6164125204;5;25.0249996185;39.5;12;37.395449996;
