Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;2;8.0;10.1999998093;4;21.0;
5;1;9.0;10.0;2;20.0;2;8.14999961853;10.0;4;21.0299999714;
6;1;10.0;10.0;2;20.0;2;9.23174953461;10.0;4;21.0605909824;
7;1;11.0;10.0;2;20.0;2;9.73863315582;10.0;4;21.091766119;
8;1;11.0;10.0;2;20.3999996185;2;9.74564743042;10.0;4;21.534434557;
9;1;11.1199998856;10.1999998093;2;20.7264003754;2;9.84524822235;10.1999998093;4;21.9046876431;
10;1;11.2179203033;10.3632001877;2;20.9903717041;2;9.92855453491;10.3632001877;4;22.2136896849;
11;1;11.2971115112;10.4951858521;2;22.0419120789;2;9.9980802536;10.4951858521;4;23.3236640692;
12;1;11.6125736237;11.0209560394;3;22.9143505096;2;10.2478246689;11.0209560394;5;24.2565786839;
13;1;13.2971115112;11.4571752548;3;23.6214065552;2;12.0248346329;11.4571752548;5;25.0261526108;
14;1;14.2971115112;11.8107032776;3;24.1832637787;2;14.0248346329;11.8107032776;5;25.6525614262;
15;1;15.2971115112;12.0916318893;2;24.6226100922;2;16.0248355865;12.0916318893;5;26.1584771872;
16;1;16.2971115112;12.3113050461;2;24.9617595673;2;17.068403244;12.3113050461;5;26.5661897659;
17;1;17.2971115112;12.4808797836;2;25.0;2;18.0838298798;12.4808797836;5;26.6749540567;
18;1;18.2971115112;12.5;2;25.0;2;19.0996990204;12.5;5;26.7473965883;
19;1;19.2971115112;12.5;3;25.0;2;20.018163681;12.5;6;26.8217064142;
20;1;19.5;12.5;4;25.0;2;20.0348834991;12.5;6;26.8978226185;
21;1;19.5;12.5;5;25.0;2;20.0520095825;12.5;6;26.9756746292;
22;1;19.5;12.5;5;25.0;2;20.0695266724;12.5;5;27.0551822186;
23;1;19.5;12.5;5;25.0;2;20.0874156952;12.5;5;27.1362555027;
24;2;19.5;12.5;4;25.0;2;20.1056575775;12.5;5;27.2187950611;
25;2;19.5;12.5;3;25.0;2;20.1242294312;12.5;4;27.3026921749;
26;2;19.5;12.5;3;25.0;2;20.1431064606;12.5;6;27.3878297806;
27;2;19.5;12.5;4;25.0;3;20.1622619629;12.5;4;27.4740822315;
28;3;20.5;12.8000001907;4;26.0;3;20.1816692352;12.5;4;27.5613162518;
29;3;21.5;13.0;4;26.0199999809;3;19.625;13.5;5;27.6493918896;
30;3;19.8059997559;13.5;4;26.0401959419;3;17.625;14.8246955872;5;27.7381625175;
31;3;18.8120594025;14.5;4;26.0605818033;3;16.625;15.8690814972;5;27.8274769783;
32;3;17.8181743622;15.5;4;26.0811508894;3;15.625;16.9137382507;5;27.9171793461;
33;3;16.824344635;16.5;3;26.1018965244;3;14.625;17.9585895538;5;28.0071108341;
34;3;15.8305692673;17.5;3;26.1228116751;3;14.6765995026;17.5;5;28.0971102715;
35;3;14.8368434906;18.5;2;26.1438889503;3;14.696849823;18.5;5;28.1870160103;
36;3;14.3431663513;19.5;3;26.1651208401;3;14.7170791626;19.5;5;28.2766661644;
37;4;14.3495359421;20.5;2;26.1864993572;3;14.7372493744;20.5;4;28.3659007549;
38;4;14.3559494019;21.5;4;26.2080165148;3;14.7573280334;21.5;4;28.4545619488;
39;4;14.3624048233;22.5;4;26.2296639681;3;14.7772769928;22.5;5;28.5424957275;
40;4;14.3688993454;23.5;5;26.2514331341;3;14.7970619202;23.5;7;28.6295526028;
41;4;14.3754301071;24.5;6;26.2733153105;3;14.816649437;24.5;7;28.7155892849;
42;4;15.3819942474;22.5;8;26.2953014374;3;15.8360080719;22.5;7;28.8004686832;
43;4;14.388589859;23.5;7;26.3173824549;3;14.8551054001;23.5;7;28.8840610981;
44;4;14.3952150345;24.5;7;26.3395489454;3;14.873913765;24.5;8;28.9662454128;
45;4;15.4018650055;22.5;6;26.3617914915;3;15.8924045563;22.5;9;29.0469093323;
46;4;14.408536911;23.5;6;26.3841004372;4;14.9105548859;23.5;9;29.1259489059;
47;4;14.4152297974;24.5;8;26.4064661264;4;14.9283390045;24.5;10;29.203271389;
48;4;15.4219398499;22.5;9;26.428878665;4;15.9457359314;22.5;10;29.2787928581;
49;4;14.4286632538;23.5;9;26.4513280392;5;14.9627285004;23.5;8;44.3524398804;
50;4;15.0;22.5;10;26.4738043547;5;15.0;25.5;9;45.1741490364;
51;4;16.0;22.5;9;26.4962974787;5;17.9954338074;25.5;9;45.9132413864;
52;4;17.0;22.5;10;26.5187973976;5;20.0111198425;26.5;10;46.5688405037;
53;4;18.4556388855;22.5;8;26.5412938595;5;22.026348114;27.5;10;47.143435955;
54;4;19.0;22.5;9;26.5637768507;5;23.0;28.5;10;47.642015934;
55;4;20.4691333771;22.5;11;26.5862361193;5;26.0;28.5;10;48.0711951256;
56;5;21.4758701324;22.5;11;26.6086617708;5;26.625;28.5;11;48.4384245872;
57;5;21.9825992584;22.5;11;26.6310436726;5;27.213104248;29.5;11;48.7513575554;
58;5;21.9893131256;22.5;12;26.6533719301;5;27.2898292542;29.9342975616;11;48.9236783981;
59;5;21.5;23.3266868591;11;26.6756366491;5;28.3250007629;27.9342975616;11;48.9766731262;
60;5;22.0026912689;22.5;11;26.6978281736;5;28.4447517395;27.5;12;49.0;
61;6;21.9584140778;22.5;7;36.7199368477;6;28.4500007629;27.5;11;49.0;
62;6;22.9643821716;23.5;7;37.1419527531;6;28.4500007629;27.5;11;49.0;
63;6;23.9703273773;24.5;5;38.5382674932;7;26.4500007629;28.5;10;49.0;
