Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;11.3000001907;10.0;4;21.0;1;7.0;13.0;6;20.0;
3;2;11.3000001907;10.0;4;21.0900000334;1;8.0;12.0;6;20.0;
4;2;11.3269996643;10.0;4;21.1871190071;1;8.0;11.0;6;20.0;
5;2;12.5342035294;10.0;4;21.2917383909;1;8.0;10.0;6;20.0;
6;2;13.5812826157;10.0;4;21.4042263031;1;9.0;10.0;6;20.0;
7;2;14.631901741;10.0;4;21.9389723539;2;9.5;10.3000001907;4;21.0;
8;2;14.8725376129;10.1999998093;4;22.4109756947;2;9.72500038147;10.0;3;21.3999996185;
9;2;15.0849380493;10.3632001877;4;23.7114653587;2;9.81500053406;10.1999998093;3;21.7264003754;
10;2;15.6701593399;10.9097137451;4;24.8527286053;2;9.88844013214;10.3632001877;3;21.9903717041;
11;2;17.6701602936;11.3658018112;4;25.8476524353;2;9.94783401489;10.4951858521;3;23.0919120312;
12;2;19.6701602936;11.7372808456;4;26.7164058685;2;10.1956806183;11.0209560394;3;24.0163254738;
13;2;19.8187427521;12.4310503006;5;27.4822225571;2;11.9707775116;11.4571752548;3;24.7773565054;
14;2;20.8187427521;12.7087173462;5;28.168181181;2;13.9707775116;12.1574878693;3;25.395208478;
15;2;22.8187427521;12.446267128;5;28.6269388199;2;15.7228336334;12.4552154541;3;25.8925833702;
16;2;24.4508647919;12.5;5;29.0031633377;2;16.7228336334;12.6922969818;3;26.2918028831;
17;2;25.6201667786;12.5;5;29.4033532143;2;17.7228336334;12.8798923492;3;26.3921557665;
18;2;26.8002510071;12.5;5;29.8259272575;2;19.0360679626;12.5;4;26.4563041925;
19;2;27.421667099;12.5;6;30.268661499;2;19.625;12.9368915558;4;26.5224741697;
20;2;27.6208972931;12.5;6;30.7286863327;2;19.9675559998;12.5;4;26.5906432867;
21;2;27.8279075623;12.5;6;31.2025241852;2;19.625;13.1362571716;4;26.6607804298;
22;2;28.041135788;12.5;6;31.6861643791;3;19.625;13.1643123627;3;26.7328453064;
23;2;28.2587738037;12.5;6;32.1751794815;3;19.625;12.5;4;26.8067884445;
24;2;28.4788303375;12.5;6;32.6648726463;4;20.0315284729;12.5;3;26.8825509548;
25;2;26.4788303375;13.5;6;33.1504516602;4;19.625;13.2530202866;3;26.9600640535;
26;2;25.4788303375;14.5;8;33.6272163391;4;19.625;13.2840251923;4;27.0392494202;
27;3;25.25;15.5;7;34.0907382965;4;19.625;13.3156995773;4;27.120018959;
28;3;25.25;16.1362953186;7;34.5370264053;4;20.1020050049;12.5;4;27.2022752762;
29;3;25.25;16.3148097992;8;34.9626617432;4;20.1205120087;12.5;4;27.2859115601;
30;3;25.25;16.4850654602;8;35.3648881912;4;18.1393299103;13.5;4;27.3708124161;
31;3;25.25;16.6459541321;8;35.7416639328;4;17.1584320068;14.5;4;28.4568536282;
32;3;25.25;16.7966651917;8;36.0916633606;4;17.1777915955;15.5;5;28.5839035511;
33;3;25.25;16.9366645813;8;36.4142465591;4;17.1973781586;16.5;5;28.7130072117;
34;3;25.25;17.0656986237;8;36.7093906403;4;16.8354263306;17.5;5;28.8440213203;
35;4;25.25;17.1837558746;7;40.3966038227;4;16.8649044037;18.5;5;28.9767938852;
36;4;27.25;21.1837558746;7;40.8038423061;4;16.8947792053;19.5;5;29.1111656427;
37;4;29.25;25.1837558746;7;41.1910562515;4;16.9250125885;20.5;5;29.2469706535;
38;4;31.25;29.1837558746;8;41.5595006943;4;16.9555683136;21.5;6;29.3840374947;
39;5;32.5262069702;33.1837539673;8;41.9105403423;4;16.9864082336;22.5;7;29.522190094;
40;5;32.25;37.1837539673;9;42.245574832;5;17.0174942017;23.5;7;29.6612485647;
41;5;33.25;38.1453857422;10;42.4732862711;5;16.3155345917;24.5;8;29.801030755;
42;5;33.7280578613;38.1754837036;10;42.6615860462;5;17.0802307129;25.5;8;29.9413526058;
43;5;33.7977561951;38.1888504028;12;42.8523931503;5;17.1118049622;26.5;9;30.0820300579;
44;5;33.8683433533;38.2024307251;12;43.045229435;5;17.1434555054;27.5;9;30.2228794098;
45;5;33.9396095276;38.216217041;13;43.2395944595;5;17.1751480103;28.5;10;30.3637188673;
46;5;34.0113372803;38.2302055359;14;44.4349714518;5;17.2068367004;29.5;11;30.5043690205;
47;5;35.6957359314;38.7000007629;15;44.650832653;5;18.238483429;27.5;11;30.6446537971;
48;5;36.7838745117;39.7000007629;15;44.866843462;5;17.2700462341;28.5;12;30.784401536;
49;5;36.8719940186;40.7000007629;16;45.0824695826;5;17.8887557983;28.5;14;30.9234455824;
50;6;36.9598464966;41.7000007629;16;45.2971842289;5;19.332775116;29.5;15;31.0616248846;
51;7;36.8554878235;43.3028869629;15;45.5104774237;5;19.0;30.5;16;31.1987843513;
52;7;36.9345588684;42.7000007629;16;45.7218592167;5;20.9423103333;31.5;17;31.3347764015;
53;7;37.0126113892;43.3330879211;16;45.9308658838;5;21.4659423828;32.5;18;31.4694592953;
54;7;37.0894470215;43.3483886719;17;46.1370654106;5;22.6010398865;32.5;17;31.6027002335;
55;7;37.1648864746;43.3638153076;17;47.7466565371;5;22.6172618866;32.0348548889;17;31.7343730927;
56;7;37.6887588501;44.0419921875;17;49.0928149223;5;21.625;30.5;18;31.8643598557;
57;8;38.1119117737;44.5943145752;15;62.9613449574;5;22.625;28.5;19;31.9925508499;
58;8;40.4497489929;43.9144515991;15;64.6870343685;6;21.625;28.5;14;42.1188430786;
59;9;42.7183380127;44.1601295471;11;82.0524135828;6;22.625;30.5;15;42.6431427002;
60;9;46.8658638;46.2738838196;11;84.2070584297;6;24.625;29.5;15;43.1397647858;
61;9;50.9300460815;48.2976531982;12;86.1657739878;6;24.70495224;30.5;14;43.6073684692;
62;10;52.9920463562;50.8258781433;11;87.8094015121;6;23.625;32.5;14;44.0453014374;
63;10;54.4490356445;52.8501205444;12;89.2262516022;7;23.625;34.5;13;44.4535307884;
64;10;56.8593902588;54.8745574951;13;90.467954874;7;23.625;35.5;14;44.8149151802;
65;10;57.9147033691;56.3399238586;13;91.5464193821;7;24.625;33.5;15;45.1163723469;
66;10;57.4730606079;59.8745574951;14;92.4771944284;7;24.75;32.5;15;45.3928325176;
