Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;12.0;10.0;4;21.0;1;7.0;13.0;6;20.0;
3;2;13.0;10.0;4;21.0599999428;1;8.0;12.0;6;20.0;
4;2;14.0;10.0;4;21.1229639053;1;8.0;11.0;6;20.0;
5;2;15.5053339005;10.0;4;21.1889609098;1;8.0;10.0;6;20.0;
6;2;16.5350322723;10.0;4;21.6699410677;1;9.0;10.0;6;20.0;
7;2;17.5714740753;10.1999998093;4;22.0818096399;1;9.5;10.0;6;20.0;
8;2;17.9368133545;10.3632001877;4;23.2920063734;1;9.5;10.0;6;20.3999996185;
9;2;18.4814033508;10.9097137451;4;24.3297555447;2;9.59000015259;10.5;5;21.7264003754;
10;2;18.9483909607;11.3658018112;4;25.2069878578;2;9.88844013214;10.3632001877;5;22.030371666;
11;2;20.9483909607;11.7372808456;4;25.9430538416;2;9.95683383942;10.4951858521;5;23.1334960461;
12;2;22.9483909607;12.0336990356;5;26.5605664253;2;10.205037117;11.0209560394;5;24.0595139265;
13;2;24.1418399811;12.2662630081;5;27.0822491646;2;11.9804954529;11.4571752548;5;24.8221657276;
14;2;24.229221344;12.7747240067;5;27.3607378006;2;13.9804954529;11.8107032776;5;25.4416502714;
15;2;26.229221344;12.5;5;27.5410807133;2;15.7228336334;12.4691476822;5;25.9406644106;
16;2;27.3727073669;12.5;5;27.7306177616;2;16.7228336334;12.7067213058;5;26.3415244818;
17;2;28.4580001831;12.5;5;27.9291167259;2;18.0332813263;12.4808797836;5;26.4435132742;
18;2;29.5473232269;12.5;5;28.136231184;2;18.7228336334;12.9330539703;5;26.5092867613;
19;2;29.6613044739;12.5;6;28.3514947891;2;19.9645900726;12.5;5;26.5770645142;
20;2;29.7581729889;12.5;6;28.5743191242;2;19.979839325;12.5;7;26.6468170881;
21;2;29.8584442139;12.5;6;28.8039934635;3;19.9955329895;12.5;5;38.1534874439;
22;2;29.9617958069;12.5;6;29.039689064;3;21.0116634369;12.5;5;39.2064734697;
23;2;30.0678596497;12.5;6;29.2804670334;3;21.625;13.2168331146;5;40.2235904932;
24;2;30.1762104034;12.5;6;29.5252895355;3;23.0451850891;12.5;5;41.188131094;
25;2;28.25;13.5;7;29.7730360031;3;23.625;13.2778673172;5;42.0869238377;
26;3;28.25;14.4092140198;6;30.022521019;3;25.0802936554;12.5;5;42.9110097885;
27;3;28.25;14.5090084076;6;30.2725157738;4;25.625;13.3415985107;5;43.6557679176;
28;4;28.25;14.6090068817;5;30.5217733383;4;24.625;13.5;5;44.320558548;
29;4;28.25;14.7087097168;5;30.769051075;4;25.1356010437;14.5;5;44.9080238342;
30;4;28.25;14.8076210022;5;31.0131368637;4;24.625;16.5;6;45.4232177734;
31;4;28.25;14.905254364;5;31.252872467;4;24.625;18.2078800201;6;45.8727355003;
32;4;28.25;15.0011491776;5;31.4871754646;4;24.2557201385;19.2686843872;6;46.2639315128;
33;4;29.25;17.0011482239;6;31.7150583267;4;24.3922653198;20.330116272;6;46.6043105125;
34;4;30.25;19.0011482239;6;31.9356441498;4;24.5056056976;21.392074585;6;46.7920820713;
35;4;31.25;20.5;6;32.1481771469;4;24.5499992371;22.4544582367;6;46.8816497326;
36;4;31.4666786194;21.5;6;32.3520302773;4;24.5499992371;23.5171546936;6;47.9715096951;
37;4;31.5584144592;22.5;6;32.5467100143;4;25.5499992371;25.2800579071;6;48.1915014982;
38;4;31.6460189819;22.5;6;32.7318525314;4;26.5499992371;26.4340515137;7;48.426894784;
