Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;4;20.3999996185;1;9.5;10.0;6;20.0;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;14.3268795013;10.3632001877;3;22.9794274569;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;14.8187427521;10.9097137451;3;24.9481254816;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;16.8187427521;11.8021907806;2;26.6681509018;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;18.8187427521;12.5570135117;3;28.1352630854;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;19.8187427521;13.170545578;3;29.3718783855;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;20.8187427521;13.6524438858;3;30.4164392948;2;13.7228336334;12.1107034683;5;25.1832637787;
15;2;21.8187427521;14.0203924179;3;31.3132426739;2;15.7228336334;12.0916318893;5;25.6526100636;
16;2;22.8187427521;14.2950820923;3;32.1050887108;2;16.9545841217;12.3113050461;5;26.0223505497;
17;2;23.8187427521;14.4966192245;3;32.544028759;2;17.9614658356;12.4808797836;5;26.091766119;
18;2;24.8187427521;15.5;4;33.0209121704;2;18.9684810638;12.5;5;26.1235172749;
19;2;26.8187427521;14.5;4;33.1427903175;2;19.8777923584;12.5;5;26.1558350325;
20;2;28.8187427521;14.3000001907;4;33.3486948013;2;19.8850631714;12.5;6;26.1887089014;
21;2;29.0069122314;14.1199998856;4;33.632185936;2;19.8924598694;12.5;7;26.2221269608;
22;2;29.1344833374;13.9580001831;5;33.9855904579;2;19.8999786377;12.5;7;26.2560760975;
23;3;29.2935161591;13.8122005463;3;34.3999056816;2;19.907617569;12.5;7;26.2905418873;
24;3;29.4799575806;13.6809806824;4;34.8648328781;2;19.9153709412;12.5;7;26.3255085945;
25;3;27.3736686707;14.5628824234;4;35.3689670563;3;19.9232387543;12.5;7;26.3609591722;
26;3;26.2780094147;15.4565944672;4;35.9001293182;3;19.9312152863;12.5;7;26.3968753815;
27;4;26.0248413086;16.3609352112;3;36.4458408356;3;19.9392967224;12.5;6;26.4332377911;
28;4;25.9473571777;17.2748413086;3;36.9938802719;3;19.625;12.5;7;26.4700255394;
29;4;25.877620697;18.1973571777;4;37.5328445435;3;19.625;12.5;7;26.5072168112;
30;5;25.8148593903;19.127620697;3;38.0526695251;3;17.625;13.5;7;26.5447884798;
31;5;25.7583732605;20.0648593903;3;38.5450315475;3;16.625;14.5;7;26.5827163458;
32;5;26.70753479;18.0083732605;3;39.0035858154;3;15.625;15.5;7;26.6209751368;
33;5;25.661781311;18.95753479;3;39.4240341187;3;14.625;16.5;7;26.6595385075;
34;5;25.6206035614;19.911781311;3;39.804028511;4;14.0;17.5;6;39.1429184675;
35;5;25.5835418701;20.8706035614;4;40.1429576874;4;15.0;18.5;6;39.8422489166;
36;5;26.5501880646;19.8706035614;4;40.4416379929;4;16.0;19.5;6;41.4903053045;
37;5;27.5201683044;19.8706035614;4;40.7019844055;4;18.0;21.2000007629;5;42.113350153;
38;5;28.4931526184;20.8706035614;4;40.9266757965;4;20.0;22.2210006714;5;42.6805156469;
39;5;29.468837738;21.8706035614;4;41.1188583374;4;21.0;23.2424144745;5;43.1923383474;
40;5;30.4469528198;22.718837738;4;42.2818965912;4;22.0;24.2642364502;5;43.6509684324;
41;5;32.4272575378;23.6969528198;5;42.4045169353;4;23.0;25.2864627838;6;44.0597440004;
42;6;34.4095306396;24.6772575378;6;42.4210400581;5;24.0;26.3090839386;5;44.4227749109;
43;6;34.5935821533;25.659532547;6;42.4431089163;5;25.0;27.3320960999;6;44.7445788383;
44;6;35.0993995667;26.643579483;6;42.4703885317;5;25.4100933075;28.3554897308;6;45.0297875404;
45;6;35.1116752625;27.6292228699;5;42.5025725365;5;25.5051727295;29.3792533875;7;45.1759984493;
46;6;35.126159668;27.6162986755;7;42.5393824577;5;25.5375003815;30.4033794403;7;45.2507817745;
47;6;35.1427230835;27.6046695709;7;42.5805617571;5;26.8357391357;31.4033794403;8;45.325925231;
48;6;35.1612510681;27.594203949;8;42.6258693933;5;27.5375003815;33.4033813477;8;45.4013793468;
49;6;35.1816444397;27.5847816467;9;42.6750830412;5;28.8517971039;35.4033813477;8;46.477093935;
50;6;35.2037887573;27.5763053894;10;42.7279914618;6;30.8599777222;38.4033813477;7;46.6280181408;
51;6;35.227596283;27.5686740875;10;42.7843937874;6;32.5374984741;41.4033813477;9;46.7839192152;
52;6;35.2529792786;27.5618057251;11;42.8440971375;6;33.1624984741;41.5550537109;9;46.9449315071;
53;6;35.2798461914;27.5556259155;12;42.906914711;6;33.1624984741;41.5813522339;10;47.11117661;
54;6;35.3081092834;27.5500640869;13;42.9726655483;6;33.518611908;40.5;10;47.2827612162;
55;7;35.3376998901;27.5450572968;9;54.5676498413;6;33.1624984741;40.5;10;47.4597728252;
56;7;37.0554428101;29.0355548859;8;56.3873643875;6;33.5358963013;38.5;11;47.6422760487;
57;7;38.6493148804;30.417350769;9;57.944132328;7;33.5446357727;37.5;10;48.8303085566;
58;7;39.1372337341;31.7078781128;10;59.2764394283;7;34.1624984741;39.5;10;49.09887743;
59;7;39.5379066467;32.9250450134;10;60.2505311966;7;35.1624984741;40.7437438965;11;49.3777732849;
60;7;39.7920799255;34.0;11;60.9865694046;7;35.5711631775;40.5;11;49.6671152115;
61;7;39.9542922974;35.0;11;61.5014076233;7;35.1624984741;42.5;12;49.9669677019;
62;7;40.0322189331;36.0;12;61.9885983467;8;35.5890426636;42.5;11;50.2773338556;
63;8;39.6999969482;35.0;11;62.4489321709;8;35.1624984741;43.5;11;50.5981483459;
64;8;40.6999969482;36.0;12;62.8836047649;8;35.1624984741;43.8829116821;11;51.9292718172;
65;8;41.6999969482;37.0;12;63.2940762043;8;36.6160049438;43.5;12;52.7548596859;
66;8;42.6999969482;38.0;12;63.6819410324;8;37.7946014404;44.5;12;54.6306375265;
67;8;42.8343276978;39.0;11;64.0488286018;8;38.2591018677;47.0;15;56.2627931833;
68;8;42.8847198486;40.0;11;64.3006463051;9;39.1119194031;47.3899993896;14;57.692522645;
69;8;42.8999977112;40.7202606201;11;65.5027489662;9;38.9303970337;49.6872596741;15;58.8272651434;
70;8;43.8999977112;41.8011016846;10;65.7652487755;9;39.6522674561;48.9097442627;16;59.6705430746;
71;8;44.8999977112;42.8820991516;9;66.0302915573;9;39.2627258301;50.0;17;60.3607046604;
72;8;43.2368888855;44.962928772;9;66.2971295118;10;39.9039230347;49.0;16;61.0780262947;
73;8;39.8999977112;48.0432662964;8;66.5650219917;10;37.46251297;51.0;16;61.8219964504;
74;8;37.8999977112;51.1227874756;9;66.8332468271;10;36.5755500793;52.7848320007;16;63.5917901993;
75;8;35.8999977112;53.8663291931;10;67.101110816;10;36.6976623535;54.8285636902;17;64.4462316036;
76;8;34.6999969482;55.9810180664;10;67.367960453;10;36.8289413452;56.8722267151;18;65.3267188072;
77;8;33.6999969482;58.0956192017;11;67.6331883669;10;34.4000015259;60.8722267151;18;66.2313357592;
78;8;32.6999969482;60.2098999023;11;67.8962395191;10;34.0999984741;64.8722229004;18;67.157715559;
79;8;33.5999984741;59.3236274719;12;68.1566165686;10;34.0999984741;68.8722229004;18;68.1030291319;
80;8;33.5999984741;59.747089386;9;68.4138807058;10;34.0999984741;72.5373687744;19;69.0639885664;
81;8;34.5999984741;59.9023094177;11;68.6676535606;10;34.0999984741;75.5750808716;20;70.0368771553;
82;9;33.5999984741;55.6204948425;10;68.9176146984;10;34.0999984741;77.871887207;20;71.0175894499;
83;9;32.5999984741;56.6204948425;10;69.1634986401;10;34.0999984741;79.9545135498;23;72.0017061234;
