Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;2;9.0;10.3000001907;5;21.0;
7;1;14.0;10.0;4;20.3999996185;2;9.72500038147;10.0;5;21.0299999714;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;9.73174953461;10.0;5;21.4708906412;
9;2;14.7768793106;10.3632001877;3;22.8194274902;2;9.830950737;10.1999998093;5;21.8393678665;
10;2;15.2687425613;10.9097137451;3;23.8616036177;2;9.91385746002;10.3632001877;5;22.1466006041;
11;2;17.268743515;11.3658018112;3;24.7499927282;2;9.98298549652;10.4951858521;5;23.2541460991;
12;2;19.268743515;11.7372808456;3;25.5051221848;2;10.2321834564;11.0209560394;5;24.1846234798;
13;2;20.465719223;12.0336990356;3;26.1508610249;2;12.0086450577;11.4571752548;5;24.9517599344;
14;2;21.5469932556;12.2662630081;3;26.7112461329;2;14.0086450577;11.8107032776;5;25.5757399797;
15;2;22.6371631622;12.446267128;3;27.0402543545;2;16.008644104;12.0916318893;4;26.0792449713;
16;2;23.7368564606;12.5;3;27.2842636108;2;16.7228336334;12.748295784;4;26.4845746756;
17;2;24.846660614;12.5;3;27.5518820286;2;18.0654678345;12.4808797836;4;26.5909943581;
18;2;25.9670906067;12.5;3;27.8440244198;2;19.0808067322;12.5;5;26.6611413956;
19;2;26.5298118591;12.5;4;28.1613030434;2;19.9987564087;12.5;5;26.7332159281;
20;2;26.672586441;12.5;4;28.5039470196;2;20.0149726868;12.5;5;26.8071684837;
21;2;26.8267765045;12.5;4;28.871723175;2;19.625;13.222867012;5;26.8829400539;
22;2;25.25;13.4679307938;4;29.263862133;2;19.625;13.2531757355;5;26.9604618549;
23;3;26.25;12.5;3;29.6789975166;2;20.0661048889;12.5;6;27.039655447;
24;3;27.25;12.5;3;30.1151270866;3;19.625;13.3158626556;5;27.1204328537;
25;3;25.25;13.5;3;30.5695996284;3;20.1020965576;12.5;5;27.2026965618;
26;3;25.25;14.5;3;31.0391392708;3;19.625;13.3810787201;5;27.2863395214;
27;3;25.25;14.9156551361;4;31.5199065208;3;20.1394271851;12.5;5;27.3712463379;
28;3;25.25;15.1079626083;4;32.007601738;3;20.158531189;12.5;5;27.4572930336;
29;3;25.25;15.3030405045;4;32.4976010323;3;18.1778907776;13.5;5;27.5443477631;
30;3;25.25;15.4990406036;4;32.9851250648;3;17.197479248;14.5;5;27.6322715282;
31;3;25.25;15.6940498352;4;33.465420723;3;16.2172603607;15.5;5;27.7209193707;
32;3;25.25;15.8861684799;4;33.9339466095;3;15.2372074127;16.5;5;27.8101406097;
33;3;25.25;16.0735778809;4;35.3865451813;3;14.6322822571;17.5;5;27.899780035;
34;3;26.25;16.6546173096;4;35.8595895767;3;14.6524505615;18.5;5;27.989679575;
35;3;27.25;16.8438358307;5;36.311273098;3;14.6726779938;19.5;5;28.0796785355;
36;3;28.7365322113;19.8438358307;5;36.739307642;3;14.6929273605;20.5;6;28.1696150303;
37;3;29.7555999756;21.9160003662;6;37.1421250105;3;14.7131633759;21.5;6;28.2593274117;
38;3;30.7751979828;23.9160003662;6;37.518851161;3;14.7333488464;22.5;7;28.3486549854;
39;3;31.7953281403;25.9160003662;7;37.8692543507;3;14.7534475327;23.5;7;28.4374394417;
40;4;32.8159866333;27.5;6;38.193662405;3;15.7734241486;25.2000007629;7;29.5255258083;
41;4;33.1871490479;27.5;6;38.4928696156;3;16.7932434082;25.5;7;29.6627640724;
42;4;33.3217926025;27.5;8;38.7680348158;3;17.0491218567;26.5;8;29.8009843826;
43;4;33.4456176758;27.5;8;39.0205839872;3;17.0802211761;27.5;10;29.9400731325;
44;4;33.5592651367;27.5;8;39.2521195412;3;17.1115169525;28.5;9;30.0799194574;
45;4;33.6634521484;27.5;8;39.4643392563;3;17.1429824829;29.5;10;30.2204141617;
46;4;33.7589530945;27.5;8;39.6105561256;3;17.8888492584;28.3889808655;12;30.3614506721;
47;4;33.8247489929;27.5;9;39.6651450396;3;17.206325531;28.5;12;30.5029250383;
48;5;33.8493156433;27.5;8;40.72067523;3;17.2381591797;29.5;12;30.6447354555;
49;5;34.8743057251;28.5;7;40.817101717;3;17.9423980713;28.5;12;30.7867816687;
50;5;33.0999984741;30.5;9;40.9155598879;3;18.9594688416;29.5;12;30.9289659262;
51;5;33.4120025635;32.5;9;41.0159989595;3;19.9761238098;30.5;13;31.0711917877;
52;5;32.4571990967;34.5;9;41.1183617115;3;20.3736763;31.5;13;31.2133641243;
53;5;31.5032634735;36.5;11;41.2225846052;3;22.0;32.5;13;31.3553876877;
54;5;30.7001628876;37.5;11;41.3285973072;3;23.0549621582;32.5;13;31.4971687794;
55;5;30.7478675842;37.7000007629;12;41.8263239861;3;22.6632881165;32.5;13;31.6386119127;
56;7;30.7963447571;37.8560028076;8;56.1038867235;3;22.6776733398;31.8720436096;13;31.7796220779;
57;7;31.7000007629;38.8017654419;9;58.1753704548;3;22.6915836334;30.9274749756;13;31.9201025963;
58;7;34.0510025024;39.26537323;10;59.9724149704;4;22.1020050049;29.5;11;56.0599560738;
59;7;35.3185348511;39.6385650635;10;61.526403904;4;22.1205120087;30.5;11;57.3990831375;
60;7;36.5187683105;39.939239502;11;62.7214463949;6;21.730463028;33.5;9;58.4949812889;
61;7;37.5999984741;40.7538604736;13;63.6436314583;6;21.1584320068;35.5;9;59.3579576015;
62;7;38.5999984741;40.8363113403;13;64.3673348427;6;22.625;36.5;11;60.0096342564;
63;7;39.3499984741;42.8363113403;14;64.9862926006;6;24.625;38.2807312012;11;60.5189521313;
64;7;39.3499984741;44.8363113403;14;65.5509140491;6;23.625;38.0;11;60.7204678059;
65;7;39.3499984741;46.8363113403;15;66.0667645931;6;23.625;37.0;10;60.8096864223;
66;7;39.3499984741;48.8363113403;16;66.5396265984;6;24.0;37.0;11;60.8993241787;
67;7;39.3499984741;50.8363113403;16;66.9190552235;6;25.0;37.5;11;62.989222765;
68;8;39.3499984741;51.3676223755;15;95.1520605087;5;18.0;35.5;11;35.1592214108;
69;8;40.3499984741;52.4608230591;15;96.2271792889;5;21.0;35.5;12;35.3315265179;
70;8;41.3499984741;53.5548706055;15;97.0868520737;5;22.2432670593;36.5;13;35.505979538;
71;8;41.3499984741;54.6495628357;15;97.7775347233;5;23.2527999878;37.5;13;35.6824173927;
72;8;42.3499984741;56.7446899414;15;98.1001124382;5;24.0;38.5;14;35.8606729507;
73;9;43.3499984741;58.840045929;12;98.3385236263;6;25.0;37.5;12;36.0405762196;
74;9;41.3499984741;60.9354095459;13;98.5764248371;6;25.625;37.5;12;36.2219552994;
75;9;41.3499984741;63.0305709839;14;98.8132820129;6;25.625;37.5;13;36.4046366215;
76;9;41.3499984741;65.1253128052;14;99.0485675335;6;25.625;37.5;13;36.5884459019;
77;9;41.3499984741;71.0305709839;14;99.2817666531;6;25.625;37.5;13;37.9428145885;
78;9;41.3499984741;75.0305709839;17;99.5123801231;6;25.8500003815;38.0;15;39.0860850811;
79;9;41.3499984741;79.0305709839;20;100.739928961;6;26.0255012512;38.3899993896;17;40.0520133972;
80;9;43.3499984741;81.0305709839;21;101.043958068;7;26.1592674255;38.6872596741;16;40.8757123947;
81;9;43.3499984741;86.0305709839;21;101.349575639;7;26.2593841553;38.9097442627;16;41.4414050579;
82;9;43.3499984741;91.0305709839;21;101.656625509;7;26.7111034393;39.0;17;41.8321106434;
83;9;44.3499984741;93.0305709839;23;101.964970469;7;26.7323703766;39.0;17;42.227396965;
84;9;43.3499984741;98.0305709839;24;102.274492502;7;26.7543258667;39.0;17;42.6262974739;
85;9;43.3499984741;103.030570984;26;102.585085273;7;24.2999992371;41.0;18;43.0278367996;
86;9;43.3499984741;107.127929688;26;102.89665401;7;23.2999992371;42.1116294861;17;43.4310426712;
