Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;2;12.4499998093;10.0;3;21.0;1;8.0;10.0;5;20.0;
6;2;13.4499998093;10.0;3;21.0599999428;1;9.0;10.0;5;20.0;
7;2;14.4770002365;10.0;3;21.5335636139;1;9.5;10.0;5;20.0;
8;2;14.6901044846;10.1999998093;3;21.9377998114;1;9.5;10.0;5;20.3999996185;
9;2;14.8720092773;10.3632001877;3;23.1372920275;2;9.59000015259;10.5;4;21.7264003754;
10;2;15.411781311;10.9097137451;3;24.1638869047;2;9.88844013214;10.3632001877;4;21.9903717041;
11;2;17.411781311;11.3658018112;3;25.029558897;2;9.94783401489;10.4951858521;4;23.0919120312;
12;2;19.411781311;11.7372808456;3;25.7537147999;2;10.1956806183;11.0209560394;4;24.0163254738;
13;2;20.5775852203;12.0336990356;3;26.3590377569;2;11.9707775116;11.4571752548;4;24.7773565054;
14;2;21.6406726837;12.2662630081;3;26.8683357239;2;13.9707775116;12.1574878693;4;25.395208478;
15;2;22.7078533173;12.446267128;4;27.1343436241;2;15.7228336334;12.4552154541;4;25.8925833702;
16;3;23.7791976929;12.5;3;27.3022236824;2;17.0085773468;12.3113050461;4;26.2918028831;
17;3;24.8547439575;12.5;3;27.4794437885;2;18.0220928192;12.4808797836;4;26.3921557665;
18;3;25.9344921112;12.5;3;27.6659116745;2;19.0360679626;12.5;5;26.4563041925;
19;3;26.4496612549;12.5;3;27.8614320755;2;19.9526691437;12.5;5;26.5224741697;
20;3;26.5376434326;12.5;3;28.0656974316;2;19.9675559998;12.5;5;26.5906432867;
21;3;26.6295642853;12.5;3;28.2782821655;2;19.9828948975;12.5;5;26.6607804298;
22;3;26.725227356;12.5;4;28.4986391068;2;19.9986763;12.5;5;26.7328453064;
23;3;26.8243865967;12.5;4;28.726098299;2;20.0148906708;12.5;5;26.8067884445;
24;3;26.9267444611;12.5;4;28.9598701;2;20.0315284729;12.5;5;26.8825509548;
25;3;27.0319404602;12.5;4;29.1990513802;2;20.0485744476;12.5;6;26.9600640535;
26;4;27.1395721436;12.5;3;29.442636013;2;20.0660133362;12.5;7;27.0392494202;
27;4;27.2491855621;12.5;3;29.6895294189;3;20.0838317871;12.5;6;27.120018959;
28;4;27.36028862;12.5;3;29.938565731;3;20.1020050049;12.5;6;27.2022752762;
29;4;27.4723548889;12.5;4;30.1885280609;3;18.1205120087;13.5;6;27.2859115601;
30;5;27.5848388672;12.5;3;30.4381728172;3;17.1393299103;14.5;7;27.3708124161;
31;5;27.697177887;12.5;3;30.6862530708;3;16.1584320068;15.5;8;27.4568536282;
32;5;27.8088150024;12.5;3;30.9315438271;3;15.1777915955;16.5;8;27.5439035892;
33;5;27.9191951752;12.5;3;31.1728658676;3;14.5723781586;17.5;9;27.6318233013;
34;5;28.0277900696;12.5;3;31.4091095924;3;14.5921602249;18.5;9;27.7204678059;
35;5;28.1340999603;12.5;3;31.6392536163;3;14.6121053696;19.5;10;27.8096864223;
36;5;28.237663269;14.5;3;32.8623819351;3;14.6321792603;20.5;10;27.8993241787;
