Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;2;8.0;11.3000001907;5;21.0;
5;1;12.0;10.0;5;20.0;2;8.14999961853;10.0;5;21.0900000334;
6;1;13.0;10.0;5;20.0;2;9.24524974823;10.0;5;21.1871190071;
7;1;14.0;10.0;5;20.3999996185;2;9.76710128784;10.0;5;21.2917383909;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;9.79064083099;10.0;5;21.817143321;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;9.90885734558;10.1999998093;5;22.2793469429;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;10.0128526688;10.3632001877;5;22.6900259256;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;10.1052560806;10.4951858521;4;23.9506295919;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;10.3888921738;11.0209560394;4;25.0538563728;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;12.2042226791;11.4571752548;4;26.0146684647;
14;1;18.8187427521;12.2662630081;6;24.892534256;2;14.2042226791;11.8107032776;4;26.8543052673;
15;1;19.8187427521;12.446267128;6;25.0;2;16.2042217255;12.0916318893;4;27.5962526798;
16;1;20.8187427521;12.5;6;25.0;2;17.3919029236;12.3113050461;4;28.2632865906;
17;1;21.8187427521;12.5;6;25.0;2;18.4656772614;12.4808797836;4;28.6547400951;
18;1;22.8187427521;12.5;6;25.0;2;19.5451507568;12.5;5;29.0328326225;
19;1;23.25;12.5;7;25.0;2;20.5323867798;12.5;5;29.4347915649;
20;1;23.25;12.5;7;25.0;2;19.625;13.5;5;29.8589887619;
21;1;23.25;12.5;7;25.0;3;20.625;12.5;4;30.3031497002;
22;1;23.25;12.5;7;25.0;3;20.8182086945;12.5;5;30.7643566132;
23;1;23.25;12.5;7;25.0;3;20.9219799042;12.5;5;31.2390885353;
24;1;23.25;12.5;7;25.0;3;21.0287952423;12.5;5;31.7232985497;
25;1;23.25;12.5;7;25.0;3;21.1377410889;12.5;5;32.2125329971;
26;1;23.25;12.5;8;25.0;3;21.2478199005;12.5;5;32.7020812035;
27;1;23.25;12.5;5;25.0;3;21.3579673767;12.5;5;33.1871519089;
28;1;23.25;12.5;4;25.0;3;19.625;13.5;6;34.6630582809;
29;1;23.25;12.5;4;25.0;3;18.625;15.5;6;35.185400486;
30;1;23.25;12.5;4;25.0;3;18.625;17.5;6;35.6931915283;
31;1;23.25;12.5;4;25.0;3;17.8776664734;19.5;6;36.1831282377;
32;1;23.25;12.5;4;25.0;3;16.8925170898;21.5;6;36.6525688171;
33;1;23.25;12.5;4;25.0;3;16.2830619812;23.5;6;37.0995775461;
34;1;23.25;12.5;3;25.0;3;16.2993144989;25.5;7;37.5229252577;
35;1;23.25;12.5;3;25.0;3;16.3162841797;27.2820491791;7;37.9220499992;
36;1;23.25;12.5;4;25.0;3;16.333978653;28.5063896179;7;38.2969895601;
37;1;23.25;12.5;5;25.0;3;16.352399826;29.7115364075;7;38.6482927799;
38;1;23.25;12.5;6;25.0;3;16.371547699;30.8978748322;7;38.9769200087;
39;1;23.25;13.5;6;25.0;3;16.3914222717;32.0660858154;7;39.284142375;
40;1;23.25;14.5;5;25.0;3;16.4120121002;33.2170829773;7;39.5714421272;
41;1;23.25;15.5;6;25.0;3;17.0;32.351940155;9;39.8404300213;
42;1;23.25;16.5;6;25.0;3;16.4552955627;32.4718284607;10;40.092767477;
43;1;23.25;17.5;6;25.0;3;16.4779529572;33.5779724121;11;40.2278065681;
44;1;23.25;17.5;6;25.0;3;17.5012569427;32.5779724121;11;40.3341217041;
45;1;23.25;17.5;6;25.0;3;16.525177002;34.5779724121;12;40.4430289268;
46;1;23.25;17.5;6;25.0;3;17.5496826172;33.5779724121;12;40.5543570518;
47;1;23.25;17.5;6;25.0;3;18.5747299194;33.5779724121;13;40.667914629;
48;1;23.25;17.5;6;25.0;4;20.9249992371;33.5;14;41.7834908962;
49;1;23.25;17.5;6;25.0;4;22.9249992371;34.5;14;42.0608569384;
50;1;23.25;17.5;7;25.0;4;23.9249992371;35.5;15;44.2785545588;
51;1;23.25;17.5;7;25.0;4;25.7540817261;36.5;17;46.2234227657;
52;1;23.25;17.5;8;25.0;4;26.9228572845;37.5;17;47.9324060678;
53;1;23.25;17.5;8;25.0;4;28.083896637;36.5;18;49.450373888;
54;1;23.25;17.5;8;25.0;4;28.6612625122;35.5;19;50.8222324848;
55;2;24.25;18.5;7;26.0;4;28.900478363;34.5;19;51.8238222599;
56;2;25.25;19.5;5;26.0399999619;4;29.0476665497;34.5;18;52.8025369644;
57;2;25.25;20.5;6;26.0811839104;4;29.1804046631;34.5;18;53.7977318764;
58;2;25.25;21.5;6;26.1235535145;4;29.3070831299;34.5;18;54.7747030258;
59;2;25.25;22.5;6;26.1671074629;4;29.4196033478;34.5;18;55.6559743881;
60;2;25.25;22.9668426514;6;26.211841464;4;29.5004673004;34.5;18;56.5817513466;
61;2;25.25;22.9847373962;6;26.2577478886;4;29.5814380646;34.5;20;57.5470042229;
62;1;23.25;17.5;6;25.0;6;29.6619338989;34.5;18;59.8028533459;
63;1;23.25;17.5;7;25.0;6;30.7413806915;35.5;18;60.8726599216;
64;1;23.25;17.5;7;25.0;6;31.8192272186;36.5;19;61.9585931301;
65;1;23.25;17.5;7;26.0;6;31.8949604034;37.5;19;63.0498102903;
66;1;23.7000007629;18.0;7;26.7800006866;6;31.9681224823;38.5;19;64.1347101927;
67;1;24.0510005951;18.3899993896;8;27.3745174408;6;32.0383148193;39.5;19;65.2014622688;
68;1;24.3185329437;18.6872596741;8;27.8194847107;6;32.1052093506;39.5;19;66.2386045456;
69;1;24.5187683105;18.9097423553;8;28.0;7;32.1685600281;39.5;16;67.2356286049;
70;1;24.5999984741;19.0;9;28.0;7;32.2281799316;39.5;15;69.1835118532;
71;1;24.5999984741;19.0;9;28.0;7;34.2839660645;40.5;15;72.4006839991;
72;1;24.5999984741;19.0;11;28.0;7;36.7912406921;42.0800018311;16;72.9340766668;
73;1;24.5999984741;19.0;11;28.0;8;37.9432525635;42.9720001221;15;73.4513550997;
74;1;24.5999984741;19.0;11;28.0;8;38.0897979736;43.8748016357;15;73.94156003;
75;1;24.5999984741;19.0;11;28.0;8;38.1779975891;44.7873191833;16;75.3974415064;
76;1;24.5999984741;19.0;11;28.0;8;36.3471221924;45.7085876465;16;75.7151632309;
77;1;24.5999984741;19.0;9;28.0;8;35.007724762;47.4698257446;15;76.0037489533;
78;1;24.5999984741;19.0;8;28.0;9;34.6603355408;48.140953064;14;76.2634352446;
79;1;24.5999984741;19.0;8;28.0;9;34.6219367981;48.5165596008;14;76.4960936904;
80;1;24.5999984741;19.0;9;28.0;9;34.7358818054;49.4649047852;15;76.7046035528;
81;1;24.5999984741;19.0;5;28.0;9;35.691696167;47.4184112549;15;76.8923586607;
82;1;24.5999984741;19.0;4;28.0;9;36.6528282166;46.3765716553;16;77.0029805899;
83;1;24.5999984741;19.0;4;28.0;9;37.6187477112;45.3389129639;16;76.989829123;
84;1;24.5999984741;19.0;5;28.0;9;38.5889816284;44.3050231934;16;76.9952087998;
85;1;24.5999984741;19.0;5;28.0;9;38.6131134033;44.274520874;16;77.0171351135;
86;1;24.5999984741;19.0;5;28.0;9;38.5907440186;44.2470703125;17;77.0537823439;
87;1;24.5999984741;19.0;6;28.0;9;38.5715332031;44.2223625183;17;77.1034676433;
88;1;24.5999984741;19.0;6;28.0;9;38.5551719666;44.2001266479;17;77.1646357179;
89;1;24.5999984741;19.0;6;28.0;9;38.5413742065;44.1801147461;18;77.2358570546;
90;1;24.5999984741;19.0;7;28.0;9;38.5298881531;44.1621017456;19;77.3158079386;
91;1;24.5999984741;19.0;7;28.0;9;34.5277748108;46.1621017456;19;77.4032690525;
92;1;24.5999984741;19.0;7;28.0;9;32.5274353027;47.1313018799;19;77.4971173257;
93;1;24.5999984741;19.0;8;28.0;9;30.2559623718;50.1181716919;19;77.5963178873;
