Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;2;7.0;14.3000001907;3;21.0;
2;1;11.0;10.0;5;20.0;2;9.0;13.0;3;21.1200000048;
3;1;11.0;10.0;5;20.0;2;11.0;12.0;3;21.2530560493;
4;1;11.0;10.0;5;20.0;2;11.1879587173;11.0;3;21.4002518654;
5;1;12.0;10.0;5;20.0;2;12.3150568008;10.0;3;21.5626775026;
6;2;14.0;10.0;4;21.0;2;12.8516025543;10.0;3;21.7414059639;
7;2;16.0;10.0;4;21.3999996185;2;12.8918161392;10.0;3;22.3548774719;
8;2;17.1800003052;10.1999998093;4;21.7264003754;2;13.0298480988;10.1999998093;2;22.9167456627;
9;2;17.7768802643;10.3632001877;4;22.8694274426;2;13.1562671661;10.3632001877;2;24.356058836;
10;2;18.2912425995;10.9097137451;4;23.8335785866;2;13.4801139832;10.9097137451;2;25.6604835987;
11;2;20.2912425995;11.3658018112;4;24.6305116415;2;13.7736091614;11.3658018112;2;26.844856739;
12;2;22.2912425995;11.7372808456;4;25.2793427706;2;15.7736091614;11.7372808456;3;27.9307572842;
13;2;23.3641166687;12.0336990356;5;25.8024992943;2;17.7736091614;12.0336990356;3;28.9420342445;
14;2;24.3902301788;12.2662630081;5;26.2225775719;2;19.1067504883;12.2662630081;3;29.9013161659;
15;2;25.417263031;12.446267128;5;26.3921557665;2;20.2415866852;12.446267128;5;30.6594839096;
16;2;26.4452133179;12.5;5;26.4563041925;2;21.3879947662;12.5;5;31.3578934669;
17;2;27.4740791321;12.5;5;26.5224741697;2;22.545135498;12.5;6;32.0980863571;
18;2;28.5038566589;12.5;5;26.5906432867;2;23.711681366;12.5;6;32.8719134331;
19;2;28.9657897949;12.5;5;26.6607804298;2;24.3961791992;12.5;6;33.6691875458;
20;2;28.9973506927;12.5;5;26.7328453064;2;24.5755672455;12.5;6;34.4780931473;
21;2;29.0297813416;12.5;6;26.8067884445;2;24.7575721741;12.5;8;35.2858076096;
22;2;29.0630550385;12.5;6;26.8825509548;2;24.9393062592;12.5;8;36.0792741776;
23;2;29.0971488953;12.5;6;26.9600640535;2;25.1178359985;12.5;8;36.8460407257;
