Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;6;20.3999996185;1;9.5;10.0;5;20.0;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;9.5;10.0;5;20.3999996185;
9;1;14.3268795013;10.3632001877;6;21.8194274902;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.2687425613;10.9097137451;5;23.7316036224;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;17.268743515;11.3658018112;5;24.5045616627;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;19.268743515;11.7372808456;5;25.1279890537;2;9.95943069458;11.3209562302;4;23.9143505096;
13;2;20.2960090637;12.0336990356;5;25.6242921352;2;11.9478340149;11.4571752548;4;24.7114065886;
14;2;20.5309314728;12.2662630081;5;26.0160515308;2;13.9478340149;11.8107032776;4;25.3703827858;
15;2;20.7072238922;12.446267128;5;26.1558350325;2;15.9478340149;12.0916318893;3;25.9143484831;
16;2;20.7701263428;12.5;5;26.1887089014;2;17.0134754181;12.3113050461;3;26.3659858704;
17;2;22.7365608215;12.5;5;26.2221269608;2;18.0387840271;12.4808797836;3;26.5249304771;
18;2;23.7515983582;12.5;5;26.2560760975;2;18.7228336334;12.5;3;26.6541694403;
19;2;24.7668762207;12.5;5;26.2905418873;2;19.625;12.5;3;26.7922235727;
20;2;25.7823848724;12.5;5;26.3255085945;2;19.625;12.5;3;26.9393253326;
21;2;25.8464794159;12.5;7;26.3609591722;2;19.625;12.5;6;27.0956480503;
22;2;25.8624305725;12.5;7;26.3968753815;3;19.625;12.5;3;56.011295557;
23;2;25.8785934448;12.5;7;26.4332377911;3;18.625;13.5;3;58.1987912655;
24;2;25.8949565887;12.5;7;26.4700255394;3;18.625;14.5;5;59.9173440933;
25;2;25.9115104675;12.5;7;26.5072168112;3;18.625;15.5;5;61.2260072231;
26;2;25.9282474518;12.5;9;26.5447884798;3;18.625;16.5;6;62.2093737125;
27;2;25.9451541901;12.5;9;26.5827163458;3;19.0;17.5;7;62.9523317814;
28;2;25.962223053;12.5;9;26.6209751368;3;20.0;18.5;7;63.195360899;
29;2;25.9794387817;12.5;9;26.6595385075;3;21.0;19.5;7;63.4211919308;
30;2;25.9967918396;12.5;9;26.6983793974;4;22.0;20.5;7;63.6535346508;
31;2;26.0142707825;12.5;10;26.7374696732;5;23.0;21.5;6;92.641512394;
32;3;26.0318603516;12.5;8;44.0267804861;5;25.0;23.5;6;94.8966431618;
33;3;27.0495510101;13.5;8;44.9287815094;5;27.0;25.5;6;96.6771292686;
34;3;28.0673274994;14.5;8;45.717848897;5;28.0;27.5;7;98.0410428047;
35;4;28.0851745605;15.5;7;46.3967005014;5;28.4249992371;29.5;7;99.0720510483;
36;4;28.1030807495;16.5;7;46.9726806879;5;28.4249992371;31.5;8;99.8541994095;
37;4;28.1210327148;19.5;7;47.4560482502;5;28.4249992371;33.5;8;101.127236843;
38;4;28.1390151978;22.5;8;47.8584518433;5;29.4249992371;36.2000007629;8;101.413302422;
39;4;28.1570110321;25.5;8;48.1917347908;5;30.4249992371;38.2280006409;10;101.696859837;
40;4;28.1750106812;28.5;8;48.3455479145;6;31.4249992371;37.2568283081;9;101.976782084;
41;4;28.1929969788;31.5;9;48.385456562;6;30.4249992371;38.5;10;102.252023578;
42;5;28.2109565735;32.5;8;48.42527318;6;31.4249992371;40.5;11;102.521637797;
43;5;28.2288722992;33.5;8;48.4649660587;6;32.4249992371;43.5;11;102.784790754;
44;5;28.2467346191;34.5;8;48.5045039654;6;33.4249992371;46.5;12;103.040769815;
45;5;28.2645263672;35.5;8;48.543856144;7;34.4249992371;49.5;9;114.788990259;
46;5;28.2822341919;36.5;8;49.5829925537;7;36.4249992371;54.5;9;116.48899591;
47;5;29.2998466492;38.5;9;49.8218836784;7;39.4249992371;58.4816627502;11;117.173840642;
48;5;30.3173484802;40.5;9;51.0981007814;7;42.4249992371;58.5169792175;12;117.813080549;
49;5;32.3347244263;40.5;9;51.4576445818;8;42.4249992371;61.5530548096;11;118.406799078;
50;5;34.8676147461;41.5;10;51.8682243824;8;43.4249992371;64.5898666382;12;118.956025839;
51;6;32.3690605164;44.5;9;52.3367397785;8;45.4249992371;64.6273880005;13;119.462540627;
52;6;32.3859939575;47.5;10;52.8702067137;8;44.8499984741;66.6656036377;14;119.928676963;
53;6;32.4027557373;50.5;10;53.4753807783;8;44.8499984741;68.7044677734;14;120.357136011;
54;6;32.4193344116;52.4964294434;11;54.1582345963;8;50.018737793;70.2439727783;16;120.75082767;
55;7;32.4357223511;53.9397506714;10;54.9232895374;8;53.4750823975;71.2840652466;16;122.090556264;
56;7;32.4519119263;55.440700531;11;55.7728209496;8;57.509059906;71.3247070312;18;122.306762815;
57;7;33.4678840637;54.0008773804;11;56.7059999704;9;58.9776802063;74.3658752441;18;122.432293296;
58;8;32.4836387634;55.6197280884;10;59.8229035139;9;60.0932350159;74.4075164795;18;122.559490919;
59;8;32.9615020752;57.2442703247;10;62.7089673281;9;59.1059532166;77.4495925903;20;122.688262701;
60;8;33.3402137756;60.3337478638;10;65.3979942799;9;59.1188316345;82.4920501709;20;122.818510413;
61;8;33.6352729797;62.6715965271;10;68.9159882069;9;60.5728645325;82.3439331055;24;122.950130939;
62;8;35.8628158569;62.938167572;14;71.1726491451;9;59.1450157166;85.5779418945;24;129.054789901;
63;8;36.3822097778;65.1605453491;14;72.9727830887;9;61.5288200378;87.6528320312;25;133.554990053;
64;9;35.997882843;69.1213684082;14;75.684440136;10;62.9007720947;90.3916625977;25;137.786640882;
65;9;38.0243530273;70.1701660156;15;77.3737624884;11;64.8359603882;91.9107971191;24;140.074803114;
66;9;38.0504875183;73.1605453491;17;78.9414587021;11;65.9014816284;96.8762817383;25;140.893162847;
67;9;38.0762557983;78.0289916992;18;80.3646047115;12;66.6360015869;99.1210861206;25;141.422887087;
68;11;40.1016387939;75.2307128906;17;81.633715868;13;65.142288208;99.3775177002;25;141.845444202;
69;12;38.1266136169;79.2687988281;16;82.7512228489;13;63.1845436096;103.534851074;25;142.169436693;
70;12;38.1511535645;83.2718811035;17;84.7284365892;13;62.2169456482;106.037986755;26;142.500017524;
71;12;39.1752433777;87.3735580444;18;85.6220415831;14;62.25;108.534851074;21;143.836800098;
72;12;40.1988639832;93.3977432251;17;86.4121441841;14;62.2836761475;113.534851074;22;144.154365063;
73;13;40.2220001221;98.4652328491;16;87.1175552607;14;63.8687667847;119.534851074;20;144.479762852;
74;13;41.2446327209;99.8783569336;17;87.5711512566;14;64.4479751587;122.534851074;21;145.812265873;
75;13;40.2667579651;104.012054443;20;87.9593086243;14;63.4812240601;129.534851074;22;146.211144984;
76;14;41.2883605957;104.149291992;19;89.3538028002;14;63.5151138306;136.534851074;23;146.61863488;
77;14;42.3094329834;107.133583069;21;90.0541698933;14;63.6618614197;140.534851074;23;147.034073591;
78;15;42.3299674988;112.194763184;20;90.8460026979;14;61.7034072876;148.534851074;23;147.456792057;
79;15;43.3499603271;114.256011963;20;91.7508136034;15;62.745677948;153.534851074;25;147.886113942;
80;15;43.3694076538;116.317184448;21;92.793962121;15;64.7886123657;151.398864746;25;148.321353793;
81;16;42.3883018494;120.874488831;23;93.9893729687;15;64.8321380615;158.373397827;26;148.761820316;
82;16;43.3999977112;120.985168457;23;96.3576643467;15;65.8761825562;161.919830322;26;149.206814289;
83;16;44.3999977112;122.095924377;23;98.0444678068;15;66.9206771851;164.10546875;26;149.655630589;
84;16;44.3999977112;126.206558228;23;100.9908849;15;67.9655609131;166.288223267;28;150.107558846;
85;17;47.3999977112;125.316864014;23;103.268972993;14;69.0107498169;168.467834473;30;151.561883688;
86;17;48.3999977112;130.062088013;22;105.813445091;14;71.0561828613;172.044036865;31;152.08538723;
