Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;4;20.3999996185;2;10.5;10.3000001907;5;21.0;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;11.5;10.0;5;21.3999996185;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;12.5900001526;10.1999998093;5;21.7264003754;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;12.8884391785;10.3632001877;5;21.9903717041;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;12.9478340149;10.4951858521;5;23.0719120502;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;13.1911811829;11.0209560394;5;23.9749414921;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;15.9545841217;11.4571752548;5;24.7131726742;
14;1;18.8187427521;12.2662630081;5;24.892534256;2;17.9545841217;11.8107032776;5;25.3067810535;
15;1;19.8187427521;12.446267128;5;25.0;2;18.7228336334;12.4286870956;5;25.7784451246;
16;1;20.8187427521;12.5;5;25.0;2;19.9828968048;12.3113050461;5;26.1504684687;
17;1;21.8187427521;12.5;5;25.0;2;20.7228336334;12.8374919891;5;26.2221269608;
18;1;22.8187427521;12.5;5;25.0;2;21.9978122711;12.5;6;26.2560760975;
19;1;23.25;12.5;6;25.0;2;22.625;12.8768224716;6;26.2905418873;
20;1;23.25;12.5;6;25.0;2;22.625;13.0162162781;6;26.3255085945;
21;1;23.25;12.5;6;25.0;2;22.9232406616;12.5;6;26.3609591722;
22;1;23.25;12.5;6;25.0;3;22.625;13.0443840027;5;26.3968753815;
23;1;23.25;12.5;6;25.0;3;22.625;12.5;6;26.4332377911;
24;1;23.25;12.5;6;25.0;4;22.625;13.0732955933;5;26.4700255394;
25;1;23.25;12.5;6;25.0;4;22.625;13.0880098343;5;26.5072168112;
26;1;23.25;12.5;7;25.0;4;22.625;13.1028871536;5;26.5447884798;
27;1;23.25;12.5;7;25.0;4;20.9725761414;13.5;5;26.5827163458;
28;1;23.25;12.5;7;25.0;4;19.9811115265;14.5;5;26.6209751368;
29;1;23.25;12.5;7;25.0;4;18.9897193909;15.5;5;27.6595385075;
30;1;23.25;12.5;7;25.0;4;18.9983959198;16.5;5;27.7483793497;
31;1;23.25;12.5;7;25.0;4;19.3821353912;17.5;5;27.8394446373;
32;1;23.25;12.5;7;25.0;4;19.638874054;18.5;5;27.9327304363;
33;1;23.25;12.5;7;25.0;4;19.6598644257;19.5;6;28.0282269716;
34;1;23.25;12.5;7;25.0;4;19.681350708;20.5;6;28.1259180307;
35;1;23.25;12.5;7;25.0;4;19.7033309937;21.5;6;28.2257806063;
36;1;23.25;12.5;8;25.0;4;19.7257995605;22.5;6;28.3277842999;
37;1;23.25;12.5;8;25.0;4;19.748752594;23.5;7;28.4318913221;
38;1;23.25;12.5;8;25.0;5;19.7721748352;24.5;6;28.5380553007;
39;1;23.25;13.5;8;25.0;5;19.3425559998;25.5;6;28.6462219954;
40;1;23.25;14.5;9;25.0;5;19.820400238;26.5;6;28.7563283443;
41;1;23.25;15.5;9;25.0;5;19.8451728821;27.5;6;28.8683018684;
42;1;23.25;16.5;10;25.0;5;19.8703689575;28.5;7;28.9820616245;
43;1;23.25;17.5;10;25.0;5;20.4065284729;28.5;7;29.0975170135;
44;1;23.25;17.5;10;25.0;5;21.0;29.5;7;29.2145680189;
45;1;23.25;17.5;10;25.0;5;22.0;30.5;8;29.3331055641;
46;1;23.25;17.5;10;25.0;5;23.0;31.5;10;29.4530115128;
47;1;23.25;17.5;10;25.0;5;24.4770050049;32.5;10;29.5741589069;
48;1;23.25;17.5;10;25.0;5;25.1205120087;32.5;10;29.6964123249;
49;1;23.25;17.5;10;25.0;5;25.1393299103;32.1873512268;12;29.8196280003;
50;1;23.25;17.5;10;25.0;5;25.1584320068;31.2141704559;12;29.9436547756;
51;1;23.25;17.5;11;25.0;5;24.625;31.2407608032;12;30.0683350563;
52;1;23.25;17.5;11;25.0;5;24.625;31.0478343964;14;30.1935045719;
53;1;23.25;17.5;11;25.0;6;25.2013778687;29.3422775269;13;30.3189942837;
54;1;23.25;17.5;12;25.0;6;24.625;28.5;13;30.4446306229;
55;1;23.25;17.5;12;25.0;6;25.8500423431;27.5;14;30.5702369213;
56;1;23.25;17.5;12;25.0;6;25.8783035278;27.5;14;30.6956343651;
57;1;23.25;17.5;13;25.0;6;24.625;29.5;15;30.8206429482;
58;1;23.25;17.5;13;25.0;6;25.2418193817;29.5;15;30.9450831413;
59;1;23.25;17.5;13;25.0;6;25.962644577;27.5;15;32.0687763691;
60;1;23.25;17.5;13;25.0;6;25.625;30.5;16;32.3215469122;
61;1;23.25;17.5;14;25.0;6;27.3783454895;31.4903411865;18;32.5886532068;
62;1;23.25;17.5;14;25.0;7;26.9119720459;33.5133628845;15;45.6213588715;
63;1;23.25;17.5;15;25.0;7;28.7416305542;34.535987854;15;46.558457613;
64;1;23.25;17.5;15;25.0;7;29.286567688;35.535987854;16;47.4602736235;
65;1;23.25;17.5;15;26.0;7;30.2935791016;38.5;16;48.3233883381;
66;1;23.7000007629;18.0;16;26.7800006866;7;32.6103897095;36.5;17;49.1225683689;
67;2;25.0510005951;19.3899993896;15;28.3745174408;7;33.6841583252;37.5;18;49.8887341022;
68;2;26.3185329437;20.6872596741;15;29.0594847202;8;32.2249679565;38.5;18;74.6254680157;
69;3;26.5187683105;21.9097423553;14;30.7953013182;9;33.7508239746;39.5;17;78.931746006;
70;3;27.1673049927;23.6303386688;14;32.2495571375;9;35.960144043;41.0;18;82.6187930107;
71;3;27.6596717834;25.1774139404;14;33.4902760983;9;36.5987701416;43.3899993896;18;85.7180655003;
72;4;29.0209941864;26.5788822174;13;35.5929973125;9;37.6803474426;42.6872596741;18;88.3042695522;
73;5;30.2792930603;27.8658828735;12;36.5846751928;9;38.0218429565;43.9097442627;17;90.3231642246;
74;5;30.8905010223;29.0;13;37.4333353043;9;38.3000946045;45.0;17;91.9235897064;
75;5;30.9342041016;30.0;12;38.4192050695;9;35.3328781128;49.0;18;94.0666005611;
76;5;30.9812831879;31.0;12;39.5506505966;9;37.3499984741;52.0;18;95.0231984854;
77;5;30.4000015259;31.0;12;40.8301753998;9;38.1282348633;53.0;13;96.0015678406;
78;5;30.4000015259;31.0;13;41.8063117266;9;36.3499984741;55.0;13;96.994379282;
79;5;30.2200012207;30.7999992371;14;42.9432657957;10;36.3499984741;59.0;13;97.9937030077;
80;5;28.2200012207;32.7999992371;14;44.2095965147;10;36.1635017395;57.0;13;98.9913721085;
81;5;29.2200012207;32.4580001831;13;45.5637567043;10;35.3499984741;58.0;13;99.9793809652;
82;5;29.7809810638;33.3122024536;13;47.9568641186;10;33.3499984741;62.0;13;100.950278044;
83;5;29.6628818512;35.1809806824;13;49.2374247313;10;35.6253700256;60.0;14;101.897515535;
84;5;29.5565948486;37.0628814697;13;50.4671452641;10;35.3499984741;64.0;16;102.815716028;
85;5;29.4609355927;38.9565963745;12;51.6054195166;10;36.3499984741;67.585395813;16;103.700823545;
86;5;29.3748416901;40.8609352112;12;53.6242031455;10;37.3499984741;71.4527435303;16;104.550144672;
87;5;30.2973556519;43.7748413086;11;54.5292423964;10;37.3499984741;72.7589263916;16;105.362280369;
88;5;31.2276229858;45.992603302;8;55.299033165;11;38.8976745605;70.7589263916;20;106.11341548;
89;4;29.1648597717;44.8933410645;8;54.8809405565;12;38.9542884827;72.0;20;107.852235556;
90;4;29.108373642;45.8040084839;8;55.3896401525;12;39.25;75.0;21;108.537032485;
91;4;29.0575351715;46.7236061096;8;55.8019052148;12;40.25;78.0;22;109.189590812;
92;4;27.0575351715;46.7236061096;8;56.1351011693;12;40.25;81.0;22;109.811919451;
93;4;28.0575351715;45.6270141602;9;56.2555420399;12;40.25;85.0;24;110.403850913;
