Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;6;20.0;2;9.0;10.3000001907;5;21.0;
7;1;14.0;10.0;6;20.3999996185;2;9.72500038147;10.0;5;21.0900000334;
8;2;14.6300001144;10.1999998093;5;21.7264003754;2;9.74524974823;10.0;5;21.5980186462;
9;2;14.7768793106;10.3632001877;5;22.8594274521;2;9.85955429077;10.1999998093;5;22.0418490171;
10;2;15.2867431641;10.9097137451;5;23.8127875328;2;9.95941543579;10.3632001877;5;22.4332156181;
11;2;17.2867431641;11.3658018112;5;24.5981152058;2;10.0474739075;10.4951858521;5;23.6659361124;
12;2;19.2867431641;11.7372808456;5;25.2345055342;2;10.3248357773;11.0209560394;5;24.7393633127;
13;2;20.3439407349;12.0336990356;5;25.7443674803;2;12.1334619522;11.4571752548;5;25.6686143875;
14;2;20.5849647522;12.2662630081;5;26.1502821445;2;14.1334609985;11.8107032776;5;26.4751701355;
15;2;20.7676277161;12.446267128;5;26.3048160076;2;16.1334609985;12.0916318893;5;27.1828548908;
16;2;20.8371677399;12.5;5;26.3530313969;2;17.2988891602;12.3113050461;5;27.8148901463;
17;2;22.8105049133;12.5;5;26.4023760557;2;18.3647880554;12.4808797836;5;28.1711652279;
18;2;23.8327102661;12.5;5;26.4528282881;2;18.7228336334;13.4513492584;6;28.5145654678;
19;2;24.8554134369;12.5;6;26.5043625832;2;19.625;13.5543699265;6;28.8830828667;
20;2;25.8786048889;12.5;6;26.5569496155;2;20.4986934662;12.5;6;29.2759313583;
21;2;25.9506263733;12.5;6;26.6105561256;3;19.625;13.5;5;29.6917257309;
22;2;25.9747505188;12.5;6;26.6651450396;3;19.625;12.5;6;30.1284441948;
23;2;25.9993152618;12.5;6;26.72067523;3;20.625;12.5;6;30.5834169388;
24;2;26.0243034363;12.5;6;26.7771017551;3;20.881269455;12.5;6;31.0533499718;
25;3;26.0496959686;12.5;5;26.8343759775;3;20.9870033264;12.5;6;31.5343885422;
26;3;25.25;12.5;6;26.8924454451;3;19.625;13.5;6;32.0222206116;
27;3;26.101600647;12.5;6;26.9512542486;3;19.625;14.5;6;32.5122156143;
28;3;26.1280651093;12.5;6;27.0107431412;3;20.625;12.5;6;33.9995918274;
29;3;26.1548347473;12.5;6;27.0708494186;3;18.625;14.5;6;34.4795999527;
30;3;25.25;13.3283395767;6;27.1315076351;3;18.625;16.5;7;34.9477081299;
31;3;25.25;13.3526029587;6;27.1926498413;3;17.8500003815;18.5;7;35.399772644;
32;3;25.25;13.3770599365;6;27.2542052269;3;16.8500003815;20.5;7;35.8321838379;
33;3;25.25;13.4016819;7;27.3161010742;3;16.2250003815;22.5;7;36.2419710159;
34;4;25.25;13.426440239;5;28.3782629967;3;16.2250003815;24.5;6;36.6268672943;
35;4;26.25;13.4513053894;5;28.4606146812;3;16.2250003815;26.5;6;36.9853258133;
36;4;27.25;13.8842458725;5;28.5432753563;3;16.2250003815;28.1897277832;7;37.3164978027;
37;4;27.71808815;16.8842468262;5;28.6261612177;3;16.2250003815;29.4215488434;7;37.6201763153;
38;4;27.7272624969;19.8842468262;9;28.7091873884;3;16.2250003815;30.6341228485;8;37.8967161179;
39;5;27.7365188599;22.8842468262;5;43.7922689915;3;16.2250003815;31.8277015686;8;38.1469373703;
40;5;28.7458534241;26.8842468262;6;44.6253217459;3;16.2250003815;33.0028572083;9;38.3720273972;
41;5;30.7552642822;29.5;6;45.3776359558;3;16.2250003815;34.1604194641;9;38.5734405518;
42;5;31.0312175751;30.5;5;46.0482950211;3;16.2250003815;35.3014068604;11;38.7528085709;
43;5;31.0684509277;31.5;6;46.6397404671;3;16.2250003815;36.4269638062;11;38.911860466;
44;5;31.1055603027;32.5;7;47.1569048166;3;16.2250003815;37.5383033752;12;39.0;
45;5;31.1425113678;33.5;7;47.6063400507;3;17.0;37.4383010864;13;39.0;
46;5;31.1792621613;34.5;7;47.9954283237;3;17.2250003815;35.5383033752;14;39.0;
47;5;31.2157840729;35.5;7;48.3317488432;3;17.0;35.4383010864;15;39.0;
48;5;31.2520446777;36.5;8;48.5289068222;3;18.0;35.4383010864;16;39.0;
49;5;31.2880077362;37.5;8;48.6081060171;3;19.9249992371;34.4000015259;17;39.0;
50;5;31.3236465454;38.5;9;48.6865199804;3;20.9249992371;34.4000015259;17;39.0;
51;5;31.3589344025;39.5;8;48.7640889883;3;21.9249992371;34.4000015259;16;39.0;
52;5;31.3938407898;40.5;9;48.8407564163;3;22.9249992371;34.4000015259;17;39.0;
53;5;31.4283409119;41.5;9;48.91647017;3;23.9249992371;34.4000015259;17;39.0;
54;5;31.4624118805;42.5;10;48.9911817312;4;24.5499992371;33.4000015259;14;56.25;
55;5;31.4960327148;43.5;10;49.0648462772;4;25.5499992371;33.4000015259;14;57.1124992371;
56;6;31.5291805267;44.5;9;49.1374233961;5;26.7750015259;32.5;14;57.8619041443;
57;6;30.8986282349;45.5;10;50.8521484137;6;26.5499992371;33.4000015259;13;58.5009632111;
58;6;33.076965332;44.0;10;52.2518835068;6;26.5499992371;32.5;14;59.0370521545;
59;6;32.4928512573;45.3899993896;10;53.381516695;7;26.5499992371;33.4000015259;13;59.4804611206;
60;6;32.8248825073;46.6872596741;11;54.2880433798;7;26.5499992371;33.5;13;59.8428707123;
61;6;33.0891036987;47.9097442627;11;54.852617383;7;26.7750015259;34.5;13;60.1361560822;
62;6;34.2336769104;46.0;14;54.9916697741;7;26.7750015259;35.5;13;60.25;
63;6;33.2962493896;47.0;15;56.1287548542;7;24.7750015259;36.5;13;61.25;
64;6;32.3339691162;50.0;15;56.3236285448;7;24.8500003815;38.5;13;61.2799999714;
65;6;33.3440170288;52.5441055298;16;58.0738713741;7;25.8500003815;40.5;13;61.3105909824;
66;7;33.9914779663;54.34349823;13;59.4871206284;7;26.0886325836;42.5;13;61.341766119;
67;7;33.7062797546;55.9726142883;13;60.6195031404;7;27.0956478119;44.5;13;63.3735172749;
68;7;34.8513679504;57.4596328735;13;61.5319533348;7;30.1027927399;48.5;11;63.4858349562;
69;7;35.1175384521;58.7356452942;13;62.1087743044;7;33.0350646973;51.5;12;63.601274848;
70;7;35.2323265076;59.8433685303;13;63.4699040651;7;33.5290374756;54.5;13;63.71984303;
71;7;37.2502250671;59.8433685303;14;63.8596374989;7;33.3100700378;57.5;13;63.8415380716;
72;8;39.2681694031;60.8433685303;13;64.2474842072;7;33.3303070068;60.5;15;63.9663501978;
73;8;37.2861480713;63.8433685303;14;64.6324392557;7;33.3511161804;61.5;16;64.0942608118;
74;8;37.3041419983;66.8433685303;14;65.0135954618;7;33.3725013733;62.5;16;66.4971606731;
75;8;37.3221435547;69.8433685303;14;65.3901494741;7;33.7236595154;64.0;17;68.5025836229;
76;8;37.340133667;71.8433685303;14;65.7614094019;7;34.0179367065;65.3899993896;20;70.1640491486;
77;8;37.3580970764;73.8433685303;14;66.1267940998;8;34.5623054504;66.6872558594;19;71.5391080379;
78;8;37.3760223389;75.8433685303;14;67.4858312607;8;33.4822921753;67.9097442627;20;72.5346142054;
79;8;38.3938941956;78.8433685303;14;67.9281514883;8;34.9300537109;69.0;21;73.0482547283;
80;8;39.4116973877;81.8433685303;14;68.3705999851;9;34.7832221985;71.0;20;73.4996231794;
81;8;39.9636230469;84.8433685303;19;68.8133678436;9;34.8800392151;70.5999984741;20;73.8241968155;
82;8;40.0283317566;87.8433685303;19;69.2567074299;9;34.4237594604;72.5999984741;20;74.1119282246;
83;8;40.0964660645;90.8433685303;19;69.7009131908;9;35.0082206726;71.6678466797;21;75.4080883265;
84;8;40.168182373;92.8433685303;19;70.1462985277;9;35.9611129761;72.5999984741;21;75.8123294115;
85;8;40.2436065674;94.1714019775;21;70.5931792259;9;37.0169754028;74.5999984741;21;76.2331252098;
