Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;2;12.4499998093;10.0;4;21.0;1;8.0;10.0;6;20.0;
6;2;13.4499998093;10.0;4;21.1200000048;1;9.0;10.0;6;20.0;
7;2;14.5039997101;10.0;4;21.664255619;1;9.5;10.0;6;20.0;
8;2;14.7489156723;10.1999998093;4;22.151668787;1;9.5;10.0;6;20.3999996185;
9;2;14.9682502747;10.3632001877;4;23.4809303284;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.5664186478;10.9097137451;4;24.6645710468;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;17.5664196014;11.3658018112;4;25.7180995941;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;19.5664196014;11.7372808456;4;26.6644382477;2;10.184431076;11.0209560394;5;23.9343504906;
13;2;20.987411499;12.0336990356;5;27.5295872688;2;11.9523334503;11.4571752548;5;24.6616024971;
14;2;22.1674194336;12.2662630081;5;28.3392426968;2;13.9523334503;11.8107032776;5;25.243845582;
15;2;23.3697624207;12.446267128;5;28.9483180046;2;15.9523334503;12.0916318893;5;25.7037609816;
16;2;24.5954856873;12.5;5;29.5031232834;2;16.9660930634;12.3113050461;5;26.0636560917;
17;2;25.8451480865;12.5;5;30.1109042168;2;17.9707603455;12.4808797836;5;26.1228116751;
18;2;27.1186485291;12.5;5;30.7696533203;2;18.9754657745;12.5;6;26.1438889503;
19;2;27.8463439941;12.5;6;31.4753017426;2;19.8823757172;12.5;6;26.1651208401;
20;2;28.1638870239;12.5;6;32.221560955;2;19.8871517181;12.5;6;26.1864993572;
21;2;28.4997024536;12.5;6;32.9999322891;2;19.8919620514;12.5;5;26.2080165148;
22;2;28.8499698639;12.5;6;33.7999305725;2;19.8968029022;12.5;5;26.2296639681;
23;2;29.2099685669;12.5;5;34.6095304489;2;19.9016742706;12.5;6;26.2514331341;
24;3;29.5742893219;12.5;5;35.4158153534;3;19.9065723419;12.5;4;26.2733153105;
25;4;29.9371166229;12.5;4;36.2057704926;3;19.9114952087;12.5;5;26.2953014374;
26;4;30.292596817;12.5;4;36.9671163559;3;19.9164428711;12.5;4;26.3173824549;
27;4;30.6352024078;12.5;4;37.689078331;4;19.9214115143;12.5;3;26.3395489454;
28;4;30.9600849152;12.5;4;38.362985611;4;19.926399231;12.5;3;26.3617914915;
29;4;31.263343811;12.5;4;38.9826288223;4;17.9314041138;13.5;3;26.3841004372;
30;4;31.5421829224;12.5;4;39.5443630219;4;16.936422348;14.5;4;26.4064661264;
31;4;31.7949638367;12.5;4;40.0469636917;4;15.9414548874;15.5;4;26.428878665;
32;4;32.0211334229;12.5;4;40.4913063049;4;14.9464979172;16.5;4;26.4513280392;
33;4;32.2210884094;12.5;4;40.8799352646;4;14.3265485764;17.5;4;26.4738043547;
34;4;32.3959693909;14.5;4;41.2166004181;4;14.3316059113;18.5;4;26.4962974787;
35;4;32.5474700928;16.5;5;41.5058078766;4;14.3366670609;19.5;4;26.5187973976;
36;4;32.6776123047;18.5;5;41.7524356842;4;14.3417291641;20.5;4;27.5412938595;
37;4;32.7885971069;20.5;5;41.9614334106;4;15.3467912674;21.5;5;27.5937768221;
38;4;32.8826446533;22.5;5;42.0;4;16.3518505096;22.5;4;27.6468271017;
39;4;32.9000015259;22.5;5;42.0;4;16.5955352783;23.5;5;27.7004278898;
40;4;32.9000015259;22.5;6;43.0;4;16.6075973511;24.5;6;27.7545609474;
41;4;33.9000015259;23.5;6;43.0299999714;4;16.6197757721;25.5;6;27.8092069626;
42;4;34.9000015259;24.5;5;43.0605909824;4;16.6320724487;26.5;6;27.8643455505;
43;4;35.3772659302;25.5;6;43.091766119;4;16.6444778442;27.5;8;27.9199551344;
44;4;35.3912963867;26.5;6;43.1235172749;5;16.6569900513;28.5;7;27.9760129452;
45;4;35.4055862427;27.5;6;43.1558350325;5;16.6696033478;29.5;8;28.0324950218;
46;4;35.4201278687;27.5;8;43.1887089014;5;17.6823120117;27.5;8;28.0893763304;
47;4;35.4349212646;27.5;8;43.2221269608;6;16.695110321;28.5;5;48.1466306448;
48;4;35.4499588013;27.5;8;43.2560760975;6;17.7079906464;29.5;5;49.4042315483;
49;4;35.4652366638;27.5;9;43.2905418873;6;19.7209510803;27.5;4;50.4797483683;
50;4;35.4807434082;27.5;9;43.3255085945;6;21.322479248;29.5;4;51.3783130646;
51;4;35.4964790344;27.5;9;43.3609591722;6;23.0;31.5;4;52.1151522398;
52;4;35.5124320984;27.5;10;45.0904853344;6;25.0;33.5;5;52.7111545801;
53;4;36.2907180786;28.0;11;46.5080907345;7;27.0;35.5;4;54.1890884638;
54;4;36.9286422729;28.3899993896;11;47.6535555124;7;29.9811115265;38.5;4;54.6854422092;
55;4;37.4440994263;28.6872596741;11;48.5704746246;7;31.625;39.5;4;54.8900489807;
56;4;37.856716156;28.9097423553;12;49.152893424;7;33.285369873;38.5;4;55.1116119623;
57;4;38.1188011169;29.0;13;49.4940873384;7;33.8306236267;38.5;4;55.3515520096;
58;4;38.2723388672;29.0;14;49.7297682762;7;33.125;39.5;4;55.595492363;
59;4;38.3783950806;29.0;14;49.7863357067;7;33.984210968;38.7437438965;4;55.8565366268;
60;4;38.4038505554;29.0;14;49.8437424898;7;34.4427185059;37.5;5;57.1402083635;
61;4;38.4296836853;29.0;16;49.9019356966;7;35.5065498352;38.5;6;57.4876192808;
62;5;38.455871582;29.0;15;49.9608589411;7;36.5757141113;39.5;7;57.8608368635;
63;5;36.482383728;30.0;14;50.020452261;8;36.2149085999;41.5;5;58.2604436874;
64;5;35.5092010498;31.0;15;50.0806527138;8;35.5750007629;43.8829116821;6;58.6866356134;
65;5;34.5362930298;32.0;16;50.1413941383;8;35.0794944763;43.5;7;59.1391433477;
66;6;33.5636253357;33.0;13;75.2026081085;7;25.5375061035;39.3482894897;8;34.6171579361;
67;6;33.5911712646;35.0;13;76.2642235756;7;27.317363739;38.5;8;35.1192700863;
68;6;33.6189002991;37.0;13;77.1061682701;7;27.9018383026;37.5;8;35.6434316635;
69;6;32.646774292;39.0;13;77.7628829479;7;27.53033638;38.5;9;36.1869417429;
70;6;31.6747627258;41.0;14;78.2702255249;7;27.8265285492;38.4816627502;7;37.9080606699;
71;6;31.7028312683;43.0;14;78.5132164955;7;26.1831970215;41.0;8;39.4375883341;
72;7;31.7309455872;45.0;13;93.5757148266;7;26.5516986847;42.7900009155;5;40.8038425446;
73;7;32.7590713501;48.0;13;94.6881568432;7;26.1592674255;45.240562439;5;42.0355632305;
74;7;33.7871704102;51.0;13;95.7054409981;8;28.65417099;39.9097442627;3;43.0099369287;
75;7;33.8152084351;54.0;13;96.6169424057;8;29.6772346497;39.0;4;43.8026283979;
76;7;33.8431510925;57.0;16;97.4189281464;8;29.8555908203;39.0;4;44.5859274864;
77;7;33.870967865;60.0;17;98.1136043072;8;28.981098175;41.0;5;45.352063179;
78;8;33.8986206055;63.0;15;98.7076508999;8;27.1168384552;43.3829460144;6;46.0940928459;
79;8;33.9260749817;66.0;15;99.21063447;9;25.7965583801;45.4987945557;4;46.8061947823;
80;8;33.9533004761;69.0;15;99.6335537434;9;25.5572662354;45.0306243896;5;47.4838643074;
81;8;33.980266571;72.0;15;99.9876966476;9;25.2338695526;44.4000015259;8;48.1239905357;
82;8;34.006942749;75.0;17;100.185120344;9;23.1384792328;48.4000015259;9;48.7248237133;
83;8;34.0333023071;78.0;17;100.242926359;9;24.8337116241;47.4000015259;9;49.285857439;
84;8;34.0593147278;81.0;16;100.299906969;9;24.3393173218;47.4000015259;9;49.8076441288;
85;8;34.0849571228;84.0;17;100.35600853;9;24.0990447998;48.4000015259;10;50.2915809155;
86;8;34.1102027893;87.0;21;100.411180973;9;25.1680431366;50.4000015259;10;50.739682436;
87;8;34.1350288391;90.0;22;100.465378523;9;26.9611148834;48.5943069458;11;51.1543667316;
