Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;6;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;6;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;2;8.0;10.3000001907;4;21.0;
6;1;13.0;10.0;5;20.0;2;9.22500038147;10.0;4;21.0900000334;
7;1;14.0;10.0;5;20.3999996185;2;9.74524974823;10.0;4;21.1871190071;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;9.76710128784;10.0;4;21.7036092281;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;9.88331222534;10.1999998093;4;22.1564130783;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;17.2867431641;11.3658018112;4;24.5981152058;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;19.2867431641;11.7372808456;4;25.2345055342;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;20.5849647522;12.2662630081;4;26.1502821445;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;20.7676277161;12.446267128;4;26.3048160076;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;20.8371677399;12.5;4;26.3530313969;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;22.8105049133;12.5;4;26.4023760557;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;23.8327102661;12.5;4;26.4528282881;2;19.4894981384;12.5;5;28.7683298588;
19;2;24.8554134369;12.5;5;26.5043625832;2;20.4728736877;12.5;5;29.1538929939;
20;2;25.8786048889;12.5;5;26.5569496155;2;20.5596256256;12.5;5;29.562889576;
21;2;25.9506263733;12.5;5;26.6105561256;2;20.6516494751;12.5;5;29.9934945107;
22;2;25.25;12.902639389;5;26.6651450396;2;20.7485351562;12.5;5;30.4432339668;
23;2;25.25;12.9162864685;5;26.72067523;2;20.8497276306;12.5;6;30.9089989662;
24;2;26.0243034363;12.5;5;26.7771017551;3;20.9545249939;12.5;5;31.3870959282;
25;2;26.0496959686;12.5;5;26.8343759775;3;21.0620956421;12.5;5;31.8733391762;
26;2;26.0754699707;12.5;5;26.8924454451;3;21.1715011597;12.5;5;32.36317873;
27;2;26.101600647;12.5;5;26.9512542486;3;21.2817153931;12.5;6;32.8518595695;
28;2;26.1280651093;12.5;5;27.0107431412;3;21.3916683197;12.5;6;33.3346033096;
29;2;26.1548347473;12.5;5;27.0708494186;3;17.625;14.5;6;33.8067913055;
30;2;25.25;13.3283395767;5;27.1315076351;3;16.625;16.5;6;34.2641468048;
31;2;25.25;13.3526029587;5;27.1926498413;3;15.625;18.5;6;34.7028827667;
32;2;25.25;13.3770599365;5;27.2542052269;3;14.625;20.5;6;35.1198272705;
33;2;25.25;13.4016819;5;27.3161010742;3;14.0;22.5;6;35.5124940872;
34;2;25.25;13.426440239;6;27.3782629967;3;14.0;24.5;7;35.8791179657;
35;2;25.25;13.4513053894;7;27.4406147003;3;14.0;26.5;7;36.2186422348;
36;2;25.25;13.4762458801;7;27.5030794144;3;14.0;28.3530502319;7;36.530673027;
37;2;26.25;15.4762458801;7;27.5655794144;3;14.0;29.571472168;7;36.8154029846;
38;2;26.404510498;17.4762458801;9;27.628036499;3;14.0;30.7707824707;8;37.0735216141;
39;2;26.4326171875;19.4762458801;9;27.690372467;3;14.0;31.9514656067;8;37.3061151505;
40;2;26.4606666565;21.4762458801;9;27.7525100708;3;14.0;33.1142807007;8;37.5145664215;
41;2;26.4886302948;22.5;9;27.8143725395;3;14.0;34.2601966858;8;37.7004623413;
42;2;26.5164680481;22.5;9;27.8758842945;3;14.0;35.3903236389;10;37.8655099869;
43;2;26.5441474915;22.5;10;27.936971426;3;14.0;36.505859375;11;38.0;
44;2;26.5716362;22.5;10;27.9975619316;3;14.0;37.5999984741;11;38.0;
45;2;26.598903656;22.5;11;28.0575861931;3;14.0;38.5999984741;12;38.0;
46;2;26.62591362;22.5;11;28.1169772148;3;15.0;36.5999984741;11;38.0;
47;2;26.652639389;22.5;11;28.1756706238;3;14.0;37.5999984741;13;38.0;
48;2;26.6790523529;22.5;11;28.2336053848;3;14.0;38.5999984741;13;38.0;
49;2;25.25;23.5;12;28.2907235622;4;15.0;36.5999984741;12;50.75;
50;2;25.25;23.8162899017;12;28.346971035;4;15.0;37.5999984741;12;51.3874998093;
51;2;25.25;23.8387889862;12;28.4022974968;4;18.0;34.5999984741;13;51.9715299606;
52;2;25.25;23.8609199524;11;28.4566559792;4;21.0;33.5999984741;14;52.4994401932;
53;2;25.25;23.8826618195;10;28.5100040436;4;23.9249992371;32.5999984741;15;52.9707527161;
54;2;25.25;23.904001236;10;28.5623030663;4;25.9249992371;32.5;15;53.3868265152;
55;2;25.25;23.9249210358;11;28.6135182381;4;27.9249992371;32.5;16;53.7504434586;
56;3;25.25;23.9454078674;7;43.6636190414;4;29.5499992371;31.5;16;54.0653820038;
57;3;26.25;24.9654464722;7;44.4625790119;4;30.5499992371;30.5;16;54.3360214233;
58;3;27.25;25.9850311279;7;45.1797499657;4;31.5499992371;29.5;16;54.5670089722;
59;3;27.25;27.0041503906;7;45.8142800331;4;32.005153656;28.5;17;54.75;
60;3;27.25;28.0227966309;8;46.3686776161;4;32.0875015259;27.5;17;54.75;
61;3;27.25;29.0409622192;8;48.275318861;4;32.0875015259;27.5;17;54.75;
62;3;27.7000007629;29.589466095;11;49.8524346352;4;32.0875015259;27.5;15;55.75;
63;3;29.0510005951;29.3899993896;11;51.13935709;4;33.0875015259;28.5;15;55.7925000191;
64;3;30.2143363953;30.6872596741;12;52.1803836823;4;34.0875015259;29.5;16;55.8363631964;
65;3;30.4674091339;31.9097423553;12;52.8709902763;6;34.5763626099;30.5;16;55.8815953732;
66;3;30.6006622314;33.0;13;53.3062229156;6;34.5967178345;31.5;16;55.9281990528;
67;3;30.6517601013;34.0;14;53.6707463264;6;34.61769104;32.5;16;55.976172924;
68;4;28.6517601013;36.0;13;53.779540062;6;34.6392745972;32.5;17;56.0255119801;
69;4;28.5999984741;37.9118156433;13;53.8856678009;6;34.6614837646;32.5;17;56.0762070417;
70;4;28.5999984741;38.9542694092;13;53.9889669418;6;34.6842956543;32.5;17;56.1282446384;
71;4;28.5999984741;39.3955841064;13;54.0892968178;6;34.7077102661;32.5;17;56.1816068888;
72;4;28.5999984741;41.0357208252;14;54.1865382195;6;34.7317199707;32.5;17;58.9995675087;
73;4;28.5999984741;42.0746154785;14;54.2805938721;6;34.149307251;35.0;18;61.5920062065;
74;4;28.5999984741;43.1122360229;14;54.3713889122;7;37.4926376343;36.3899993896;17;63.6070325375;
75;4;28.5999984741;44.1485557556;15;54.4588680267;7;36.3681488037;39.6872596741;17;65.3573975563;
76;4;28.5999984741;45.1835479736;15;54.5429964066;7;39.1243515015;40.9097442627;17;66.7383092642;
77;4;28.5999984741;46.2171974182;15;54.6237578392;7;40.5464935303;43.0;18;67.847786665;
78;4;28.5999984741;47.2495040894;16;54.701154232;7;41.8973350525;44.0;17;68.8826270103;
79;4;28.5999984741;48.2804641724;16;54.775203228;7;38.2232971191;46.0;17;69.7489875555;
80;4;28.5999984741;49.3100814819;16;54.8459377289;7;36.5305404663;48.0;17;71.5506231785;
81;4;28.5999984741;49.7383728027;15;54.913403511;7;36.8250808716;51.0;17;72.2654141188;
82;4;28.5999984741;49.7653579712;17;54.9776582718;7;37.0223922729;54.0;18;73.0280382633;
83;4;28.5999984741;49.7910614014;18;55.0;7;36.2311592102;57.0;19;73.8528449535;
84;4;28.5999984741;49.7999992371;18;55.0;8;36.1573371887;60.0;18;74.7410429716;
85;4;28.5999984741;49.7999992371;18;55.0;8;36.401008606;63.0;21;75.6927990913;
86;4;28.5999984741;49.7999992371;20;55.0;8;36.6618499756;65.8707046509;21;76.7070450783;
87;4;28.5999984741;49.7999992371;20;55.0;8;36.9390411377;67.9687347412;22;77.7813174725;
