Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;2;8.0;11.3000001907;5;21.0;
5;1;12.0;10.0;5;20.0;2;8.14999961853;10.0;5;21.0900000334;
6;1;13.0;10.0;5;20.0;2;9.24524974823;10.0;5;21.1871190071;
7;1;14.0;10.0;5;20.3999996185;2;9.76710128784;10.0;5;21.2917383909;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;9.79064083099;10.0;5;21.817143321;
9;2;14.7768793106;10.3632001877;4;22.8494274616;2;9.90885734558;10.1999998093;5;22.2793469429;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;10.0128526688;10.3632001877;5;22.6900259256;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;10.1052560806;10.4951858521;5;23.9506295919;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;10.3888921738;11.0209560394;5;25.0538563728;
13;2;20.3243255615;12.0336990356;5;25.6883610487;2;12.2042226791;11.4571752548;5;26.0146684647;
14;2;21.3388690948;12.2662630081;5;26.0812431574;2;14.2042226791;11.8107032776;5;26.8543052673;
15;2;21.8187427521;12.6245737076;5;26.2221269608;2;15.7228336334;12.8929443359;4;27.5962526798;
16;2;23.3687000275;12.5;5;26.2560760975;2;16.7228336334;13.2033977509;4;28.2632865906;
17;2;24.3839759827;12.5;5;26.2905418873;2;18.4656772614;12.4808797836;4;28.6547400951;
18;2;25.3994865417;12.5;5;26.3255085945;2;19.5451507568;12.5;5;29.0328326225;
19;2;25.8464794159;12.5;6;26.3609591722;2;19.625;13.5;5;29.4347915649;
20;2;25.8624305725;12.5;6;26.3968753815;2;19.625;13.8304376602;5;29.8589887619;
21;2;25.8785934448;12.5;6;26.4332377911;2;20.625;12.5;5;30.3031497002;
22;3;25.8949565887;12.5;5;26.4700255394;2;20.8182086945;12.5;6;30.7643566132;
23;3;25.9115104675;12.5;5;26.5072168112;2;20.9219799042;12.5;7;31.2390885353;
24;3;25.9282474518;12.5;6;26.5447884798;3;21.0287952423;12.5;6;31.7232985497;
25;4;25.25;13.1179151535;5;26.5827163458;3;21.1377410889;12.5;6;32.2125329971;
26;4;23.25;14.1330862045;5;26.6209751368;3;21.2478199005;12.5;7;32.7020812035;
27;4;24.25;13.1483898163;5;26.6595385075;3;21.3579673767;12.5;7;33.1871519089;
28;4;22.25;14.1638154984;5;26.6983793974;3;19.625;13.5;7;33.6630582809;
29;4;21.25;15.1793518066;5;26.7374696732;3;17.625;15.5;7;34.1254005432;
30;4;20.25;16.1949882507;5;27.7767804861;3;16.625;17.5;7;34.570227623;
31;4;20.25;17.6107120514;5;27.8662822247;3;15.625;19.5;7;34.9941673279;
32;4;20.25;18.6465129852;5;27.9579197168;3;14.625;21.5;7;36.3945169449;
33;4;19.25;19.6831684113;5;28.0516872406;3;15.0;23.5;7;36.899289012;
34;4;18.25;20.7206745148;5;28.1475732327;3;16.0;25.5;8;37.3926442862;
35;4;17.25;21.7590293884;5;29.2455604076;3;16.2869720459;27.2820491791;8;37.8754224777;
36;4;17.25;23.198223114;5;29.3856244087;3;16.3234882355;28.5063896179;8;38.349101305;
37;4;19.25;21.2542495728;6;29.5289183855;3;16.3641242981;29.7115364075;9;38.8156763315;
38;4;18.0;22.3115673065;6;29.6754056215;4;16.4092102051;30.8978748322;8;39.2775218487;
39;4;18.0;23.3701629639;6;29.8250381947;5;16.4590568542;32.0660858154;7;39.737241745;
40;5;20.2103118896;24.3701629639;5;29.9777579308;5;16.0;33.2170829773;7;40.197510004;
41;5;20.0;26.3701629639;6;30.1334943771;5;16.5741729736;34.351940155;8;40.6609208584;
42;5;22.313337326;28.3701629639;6;30.2921652794;5;17.0;33.4718284607;8;41.1298365593;
43;5;23.3669471741;31.3701610565;7;30.4536759853;5;17.7112922668;31.4718284607;9;41.5039470196;
44;5;24.421918869;33.338218689;7;30.6179195642;5;18.7883872986;31.4718284607;9;41.871723175;
45;5;25.4782180786;33.4331970215;7;30.7847759724;5;19.7961387634;31.4718284607;9;42.263862133;
46;5;26.5358009338;33.4487533569;8;30.9541127682;5;19.8843688965;31.4718284607;9;42.6789975166;
47;5;27.594625473;33.4642028809;8;32.1257841587;5;19.9777755737;31.4718284607;9;43.1151270866;
48;5;30.6546363831;33.5;8;32.3496325016;5;18.0759048462;33.4718284607;9;45.5695996284;
49;5;32.8348350525;34.5;10;32.5774630308;5;22.1781616211;35.4718284607;10;46.1791392565;
50;5;34.4098587036;35.5;11;32.8091188669;5;24.9249992371;37.5;10;46.8090004921;
51;5;34.7641029358;36.5;10;33.0444265604;5;27.4400444031;39.5;11;47.4552900791;
52;5;34.8699913025;37.5;10;33.2831970453;5;28.5017089844;41.5;11;48.1137720346;
53;5;34.9774398804;37.5;10;33.5252248049;5;29.6119613647;43.5;12;48.78002882;
54;5;35.0863494873;37.5;10;33.7702894211;6;30.3466529846;44.3889808655;12;49.4496334791;
55;5;32.7545318604;39.5;9;34.0181552172;7;28.5499992371;43.4310302734;12;50.1183259487;
56;5;32.8101730347;39.7204437256;9;34.2685722113;8;29.5499992371;42.4745101929;12;50.7821747065;
57;5;32.8669967651;39.7700996399;10;34.5212775469;8;30.5499992371;41.8769416809;12;51.4377118349;
58;5;32.9249687195;39.8196487427;10;34.7759962082;8;31.2309303284;39.5657310486;13;52.0820280313;
59;5;32.9840431213;39.8690261841;10;35.082264781;8;30.8517684937;39.6134490967;13;52.7128250599;
60;5;33.0665931702;39.9181556702;12;36.5637789965;8;29.2254447937;40.2054023743;13;53.3284273148;
61;5;33.6226348877;40.5165061951;13;37.8387517929;8;29.1396255493;40.5;13;53.9277455807;
62;5;34.0838928223;41.0064849854;14;38.940861702;8;28.95652771;41.5;14;56.510216713;
63;5;33.3036422729;40.9104309082;14;39.9050726891;8;31.2286338806;44.5;13;57.2057135105;
64;5;33.5709762573;41.2353515625;15;40.6153812408;8;33.5499992371;45.8720436096;14;57.8927514553;
65;5;33.7222976685;41.3955001831;15;41.1544985771;8;32.8171005249;49.9274749756;15;58.5721615553;
66;5;33.7953186035;41.4657859802;18;41.7015991211;8;34.8530235291;46.5;15;59.2448993921;
67;6;32.5999984741;42.5363311768;16;42.2552378178;8;36.1864089966;47.5;15;59.9119528532;
68;6;30.5999984741;41.1996841431;17;42.8138792515;8;33.9961700439;49.3482894897;15;60.5742617846;
69;6;31.5999984741;42.2716751099;17;43.3759131432;9;33.3664245605;50.5;15;61.1842428446;
70;6;32.5999984741;43.0939750671;16;43.9396729469;9;34.8435821533;48.5;14;63.5855661631;
71;6;32.5999984741;41.8185882568;17;44.5034549236;9;33.883190155;51.7461204529;16;65.7061493397;
72;6;32.5999984741;41.8885002136;17;45.0655395985;9;35.2782478333;51.2322769165;18;67.5821833611;
73;6;32.5999984741;41.9578819275;17;45.6242103577;9;34.2785491943;51.6872596741;16;69.2523751259;
74;6;32.5999984741;42.0266036987;18;46.1777770519;9;35.4792785645;51.9097442627;16;70.6052848101;
75;7;32.5999984741;42.0945358276;18;46.7245955467;9;37.6137008667;51.0;15;71.7286450863;
76;7;32.5999984741;42.1615562439;18;47.2630875111;9;34.6239738464;56.0;16;72.8068077564;
77;7;30.5999984741;43.2275466919;18;47.791759491;10;32.7834014893;57.2425003052;15;73.6218078136;
78;7;31.5999984741;42.292388916;17;48.3092181683;10;30.8995742798;58.2425003052;14;74.3515045643;
79;7;29.5999984741;43.3559875488;17;48.8141856194;10;29.980638504;62.0;14;75.0844886303;
80;7;28.5999984741;41.0;18;49.3055121899;11;29.1680831909;63.2921829224;14;75.8182411194;
81;7;27.5999984741;43.0;18;49.760014534;11;28.6749992371;66.0;15;76.5502433777;
82;7;26.5999984741;43.0;18;50.1818294525;12;30.2160987854;68.0;14;77.2779970169;
83;7;25.5999984741;45.0;21;50.5886063576;12;30.6749992371;72.0;15;77.9990532398;
84;7;24.5999984741;47.0;22;50.97976017;12;32.2663421631;74.0;14;78.7110338211;
