Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;4;24.2066050768;1;11.0;10.0;4;20.0;
7;2;10.4464864731;11.543302536;4;24.78139925;1;11.0;10.0;4;20.3999996185;
8;2;10.5758142471;11.7641716003;4;25.5226647854;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;10.7425994873;12.0549411774;4;26.1562004089;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;10.8851451874;12.2827939987;4;26.7059569359;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;11.0088405609;12.4589796066;4;27.0063481331;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;13.9295558929;12.5;4;27.2469825745;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;15.9295558929;12.5;4;27.5110707283;1;13.6125736237;11.8107032776;4;24.1832637787;
14;2;17.0922470093;12.5;4;27.7995657921;2;15.6125736237;12.0916318893;3;25.6226100922;
15;2;18.1571598053;12.5;4;28.1131293774;2;17.6125736237;12.6613054276;4;26.0617595911;
16;2;19.2277107239;12.5;4;28.4520516396;3;18.6125736237;12.8658800125;3;26.2088999748;
17;2;20.3039665222;12.5;4;28.8161723614;3;19.6125736237;12.9231147766;3;26.3272645473;
18;2;19.625;13.5;5;29.2048048973;3;20.6125736237;12.9645423889;3;26.4556473494;
19;2;20.5710811615;12.5;5;29.6166739464;3;21.5;13.0094766617;3;26.5945794582;
20;2;19.625;13.5;5;30.0498714447;3;21.5;13.2175607681;3;26.7445563078;
21;2;19.625;14.0149612427;5;30.5018415451;3;21.5;13.2850503922;3;26.9060227871;
22;2;20.625;12.5;5;30.9693965912;3;21.5;13.3577098846;3;27.0793559551;
23;2;20.9681148529;12.5;5;31.4487752914;3;21.5;13.4357099533;3;27.2648479939;
24;2;21.0759735107;12.5;6;31.9357366562;3;21.5;13.5191812515;3;27.4626858234;
25;2;19.625;13.5;7;32.4256954193;3;21.5;13.6082086563;3;27.6729331017;
26;3;18.625;13.5;6;32.9138832092;3;21.5;13.7028198242;3;27.8955099583;
27;3;18.4056243896;14.5;6;33.3955316544;3;21.5;14.2373056412;4;28.1301763058;
28;3;17.5139942169;15.5;7;33.8660564423;3;21.5;14.3781061172;4;28.3765156269;
29;3;16.6198635101;16.5;7;34.3212347031;3;21.5;14.5259094238;4;28.633923769;
30;3;15.625;15.5;7;34.7573537827;3;21.5;14.6803541183;4;28.9016013145;
31;3;16.625;15.5;7;35.1713237762;3;21.5;14.8409614563;4;29.1785526276;
32;3;17.625;15.5;7;35.5607509613;3;21.5;15.0071315765;4;29.4635906219;
33;3;16.625;14.5;6;35.9239616394;3;21.5;15.1781539917;4;29.7553491592;
34;3;16.625;14.5;6;37.2599868774;4;22.5;15.3532094955;3;31.0523042679;
35;3;16.625;14.0;6;37.5985119343;4;23.5;15.9313821793;4;31.3927998543;
36;3;17.0;13.5;6;37.9103901386;4;23.5;15.7116794586;4;31.7362670898;
37;3;18.0;15.030295372;7;38.196359396;4;23.5;15.8930501938;4;32.0808961391;
38;3;16.2456474304;16.5;8;38.4575417042;4;23.5;16.0744056702;5;32.4248584509;
39;3;16.2527923584;18.5;8;38.695340991;4;23.5;16.254650116;5;32.7663506269;
40;3;16.2600631714;20.5;8;38.9113537073;4;23.5;16.4327049255;5;33.1036369801;
41;3;17.0;20.0943546295;8;39.1072854996;4;23.5;16.6075325012;6;33.4350907803;
42;3;16.2749786377;21.5;7;39.2560760975;5;24.5;19.5;4;33.7592279911;
43;3;17.0;21.1280384064;7;39.2905418873;5;25.5;21.5;5;34.0747369528;
44;3;18.0;22.1452713013;7;39.3255085945;5;25.8017082214;23.5;6;34.3804978132;
