Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;4;23.7301437855;1;10.0;10.0;5;20.0;
6;2;9.54600048065;11.2650718689;4;24.5242050886;1;11.0;10.0;5;20.0;
7;2;10.5179462433;11.543302536;3;25.2471722364;2;11.3000001907;10.0;4;21.3999996185;
8;2;10.6806135178;11.7641716003;3;26.1773099899;2;11.4200000763;10.1999998093;4;21.8264003992;
9;2;10.8898944855;12.0549411774;3;27.0451071262;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;11.0851488113;12.2827939987;3;27.8814923763;2;11.659781456;10.4951858521;4;23.4054436684;
11;2;11.2733354568;12.4589796066;4;28.5276851654;2;12.0216331482;11.0209560394;4;24.4501843452;
12;2;14.1940517426;12.5;4;29.179330349;2;14.0216331482;11.4571752548;4;25.3486692905;
13;2;16.1940517426;12.5;4;29.924115181;2;16.0216331482;11.8107032776;4;26.1225088835;
14;2;17.6351833344;12.5;4;30.7649512291;2;17.1943473816;12.0916318893;4;26.7957427502;
15;2;18.8243713379;12.5;4;31.7008938789;2;18.2645130157;12.3113050461;4;27.3919057846;
16;2;20.0349578857;12.5;4;32.7260708809;2;19.3416175842;12.4808797836;4;27.7113106251;
17;2;21.2656211853;12.5;4;33.8288850784;2;20.4259662628;12.5;4;28.0173821449;
18;2;21.6114997864;12.5;5;34.9917478561;2;21.5177879333;12.5;4;28.3487696648;
19;2;21.8731422424;12.5;4;36.1915817261;2;22.5046310425;12.5;5;28.7054548264;
20;2;19.8731422424;12.5;3;37.4012145996;2;22.6116371155;12.5;5;29.0869145393;
21;3;19.625;12.5;2;38.5915803909;2;22.7260742188;12.5;5;29.4920539856;
22;3;19.625;12.5;2;39.7344179153;2;22.8476161957;12.5;5;29.9191560745;
23;3;19.625;12.5;2;40.8049592972;3;22.9757461548;12.5;4;30.3658571243;
24;3;19.625;12.5;3;41.7840824127;3;23.1097564697;12.5;4;30.8291530609;
25;3;19.625;12.5;3;42.659526825;4;23.2487449646;12.5;3;31.3054442406;
26;3;17.625;13.5;3;43.42603302;4;23.3916339874;12.5;3;31.790620327;
27;4;16.625;14.5;2;44.0845737457;4;23.5371856689;12.5;3;32.2801818848;
28;4;15.625;15.5;2;44.6409702301;4;23.6840553284;12.5;3;32.7693967819;
29;4;14.625;16.5;2;45.1043071747;4;23.8308181763;12.5;3;33.2534770966;
30;4;14.0;17.5;2;46.4854221344;4;23.9760437012;12.5;2;34.7277650833;
31;4;15.0;18.5;2;46.8356904984;4;23.1183300018;13.5;2;35.2279129028;
32;4;16.0;19.5;2;47.0811839104;4;23.2563743591;14.5;2;35.7112269402;
33;4;16.2432670593;20.5;3;47.1235535145;4;22.2563743591;13.9324731827;2;36.1744253635;
34;4;16.2527999878;21.5;3;47.1671074629;4;21.5934410095;13.5;2;36.6149014235;
35;4;16.2625999451;22.5;4;47.211841464;4;21.6065063477;14.5;3;37.0307625532;
36;4;16.2726631165;23.5;4;47.2577478886;4;20.6199264526;13.5;3;37.4208271503;
37;4;16.2829933167;24.5;4;47.3048160076;4;20.5;15.0030994415;2;37.7845828533;
38;4;17.2935829163;22.5;4;47.3530313969;4;21.5;16.0219268799;2;38.1221153736;
