Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;10.3000001907;10.0;4;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.3000001907;10.0;4;21.0299999714;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3090000153;10.0;4;21.4708906412;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.4412670135;10.1999998093;4;21.8393678665;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;11.5518102646;10.3632001877;4;22.1466006041;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;11.6439800262;10.4951858521;4;23.2541460991;
11;1;10.6065406799;12.4589796066;4;25.0;2;11.9762439728;11.0209560394;4;24.1846234798;
12;1;11.6065406799;12.5;4;25.0;2;13.9762439728;11.4571752548;2;24.9517599344;
13;1;12.6065406799;12.5;4;25.0;2;15.9762439728;11.8107032776;2;25.5757399797;
14;1;13.6065406799;12.5;4;25.0;2;16.6727218628;12.0916318893;2;26.0792449713;
15;1;14.6065406799;12.5;3;25.0;2;16.8237743378;12.3113050461;2;26.4845746756;
16;1;15.6065406799;12.5;3;25.0;2;16.9453716278;12.4808797836;2;26.5909943581;
17;1;16.6065406799;12.5;4;25.0;2;18.8640823364;12.5;2;26.6611413956;
18;1;17.6065406799;12.5;4;25.0;2;19.8851261139;12.5;2;26.7332159281;
19;1;17.625;12.5;6;25.0;2;20.906747818;12.5;3;26.8071684837;
20;1;17.625;12.5;6;25.0;2;21.9289340973;12.5;3;26.8829400539;
21;1;17.625;12.5;6;25.0;2;22.0648822784;12.5;3;26.9604618549;
22;1;17.625;12.5;6;25.0;2;22.0881385803;12.5;3;27.039655447;
23;2;17.625;12.5;5;25.0;2;22.1118965149;12.5;3;27.1204328537;
24;2;17.625;12.5;5;25.0;3;22.1361293793;12.5;1;27.2026965618;
25;2;17.625;12.5;5;25.0;3;22.1608085632;12.5;1;27.2863395214;
26;2;17.625;12.5;5;25.0;3;22.1859016418;12.5;3;27.3712463379;
27;2;17.625;12.5;5;25.0;4;21.5;13.4484987259;2;27.4572930336;
28;2;17.625;12.5;6;25.0;4;21.5;13.482916832;2;27.5443477631;
29;2;17.625;12.5;7;25.0;4;21.5;13.517739296;2;27.6322715282;
30;2;17.625;12.5;7;25.0;4;21.5;13.5529088974;2;27.7209193707;
31;2;17.625;12.5;7;25.0;4;22.3162765503;12.5;2;27.8101406097;
32;2;17.625;12.5;7;25.0;4;21.5;13.5;2;28.899780035;
33;2;17.625;12.5;7;25.0;4;23.369934082;12.8999996185;3;29.1196795702;
34;2;17.625;12.5;7;25.0;4;24.3969039917;12.9519996643;3;29.3551095724;
35;2;15.625;13.5;8;25.0;4;22.8065338135;13.5;3;29.6073391438;
36;2;14.625;14.5;8;25.0;4;21.8822021484;14.5;3;29.8776624203;
37;2;13.625;15.5;8;25.0;4;20.9632987976;15.5;3;30.1673668623;
38;2;12.625;16.5;8;25.0;4;20.0502109528;16.5;3;31.4776937962;
39;2;12.0;17.5;9;25.0;4;21.5312309265;15.9161024094;3;31.8097894192;
40;2;12.0;18.5;10;25.0;4;24.242937088;14.1000003815;3;32.1646461487;
41;2;13.0;16.5;10;25.0;4;25.3493938446;13.1000003815;4;32.5430338383;
