Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;2;10.3000001907;10.0;4;21.0;
6;2;9.50100040436;11.2650718689;5;24.1666051149;2;11.3000001907;10.0;4;21.0900000334;
7;2;10.4374866486;11.543302536;5;24.6938792467;2;11.3269996643;10.0;4;21.5980186462;
8;2;10.5561218262;11.7641716003;5;25.3783872128;2;11.4794054031;10.1999998093;4;22.0418490171;
9;2;10.7101373672;12.0549411774;5;25.9448523521;2;11.6125545502;10.3632001877;4;22.4332156181;
10;2;10.8375911713;12.2827939987;5;26.4161262512;2;11.7299642563;10.4951858521;4;23.6659361124;
11;2;10.9436283112;12.4589796066;5;26.6255387068;2;12.0997810364;11.0209560394;4;24.7393633127;
12;2;12.9436283112;12.5;5;26.7616688013;2;14.0997810364;11.4571752548;3;25.6686143875;
13;2;14.9436283112;12.5;5;26.9068008661;2;16.0997810364;11.8107032776;4;26.4751701355;
14;2;16.0355701447;12.5;5;27.0611219406;2;17.3001461029;12.0916318893;3;27.1828548908;
15;2;17.0702934265;12.5;5;27.2247519493;2;18.3806476593;12.3113050461;3;27.8148901463;
16;2;18.1071090698;12.5;5;27.3977320194;2;19.4685134888;12.4808797836;3;28.1711652279;
17;2;19.146030426;12.5;5;27.5800139904;2;20.5639228821;12.5;3;28.5145654678;
18;2;19.6065406799;13.2740039825;5;27.771450758;2;21.6669425964;12.5;3;28.8830828667;
19;2;19.625;13.3314352036;5;27.971786499;2;22.6649246216;12.5;4;29.2759313583;
20;2;20.2936515808;12.5;5;28.1806499958;2;22.7827796936;12.5;4;29.6917257309;
21;3;20.3406467438;12.5;4;28.3975496292;2;22.9075183868;12.5;4;30.1284441948;
22;3;19.625;12.5;4;28.621871233;2;23.0385322571;12.5;4;30.5834169388;
23;3;19.625;13.5;4;28.852878809;2;23.1750259399;12.5;4;31.0533499718;
24;3;19.625;13.6558637619;5;29.0897197723;2;23.3160057068;12.5;5;31.5343885422;
25;3;20.5451869965;12.5;5;29.331433773;3;23.4603157043;12.5;5;32.0222206116;
26;3;20.5995731354;12.5;5;29.5769639015;4;21.5;13.5;4;32.5122156143;
27;3;19.625;13.5;5;29.8251743317;4;22.5;12.5;4;32.9995918274;
28;3;20.625;12.5;5;30.074868679;4;21.5;13.5;4;33.4795999527;
29;3;20.7668457031;12.5;6;31.3248124123;4;21.5;14.5;4;33.9477081299;
30;3;18.625;15.0;6;31.603757143;4;19.5;16.5;4;34.399772644;
31;3;18.625;17.0149993896;6;31.8810560703;4;18.5;18.2599086761;4;34.8321838379;
32;3;17.625;18.9405288696;6;32.1554996967;4;17.5;19.4328727722;4;35.2419710159;
33;3;16.625;20.0777492523;6;32.4259355068;4;17.5;18.4328727722;4;35.6268672943;
34;3;16.0;21.2129669189;6;32.6912902594;4;15.5;20.4328727722;5;35.9853258133;
35;3;16.0;22.3456439972;6;32.9505878687;4;14.5;22.4328727722;5;36.3164978027;
36;3;16.0;23.4752941132;6;33.202963829;4;15.0;21.4328727722;5;36.6201763153;
37;3;16.0;24.601480484;6;33.4476759434;4;14.0;23.4328727722;5;36.8967161179;
38;3;16.0;25.7238388062;7;33.6841104031;4;14.0;25.4328727722;5;37.1469373703;
