Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;9.0;10.0;4;20.0;
4;2;8.29999923706;10.5;4;22.8600001335;1;9.0;10.0;4;20.0;
5;2;8.42899990082;10.9200000763;4;23.5703396797;1;10.0;10.0;4;20.0;
6;2;9.5100440979;11.2650718689;4;24.1471868753;1;11.0;10.0;4;20.0;
7;2;10.4331178665;11.543302536;4;24.6094940901;1;11.0;10.0;4;20.3999996185;
8;2;10.5371360779;11.7641716003;4;25.2225904465;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;10.6750831604;12.0549411774;4;25.7104232311;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;10.7848453522;12.2827939987;4;26.0954813957;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;10.8714828491;12.4589796066;5;26.210757494;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;13.7921991348;12.5;5;26.2445284128;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;15.7921991348;12.5;5;26.2788209915;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;16.8149909973;12.5;5;26.3136199713;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;17.8228206635;12.5;5;26.348908782;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;18.8307609558;12.5;5;26.3846695423;1;16.6125736237;12.4808797836;5;25.0;
17;2;19.8388061523;12.5;5;26.4208831787;1;17.6125736237;12.5;5;25.0;
18;2;19.9446983337;12.5;6;26.4575294256;2;19.6125736237;12.5;4;26.0;
19;2;19.625;12.9372587204;6;26.4945867062;2;21.5;12.5;5;26.1699999571;
20;2;19.625;12.9483757019;6;26.5320322514;2;21.8509998322;12.5;5;26.3669109344;
21;2;19.969707489;12.5;7;26.5698423386;2;21.9100723267;12.5;5;26.5942704678;
22;2;19.625;12.9709529877;7;26.6079919338;2;21.9782810211;12.5;5;26.8558222055;
23;2;19.9867973328;12.5;7;26.6464552879;2;22.0567474365;12.5;5;27.1554293633;
24;2;19.625;12.9939365387;7;26.6852053404;2;22.1466293335;12.5;5;27.4969480038;
25;3;17.625;14.0055618286;6;26.7242144346;2;22.2490844727;12.5;5;27.8840510845;
26;3;16.625;15.0172643661;8;26.7634538412;2;21.5;12.5;5;28.3200027943;
27;3;15.625;16.3817272186;8;26.8028943539;3;21.5;12.5;5;28.8073790073;
28;3;14.625;17.4014472961;8;26.8425058126;3;21.5;12.5;6;29.3477458954;
29;3;14.0;18.4212532043;9;26.8822578192;3;21.5;13.5;6;29.9413113594;
30;3;14.0;19.4411296844;9;26.9221191406;3;21.5;14.476524353;6;30.586581707;
31;3;14.0;20.4610595703;9;26.9620585442;3;21.5;14.7346324921;6;31.2800674438;
32;3;14.0;21.4810295105;8;27.0020442009;3;19.5;13.7346324921;6;32.0160870552;
33;3;14.0;22.5010223389;8;27.0420441628;3;20.5;13.7346324921;6;32.7867279053;
34;4;14.0;23.5210227966;6;42.0820264816;3;19.5;13.5;7;33.5820074081;
35;4;16.4684562683;21.5;6;43.8719592094;3;19.5;14.5;8;34.3902606964;
36;4;17.0;23.0;6;44.601184845;4;19.3170776367;15.5;6;43.6987380981;
37;4;18.0;23.5809059143;7;45.2490344048;4;17.3170776367;17.5;6;44.8343687057;
38;4;18.0;24.600774765;7;45.8179937601;4;16.5;19.5;7;45.9281368256;
39;4;18.0;25.6205711365;8;46.3130379915;4;17.0;21.5;8;46.9674444199;
