Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;4;20.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;10.0;10.0;4;20.0;
6;2;9.50100040436;11.2650718689;4;24.1166050434;2;11.3000001907;10.0;3;21.0;
7;2;10.4262361526;11.543302536;4;24.5889341831;2;11.3000001907;10.0;3;21.3999996185;
8;2;10.5325098038;11.7641716003;4;25.212254405;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;10.6727571487;12.0549411774;4;25.7109264135;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;10.7849578857;12.2827939987;4;26.1074465513;2;11.597111702;10.4951858521;3;23.0719120502;
11;2;10.8741750717;12.4589796066;4;26.2348128557;2;11.9215736389;11.0209560394;3;23.9749414921;
12;2;12.8741750717;12.5;4;26.2813059092;2;13.9215736389;11.4571752548;3;24.7131726742;
13;2;14.8741750717;12.5;4;26.328953743;2;15.9215736389;11.8107032776;4;25.3067810535;
14;2;15.9055557251;12.5;4;26.3777402639;2;16.94962883;12.0916318893;4;25.7784451246;
15;2;16.9165325165;12.5;4;26.4276455641;2;17.9593238831;12.3113050461;4;26.1504684687;
16;2;17.9277610779;12.5;4;26.4786461592;2;18.9691867828;12.4808797836;4;26.2221269608;
17;2;18.9392356873;12.5;4;26.5307145119;2;19.9792118073;12.5;4;26.2560760975;
18;2;19.9509506226;12.5;5;26.5838193893;2;20.989397049;12.5;4;26.2905418873;
19;2;19.9813594818;12.5;5;26.6379255056;2;21.8871631622;12.5;5;26.3255085945;
20;2;19.9935340881;12.5;5;26.6929937601;2;21.8976516724;12.5;5;26.3609591722;
21;2;20.0059242249;12.5;5;26.7489811182;2;21.9082870483;12.5;5;26.3968753815;
22;2;20.0185203552;12.5;5;26.8058408499;2;21.9190635681;12.5;5;26.4332377911;
23;2;20.0313148499;12.5;5;26.8635222912;2;21.9299716949;12.5;5;26.4700255394;
24;2;20.04429245;12.5;6;26.9219712019;2;21.9410076141;12.5;6;26.5072168112;
25;3;20.0574436188;12.5;5;26.9811300039;3;21.9521656036;12.5;5;26.5447884798;
26;3;20.0707550049;12.5;5;27.0409376621;4;21.9634361267;12.5;4;26.5827163458;
27;3;19.625;13.5;5;27.1013302803;4;21.9748153687;12.5;4;26.6209751368;
28;3;19.625;13.5506649017;5;27.1622409821;4;21.9862918854;12.5;4;26.6595385075;
29;3;19.625;13.581120491;5;27.2236001492;4;21.9978618622;12.5;4;26.6983793974;
30;3;19.625;13.6118001938;6;27.285336256;4;22.009513855;12.5;4;26.7374696732;
31;3;18.1392002106;13.5;6;27.3473753929;4;22.0212402344;12.5;4;26.7767804861;
32;3;18.625;13.5;6;27.409642458;4;21.5;13.2107124329;4;26.8162822723;
33;3;17.1671695709;13.5;6;27.4720609188;4;21.5;13.2265129089;4;26.8559447527;
34;3;16.1812133789;14.5;6;27.534553051;4;21.5;13.2423782349;3;26.8957372904;
35;3;16.625;13.5;6;27.5970411301;4;22.0687217712;12.5;3;26.9356285334;
36;3;15.2093343735;13.5;6;27.6594469547;4;21.5;13.2742509842;3;26.9755871296;
37;3;15.625;13.5;6;27.7216928005;4;22.0926761627;12.5;3;27.015581131;
38;3;14.0;14.8608465195;6;27.7837014198;4;20.104675293;13.5;3;27.0555787086;
