Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;9.0;10.0;5;20.0;
4;2;9.14999961853;10.6999998093;3;22.8400001526;1;9.0;10.0;5;20.0;
5;2;10.2760000229;10.9200000763;3;23.6901437044;1;10.0;10.0;5;20.0;
6;2;12.2760000229;11.2650718689;3;24.4303489923;1;11.0;10.0;5;20.0;
7;2;13.4968290329;11.543302536;3;25.0824670792;2;11.3000001907;10.0;4;21.3999996185;
8;2;13.6435546875;11.7641716003;3;25.91959548;2;11.4200000763;10.1999998093;4;21.8564003706;
9;2;13.8319091797;12.0549411774;3;26.6682989597;2;11.5569200516;10.3632001877;4;22.2658027411;
10;2;14.0003671646;12.2827939987;3;27.3549442291;2;11.6797409058;10.4951858521;4;23.5306534767;
11;2;16.0003662109;12.4589796066;3;27.8162534237;2;12.0591964722;11.0209560394;4;24.6489018202;
12;2;18.0003662109;12.5;3;28.2438662052;2;14.0591964722;11.4571752548;4;25.6380903721;
13;2;19.2571258545;12.5;3;28.7225353718;2;16.0591964722;11.8107032776;5;26.5222804546;
14;2;20.3648262024;12.5;3;29.2540192604;2;17.3142776489;12.0916318893;5;27.3279397488;
15;2;21.4844112396;12.5;3;29.8387761116;2;18.4241714478;12.3113050461;5;28.0808603764;
16;2;22.6159801483;12.5;3;30.4756183624;2;19.5483036041;12.4808797836;5;28.5832509995;
17;2;23.7592697144;12.5;3;31.1614055634;2;20.6875495911;12.5;5;29.0998392105;
18;2;24.0113162994;12.5;4;31.8908295631;2;21.8425254822;12.5;5;29.6697235107;
19;2;24.1754360199;12.5;5;32.6563434601;2;22.9009170532;12.5;6;30.2922105789;
20;2;24.3476772308;12.5;6;33.4482889175;2;23.0876636505;12.5;6;30.9647336006;
21;2;24.5258655548;12.5;6;34.2552452087;2;23.2894210815;12.5;6;31.6826052666;
22;2;24.7074298859;12.5;6;35.0645933151;2;23.504781723;12.5;6;32.4389019012;
23;2;24.8895339966;12.5;6;35.8632593155;2;23.7316703796;12.5;6;33.2245311737;
24;2;25.0692329407;12.5;6;36.6385421753;3;23.9673595428;12.5;5;34.0285177231;
25;2;23.0692329407;13.5;6;37.3789234161;3;24.2085552216;12.5;6;34.8385095596;
26;2;22.0692329407;13.5;6;38.0747518539;3;24.4515533447;12.5;6;35.6414785385;
27;2;22.0692329407;14.5;6;38.7187156677;3;24.6924438477;12.5;6;36.424533844;
28;2;21.0692329407;13.5;6;39.3060531616;3;24.9273605347;12.5;6;37.1757497787;
29;2;21.625;14.5;7;39.8345108032;3;25.1527252197;12.5;6;37.8848962784;
30;2;22.625;15.5;7;40.3040952682;3;23.3654689789;13.5;6;38.5439720154;
31;2;22.625;16.5;7;40.7166795731;3;22.3654689789;13.5;6;40.1474952698;
32;2;21.625;15.5;7;41.07554245;3;23.3654689789;14.8999996185;6;40.7325277328;
33;2;21.625;15.5;7;41.3849086761;3;23.5;15.5;6;41.259663105;
34;2;20.625;14.5;7;41.6495399475;3;23.5;16.9324741364;6;41.7302963734;
35;2;20.625;14.5;7;41.8743858337;3;22.8370666504;15.5;6;42.1473597288;
36;2;19.625;13.5;7;42.0;3;22.5;15.9668426514;6;42.5148543119;
37;2;20.625;14.5;7;42.0;3;21.8635520935;14.5;6;42.8374216557;
38;2;21.625;15.5;7;42.0;3;21.5;15.0030994415;6;43.1199748516;
39;2;23.625;17.5;7;42.0;3;20.5;14.0219268799;6;43.3530313969;
