Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;4;23.5601437092;2;10.3000001907;10.0;3;21.0;
6;2;9.5077495575;11.2650718689;4;24.1471960545;2;11.3000001907;10.0;2;21.0599999428;
7;2;10.4331197739;11.543302536;4;24.6201093197;2;11.3179998398;10.0;2;21.5335636139;
8;2;10.5395240784;11.7641716003;4;25.2443172932;2;11.4600687027;10.1999998093;2;21.9377998114;
9;2;10.6799716949;12.0549411774;4;25.7438752651;2;11.5813398361;10.3632001877;1;22.2840082645;
10;2;10.7923717499;12.2827939987;4;26.141277194;2;11.6852025986;10.4951858521;1;23.4481773376;
11;2;10.8817873001;12.4589796066;5;26.2695188522;2;12.034453392;11.0209560394;1;24.4414664507;
12;2;13.8025035858;12.5;5;26.3168779612;2;14.034453392;11.4571752548;1;25.2779132128;
13;2;15.8025035858;12.5;5;26.365380168;2;16.0344524384;11.8107032776;2;25.9779809713;
14;2;16.8344669342;12.5;5;26.4150065184;2;17.1509895325;12.0916318893;2;26.5645889044;
15;2;17.8456344604;12.5;5;26.4657343626;2;18.1951675415;12.3113050461;2;27.060223341;
16;2;18.8570461273;12.5;5;26.5175373554;2;18.6125736237;12.4808797836;2;27.2642745972;
17;2;19.8687019348;12.5;5;26.5703849792;2;19.6125736237;12.5;2;27.439432621;
18;2;19.9783363342;12.5;5;26.6242431402;2;20.6125736237;12.5;2;27.6238675117;
19;2;19.9904556274;12.5;5;26.6790736914;2;21.5;12.5;3;27.8174073696;
20;2;20.0027923584;12.5;7;26.7348344326;2;21.5;12.5;4;28.0197701454;
21;2;20.0153369904;12.5;7;26.7914797068;3;21.5;12.5;4;28.2305569649;
22;2;20.0280838013;12.5;7;26.8489596844;3;21.5;12.5;5;28.4492475986;
23;2;20.041015625;12.5;7;26.9072211981;3;21.5;12.5;5;28.6751992702;
24;2;20.0541248322;12.5;8;26.9662073851;3;21.5;12.5;5;28.907648325;
25;2;19.625;13.0898618698;9;27.0258579254;3;21.5;12.5;5;29.1457161903;
26;2;20.0808181763;12.5;9;27.0861098766;3;21.5;12.5;5;29.3884181976;
27;2;19.625;13.5;9;27.1468968391;3;21.5;12.5;5;29.634677887;
28;2;19.625;13.5734481812;9;27.20814991;3;21.5;12.5;5;29.8833432198;
29;2;20.1218338013;12.5;9;27.2697980404;3;21.5;12.5;5;30.1332073212;
30;2;19.625;13.5;10;27.3317680359;3;19.5;13.5;6;30.3830299377;
31;2;19.625;13.6658840179;11;27.393985033;3;18.5;14.5;6;30.6315627098;
32;2;20.163646698;12.5;11;27.4563727379;3;17.5;15.5;6;30.877573967;
33;2;19.625;13.5;11;27.5188536644;3;16.5;16.5;6;31.11987257;
34;2;19.625;13.7594270706;11;27.5813500881;3;15.5;17.5;6;31.3573312759;
35;2;20.2058029175;12.5;12;27.6437838078;3;16.5;16.5;6;31.5889077187;
36;2;19.625;13.5;12;27.7060770988;3;17.5;16.5;6;32.8136615753;
37;2;20.2338676453;12.5;12;27.7681524754;3;17.5;16.1000003815;6;33.0307679176;
38;2;19.625;13.5;12;27.8299334049;3;18.5;17.1000003815;6;33.2395277023;
39;2;19.625;13.9149665833;12;27.8913447857;3;19.1718578339;18.1000003815;6;33.4393730164;
