Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;3;21.0;1;9.0;10.0;5;20.0;
3;2;8.14999961853;10.0;3;22.0299999714;1;9.0;10.0;5;20.0;
4;2;8.30449962616;10.5;3;22.900591135;1;9.0;10.0;5;20.0;
5;2;8.43508911133;10.9200000763;3;23.6219098568;1;10.0;10.0;5;20.0;
6;2;9.52164745331;11.2650718689;3;24.2101223469;1;11.0;10.0;5;20.0;
7;2;10.4472780228;11.543302536;3;24.6841782331;1;11.0;10.0;5;20.3999996185;
8;2;10.5539398193;11.7641716003;3;25.3101495504;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;10.6947841644;12.0549411774;3;25.8114621639;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;10.8075790405;12.2827939987;3;26.2106050253;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;10.8973855972;12.4589796066;4;26.3405687809;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;13.8181018829;12.5;4;26.3896260262;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;15.8181018829;12.5;4;26.4397966862;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;16.8512115479;12.5;4;26.4910563231;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;17.862745285;12.5;4;26.5433766842;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;18.8745155334;12.5;4;26.5967253447;1;16.6125736237;12.4808797836;5;25.0;
17;2;19.8865184784;12.5;4;26.6510663033;1;17.6125736237;12.5;5;25.0;
18;2;19.9964904785;12.5;4;26.7063593864;1;18.6125736237;12.5;5;25.0;
19;2;20.0089302063;12.5;4;26.7625607252;1;19.5;12.5;6;25.0;
20;2;20.0215759277;12.5;6;26.8196225166;1;19.5;12.5;6;25.0;
21;2;20.0344142914;12.5;6;26.8774933815;1;19.5;12.5;6;25.0;
22;2;20.0474357605;12.5;7;26.9361182451;1;19.5;12.5;7;25.0;
23;2;20.0606269836;12.5;7;26.9954385757;1;19.5;12.5;7;25.0;
24;2;20.0739746094;12.5;7;27.0553927422;1;19.5;12.5;7;25.0;
25;2;20.0874633789;12.5;7;27.1159160137;1;19.5;12.5;7;25.0;
26;2;20.1010818481;12.5;7;27.176940918;1;19.5;12.5;7;25.0;
27;2;19.625;13.5;7;27.2383973598;1;19.5;12.5;7;25.0;
28;2;18.1286392212;13.5;7;27.3002130985;1;19.5;12.5;7;25.0;
29;2;17.1425476074;14.5;7;27.3623139858;1;19.5;12.5;7;25.0;
30;2;16.1565208435;15.5;7;27.4246244431;1;17.5;13.5;8;25.0;
31;2;15.170539856;16.5;7;27.4870676994;1;16.5;14.5;8;25.0;
32;2;14.5595903397;17.5;7;27.5495660305;1;15.5;15.5;8;25.0;
33;2;14.5736522675;18.5;7;27.6120414734;1;14.5;16.5;8;25.0;
34;2;14.5877094269;19.5;7;27.6744158268;1;13.5;17.5;8;25.0;
35;2;14.6017436981;20.5;8;27.7366116047;1;12.5;18.5;8;25.0;
36;2;14.615737915;21.5;8;27.7985517979;1;12.0;19.5;8;25.0;
37;2;14.6296739578;22.5;8;27.8601603508;1;12.0;20.5;8;25.0;
38;2;14.643535614;23.5;10;27.9213631153;1;12.0;21.5;9;25.0;
39;2;15.0;22.5;10;27.9820876122;1;13.0;19.5;10;25.0;
40;3;15.6709699631;23.0;10;29.0422635078;1;14.0;18.5;10;25.0;
41;3;17.0;22.0;11;29.2318230867;1;15.0;17.5;11;25.0;
42;3;16.9521598816;21.5;11;29.4361323118;1;16.0;16.5;12;25.0;
43;3;16.9981307983;22.5;12;29.6565601826;1;17.0;15.5;12;25.0;
44;3;17.0477256775;23.5;12;29.8945038319;1;18.0;14.5;13;25.0;
45;3;17.1012630463;24.5;12;30.1513563395;1;19.0;13.5;13;25.0;
46;3;18.1590557098;22.5;13;30.4284658432;1;19.5;12.5;13;25.0;
47;3;19.2214050293;23.5;13;30.7270858288;1;19.5;12.5;14;25.0;
48;3;20.2885951996;24.5;14;31.0483150482;1;19.5;12.5;14;25.0;
49;3;21.3608703613;25.5;15;31.3930287361;1;17.5;13.5;14;25.0;
50;3;22.4384326935;26.5;16;31.7618031502;1;18.5;14.5;14;25.0;
51;4;23.1464042664;27.5;13;47.1548361778;1;19.5;15.5;14;25.0;
52;5;22.625;30.5;12;58.3218669891;1;19.5;16.5;15;25.0;
53;5;26.3286705017;30.5;12;59.8314766884;1;19.5;17.5;15;25.0;
54;5;28.4277229309;32.5;12;61.2558465004;1;19.5;17.5;14;25.0;
55;5;30.5316848755;34.5;13;62.5942203999;1;19.5;17.5;14;25.0;
56;5;32.6401023865;36.5;13;63.8483660221;1;19.5;17.5;16;25.0;
57;5;34.3268356323;37.5;14;65.0216593742;1;19.5;17.5;16;25.0;
58;6;35.5080795288;37.5;14;66.1182668209;1;19.5;17.5;16;25.0;
59;6;36.6855316162;37.5;14;67.1308526993;2;19.5;17.5;16;25.0;
60;6;37.8558197021;37.5;14;67.9534621239;2;19.5;17.5;16;25.0;
61;6;36.9660720825;38.5;14;68.6333222389;2;19.5;17.5;16;25.0;
62;6;36.8716506958;39.5;14;69.2845964432;2;19.5;17.5;16;25.0;
63;6;34.9797210693;41.5;15;69.9044942856;2;19.5;17.5;16;25.0;
64;6;34.0851364136;43.5;15;71.3865451813;2;19.5;17.5;16;25.0;
65;6;34.1869735718;46.5;17;71.8495895863;2;19.5;17.5;17;25.0;
66;6;34.2844085693;49.5;18;72.2906801701;2;19.5;17.5;16;25.0;
67;6;33.7517700195;52.5;19;72.7075202465;2;19.5;17.5;16;25.0;
68;6;33.8385429382;55.5;19;75.271766901;2;19.5;17.5;17;25.0;
69;6;34.505897522;58.5;20;77.4589612484;2;19.5;17.5;17;25.0;
70;6;33.537651062;57.0891418457;21;79.3121341467;2;17.5;18.5;17;25.0;
71;7;33.4720458984;58.5;20;80.8779802322;1;16.5;19.5;18;25.0;
72;7;33.3405151367;57.1347579956;21;82.0092917681;1;15.5;20.5;18;25.0;
73;7;34.481388092;54.1584396362;22;82.5475805998;1;14.5;21.5;18;25.0;
74;7;33.5063095093;55.1826896667;22;83.0443075895;2;14.5;23.5;17;26.0;
75;7;31.4500007629;59.2075042725;23;83.5010932684;2;16.5;22.5;18;26.0299999714;
76;7;32.4500007629;60.2328681946;23;83.9201691151;2;17.5;22.5;18;26.0605909824;
77;7;31.4500007629;63.7643280029;24;84.3041672707;2;18.5;22.5;19;26.091766119;
78;7;31.4500007629;66.8405838013;24;84.6559380293;2;19.5;22.5;20;26.1235172749;
79;7;32.4500007629;66.9157867432;22;85.9783996344;2;20.5;22.5;20;26.1558350325;
80;7;32.4500007629;70.9898757935;21;86.1455938816;2;21.5;22.5;20;27.2002671957;
81;6;31.4500007629;73.0627975464;21;85.2689896822;3;21.7999992371;23.0;19;29.0458748341;
82;6;33.4500007629;70.1344909668;21;85.4098641872;3;23.0340003967;24.3899993896;19;29.7073591948;
