Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;2;9.19999980927;10.0;4;21.0;
5;2;8.42599964142;10.9200000763;3;23.6501437426;2;10.3000001907;10.0;4;21.0900000334;
6;2;9.52799987793;11.2650718689;3;24.3396611214;2;11.3269996643;10.0;4;21.1871190071;
7;2;10.4764242172;11.543302536;3;24.9285950661;2;11.3561353683;10.0;4;21.7036092281;
8;2;10.6089334488;11.7641716003;3;25.6865624189;2;11.5110826492;10.1999998093;4;22.1564130783;
9;2;10.7794761658;12.0549411774;3;26.3381440639;2;11.6469240189;10.3632001877;4;22.557236433;
10;2;10.9260816574;12.2827939987;3;26.907253623;2;11.7671709061;10.4951858521;4;23.8035871983;
11;2;11.0541315079;12.4589796066;4;27.2282226086;2;12.141076088;11.0209560394;3;24.8916251659;
12;2;13.9748477936;12.5;4;27.4905240536;2;14.141076088;11.4571752548;3;25.8364036083;
13;2;15.9748477936;12.5;4;27.7771704197;2;16.1410751343;11.8107032776;4;26.6592981815;
14;2;17.1521205902;12.5;4;28.0888476372;2;17.3553848267;12.0916318893;4;27.3839819431;
15;2;18.2222480774;12.5;4;28.4258766174;2;18.440984726;12.3113050461;4;28.0334718227;
16;2;19.298078537;12.5;4;28.7881331444;2;19.5340881348;12.4808797836;4;28.407397747;
17;2;20.3795852661;12.5;4;29.1749720573;2;20.6347923279;12.5;4;28.7683298588;
18;2;20.5643692017;12.5;5;29.5851640701;2;21.7430725098;12.5;4;29.1538929939;
19;2;20.6566619873;12.5;5;30.0168495178;2;22.7461681366;12.5;5;29.562889576;
20;2;20.7537918091;12.5;5;30.4675207138;2;22.8688659668;12.5;5;29.9934945107;
21;2;20.8551921844;12.5;5;30.934035778;2;22.9980487823;12.5;5;30.4432339668;
22;2;20.9601573944;12.5;5;31.4126729965;2;23.1329708099;12.5;5;30.9089989662;
23;2;21.0678520203;12.5;6;31.8992233276;2;23.2726993561;12.5;5;31.3870959282;
24;3;21.1773262024;12.5;4;32.3891215324;2;23.4161281586;12.5;5;31.8733391762;
25;3;19.625;13.5;4;32.8776073456;3;23.562002182;12.5;3;32.36317873;
26;3;20.625;12.5;4;33.3599052429;3;23.7089538574;12.5;3;32.8518595695;
27;3;19.625;13.5;3;33.8314113617;3;23.8555583954;12.5;3;33.3346033096;
28;3;19.625;14.5;3;34.2878704071;3;24.0003814697;12.5;3;33.8067913055;
29;3;19.625;15.5;3;34.7255268097;3;24.142036438;12.5;3;34.2641468048;
30;3;20.625;13.5;3;35.1412420273;3;22.142036438;13.5;2;34.7028827667;
31;3;19.625;14.5;4;35.5325679779;3;21.5;14.5;2;35.1198272705;
32;3;19.625;15.5;3;35.8977775574;3;21.5;15.5;2;35.5124940872;
33;3;19.625;16.5;4;36.2358512878;3;20.5;14.5;2;35.8791179657;
34;3;20.625;14.5;5;36.5464267731;3;20.5;14.5;3;36.2186422348;
35;3;21.625;13.5;4;36.8297271729;3;20.5;15.5;3;36.530673027;
36;3;22.2866897583;12.5;3;37.0864648819;3;19.5;14.5;3;36.8154029846;
37;3;22.344455719;12.5;3;37.3177433014;3;19.5;14.5;4;37.0735216141;
38;3;20.344455719;13.5;2;37.5249595642;3;20.5;15.5;4;37.3061151505;
39;3;21.344455719;12.5;3;37.7097082138;3;21.5;16.5;4;37.5145664215;
40;3;22.344455719;12.5;3;37.8737001419;3;21.5;17.5;4;37.7004623413;
41;3;22.5215835571;12.5;5;38.0;3;22.5;15.5;4;38.8655099869;
42;3;22.5499992371;12.5;6;38.0;3;24.5;18.5;5;39.0299999714;
43;3;22.5499992371;14.5;5;38.0;3;26.5;21.5;6;39.0605909824;
44;3;22.5499992371;16.5;4;37.5;3;28.3999996185;23.5;6;39.091766119;
45;3;22.4375;18.5;4;37.6875;3;29.3999996185;25.5;6;39.1235172749;
46;3;22.4796867371;20.5;4;37.3540229797;3;30.3999996185;27.5;6;39.1558350325;
47;3;22.4046554565;22.25;3;37.8675003052;3;30.3999996185;27.9623336792;6;39.1887089014;
48;3;22.5201873779;22.4337501526;3;37.5;3;30.7566127777;27.5;7;39.2221269608;
49;3;22.4375;22.5;3;37.6875;3;30.7666378021;27.5;7;39.2560760975;
50;3;22.4796867371;22.5;3;37.8540229797;3;30.7768230438;27.5;9;39.2905418873;
51;3;22.5171546936;22.5;3;38.0;3;30.7871627808;27.5;9;39.3255085945;
52;3;22.5499992371;22.5;3;38.0;3;30.7976531982;27.5;9;39.3609591722;
53;4;23.5499992371;23.5;2;38.5;3;30.8082885742;27.5;9;39.3968753815;
54;0;0;0;0;0;3;30.8190612793;27.5;10;39.4332377911;
