Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3000001907;10.0;5;21.3999996185;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.4200000763;10.1999998093;5;21.7264003754;
9;2;10.4247236252;12.2549409866;2;25.5655879974;2;11.5179204941;10.3632001877;5;21.9903717041;
10;2;10.7522573471;12.2827939987;2;25.9579591751;2;11.597111702;10.4951858521;5;23.0719120502;
11;2;10.8405408859;12.4589796066;3;26.0811839104;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;13.7612571716;12.5;3;26.1235535145;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;15.7612571716;12.5;3;26.1671074629;2;15.9215736389;11.8107032776;4;25.3067810535;
14;2;16.789855957;12.5;3;26.211841464;2;16.5920333862;12.0916318893;4;25.7784451246;
15;2;17.7999210358;12.5;3;26.2577478886;2;16.7335338593;12.3113050461;4;26.1504684687;
16;2;18.8102493286;12.5;3;26.3048160076;2;16.8451404572;12.4808797836;4;26.2221269608;
17;2;19.8208389282;12.5;2;26.3530313969;2;18.7534217834;12.5;4;26.2560760975;
18;2;19.9294319153;12.5;3;26.4023760557;2;19.7636070251;12.5;4;26.2905418873;
19;2;19.9405345917;12.5;4;26.4528282881;2;20.7739467621;12.5;5;26.3255085945;
20;2;19.9518871307;12.5;4;26.5043625832;2;21.7844352722;12.5;5;26.3609591722;
21;2;19.9634819031;12.5;4;26.5569496155;2;21.9082870483;12.5;5;26.3968753815;
22;2;19.9753131866;12.5;5;26.6105561256;2;21.9190635681;12.5;5;26.4332377911;
23;2;19.9873752594;12.5;5;26.6651450396;3;21.9299716949;12.5;4;26.4700255394;
24;2;19.9996566772;12.5;5;26.72067523;3;21.9410076141;12.5;5;26.5072168112;
25;3;20.0121517181;12.5;4;26.7771017551;4;21.9521656036;12.5;4;26.5447884798;
26;3;20.024848938;12.5;5;26.8343759775;4;21.9634361267;12.5;4;26.5827163458;
27;3;19.625;13.4171876907;6;26.8924454451;4;21.5;13.1330862045;4;26.6209751368;
28;3;17.625;14.4462223053;6;26.9512542486;4;21.9862918854;12.5;4;26.6595385075;
29;3;16.625;15.4756269455;7;27.0107431412;4;21.9978618622;12.5;4;26.6983793974;
30;3;16.0774173737;15.5;7;27.0708494186;4;22.009513855;12.5;4;27.7374696732;
31;3;15.0909414291;16.5;7;27.1315076351;4;23.0212402344;12.8999996185;4;27.8067804575;
32;3;14.4795894623;17.5;8;27.1926498413;4;23.5;13.2107124329;4;27.8768732548;
33;3;14.4933462143;18.5;8;27.2542052269;4;24.044883728;12.9242362976;4;27.9477108717;
34;3;14.0;20.5;8;27.3161010742;4;23.8275299072;13.2423782349;4;28.0192545652;
35;3;14.0;21.6580505371;8;27.3782629967;4;24.4057769775;12.5;4;28.0914635658;
36;3;14.0;22.6891307831;8;27.4406147003;4;23.5;13.7365846634;4;28.164296031;
37;3;14.0;23.7203063965;9;28.5030794144;4;24.4492893219;12.5;4;28.2377080917;
38;3;15.0;25.2515392303;9;28.5955793858;4;24.4713134766;12.5;4;28.3116548061;
