Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;10.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3000001907;10.0;3;21.3999996185;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;11.4200000763;10.1999998093;3;21.7264003754;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;10.5272569656;12.482793808;3;25.9179592133;2;11.597111702;10.4951858521;3;23.0719120502;
11;2;10.8315410614;12.4589796066;3;26.0399999619;2;11.9215736389;11.0209560394;3;23.9749414921;
12;2;12.8315410614;12.5;3;26.0811839104;2;13.9215736389;11.4571752548;3;24.7131726742;
13;2;14.8315410614;12.5;3;26.1235535145;2;15.9215736389;11.8107032776;4;25.3067810535;
14;2;15.8593406677;12.5;3;26.1671074629;2;16.94962883;12.0916318893;4;25.7784451246;
15;2;16.869140625;12.5;3;26.211841464;2;17.9593238831;12.3113050461;4;26.1504684687;
16;2;17.8792057037;12.5;3;26.2577478886;2;18.9691867828;12.4808797836;4;26.2221269608;
17;2;18.8895339966;12.5;3;26.3048160076;2;19.9792118073;12.5;4;26.2560760975;
18;2;19.9001235962;12.5;4;26.3530313969;2;20.989397049;12.5;4;26.2905418873;
19;2;19.9294319153;12.5;5;26.4023760557;2;21.8871631622;12.5;5;26.3255085945;
20;2;19.625;12.920712471;6;26.4528282881;2;21.8976516724;12.5;5;26.3609591722;
21;2;19.9518871307;12.5;6;26.5043625832;2;21.9082870483;12.5;5;26.3968753815;
22;2;19.9634819031;12.5;6;26.5569496155;2;21.9190635681;12.5;5;26.4332377911;
23;2;19.9753131866;12.5;6;26.6105561256;2;21.9299716949;12.5;5;26.4700255394;
24;2;19.9873752594;12.5;6;26.6651450396;2;21.9410076141;12.5;5;26.5072168112;
25;2;19.625;12.99954319;6;26.72067523;2;21.9521656036;12.5;5;26.5447884798;
26;3;20.0121517181;12.5;5;26.7771017551;3;21.5;12.8861970901;5;26.5827163458;
27;3;20.024848938;12.5;5;26.8343759775;3;21.5;13.1330862045;6;26.6209751368;
28;3;19.625;13.4171876907;5;26.8924454451;4;21.9862918854;12.5;5;26.6595385075;
29;3;20.0508003235;12.5;5;26.9512542486;4;21.9978618622;12.5;5;26.6983793974;
30;3;18.064031601;13.5;5;27.0107431412;4;19.5;14.1793518066;5;26.7374696732;
31;3;17.0774173737;14.5;5;27.0708494186;4;18.5;15.1949882507;4;26.7767804861;
32;3;16.0909404755;15.5;5;27.1315076351;4;17.5;16.2107124329;3;26.8162822723;
33;3;15.1045894623;16.5;4;27.1926498413;4;16.5;17.2265129089;3;26.8559447527;
34;3;14.4933462143;17.5;4;27.2542052269;4;15.5;18.2423782349;3;26.8957372904;
35;3;14.5071964264;18.5;4;27.3161010742;4;14.5;19.2582950592;4;26.9356285334;
36;3;14.5211229324;19.5;3;27.3782629967;4;14.0;20.2742519379;5;26.9755871296;
37;3;14.5351085663;20.5;4;27.4406147003;4;14.0;21.2902355194;5;27.015581131;
38;3;14.5491380692;21.5;5;27.5030794144;4;14.0;22.3062324524;5;27.0555787086;
