Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;4;21.0;1;9.0;10.0;4;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;9.0;10.0;4;20.0;
5;2;8.42599964142;10.9200000763;3;23.6501437426;1;10.0;10.0;4;20.0;
6;2;9.52799987793;11.2650718689;3;24.3396611214;1;11.0;10.0;4;20.0;
7;2;10.4764242172;11.543302536;3;24.9285950661;1;11.0;10.0;3;20.3999996185;
8;2;10.6089334488;11.7641716003;3;25.6865624189;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;10.7794761658;12.0549411774;3;26.3381440639;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;10.9260816574;12.2827939987;3;26.907253623;1;11.2971115112;10.4951858521;3;22.0419120789;
11;2;11.0541315079;12.4589796066;4;27.2282226086;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;13.9748477936;12.5;4;27.4905240536;1;11.8743057251;11.4571752548;2;23.6214065552;
13;2;15.9748477936;12.5;4;27.7771704197;1;13.6125736237;11.8107032776;3;24.1832637787;
14;2;17.1521205902;12.5;4;28.0888476372;1;14.6125736237;12.0916318893;3;24.6226100922;
15;2;18.2222480774;12.5;4;28.4258766174;1;15.6125736237;12.3113050461;3;24.9617595673;
16;2;19.298078537;12.5;4;28.7881331444;1;16.6125736237;12.4808797836;3;25.0;
17;2;20.3795852661;12.5;4;29.1749720573;1;17.6125736237;12.5;3;25.0;
18;2;20.5643692017;12.5;5;29.5851640701;1;18.6125736237;12.5;3;25.0;
19;2;20.6566619873;12.5;5;30.0168495178;1;19.5;12.5;4;25.0;
20;2;20.7537918091;12.5;5;30.4675207138;1;19.5;12.5;4;25.0;
21;2;20.8551921844;12.5;5;30.934035778;1;19.5;12.5;4;25.0;
22;3;20.9601573944;12.5;4;31.4126729965;1;19.5;12.5;4;25.0;
23;3;21.0678520203;12.5;4;31.8992233276;1;19.5;12.5;4;25.0;
24;3;21.1773262024;12.5;5;32.3891215324;1;19.5;12.5;4;25.0;
25;3;19.625;13.5;5;32.8776073456;1;19.5;12.5;5;25.0;
26;3;19.625;14.5;5;33.3599052429;1;19.5;12.5;5;25.0;
27;3;19.625;15.5;5;33.8314113617;1;19.5;12.5;5;25.0;
28;3;19.625;16.5;5;34.2878704071;1;19.5;12.5;5;25.0;
29;3;19.625;17.1439361572;5;34.7255268097;1;19.5;12.5;5;25.0;
30;3;18.625;16.1439361572;5;36.1412420273;1;17.5;13.5;3;25.0;
31;3;19.625;16.6439361572;5;36.5625679493;1;16.5;14.5;2;25.0;
32;3;21.625;17.1439361572;5;36.9583685398;1;15.5;15.5;2;25.0;
33;3;21.625;18.4791851044;5;37.3276174068;1;14.5;16.5;2;25.0;
34;3;20.8706474304;16.9488887787;5;37.6699440479;1;13.5;17.5;2;25.0;
35;3;20.8777923584;16.9488887787;6;37.9855622053;1;12.5;18.5;2;25.0;
36;3;20.5467529297;16.9488887787;6;38.2751737833;1;12.0;19.5;3;25.0;
37;3;19.6119155884;16.9488887787;6;38.5398702621;1;12.0;20.5;2;25.0;
38;3;18.6194343567;15.9488887787;6;38.7810356617;1;12.0;21.5;2;25.0;
39;3;18.0020713806;15.5;6;39.0002501011;1;13.0;19.5;3;25.0;
40;3;19.0098266602;16.5;6;39.1992087364;1;12.0;20.5;3;25.0;
41;3;19.1948223114;17.5;7;39.3609591722;1;12.0;21.5;3;25.0;
42;3;19.2312145233;18.5;7;39.3968753815;1;13.0;19.5;4;25.0;
43;3;19.2392959595;19.5;7;39.4332377911;1;12.0;20.5;5;25.0;
44;3;19.9249992371;19.5;8;39.4700255394;1;12.0;21.5;6;25.0;
45;3;20.9249992371;21.5;8;39.5072168112;1;13.0;19.5;6;25.0;
46;3;22.2641220093;23.5;8;39.5447884798;1;12.0;20.5;7;25.0;
47;4;22.9249992371;25.5;7;39.5827163458;1;12.0;21.5;7;25.0;
