Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.0;10.0;5;20.3999996185;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;11.2971115112;10.4951858521;5;22.0419120789;
11;1;10.6065406799;12.4589796066;5;25.0;1;11.6125736237;11.0209560394;5;22.9143505096;
12;1;12.5272569656;12.5;5;25.0;1;11.8743057251;11.4571752548;5;23.6214065552;
13;1;13.5272569656;12.5;5;25.0;1;13.6125736237;11.8107032776;6;24.1832637787;
14;1;14.5272569656;12.5;5;25.0;2;15.6125736237;12.0916318893;5;25.6226100922;
15;1;15.5272569656;12.5;5;25.0;2;17.6125736237;12.3113050461;5;25.9917595387;
16;1;16.527256012;12.5;5;25.0;2;18.9215736389;12.4808797836;5;26.0605909824;
17;1;17.527256012;12.5;6;25.0;2;19.9307518005;12.5;5;26.091766119;
18;1;17.625;12.5;6;25.0;2;20.9401035309;12.5;5;26.1235172749;
19;1;17.625;12.5;7;25.0;2;21.8370552063;12.5;4;26.1558350325;
20;1;17.625;12.5;7;25.0;2;21.8467502594;12.5;4;26.1887089014;
21;1;17.625;12.5;7;25.0;2;21.8566131592;12.5;6;26.2221269608;
22;1;17.625;12.5;7;25.0;2;21.8666381836;12.5;6;26.2560760975;
23;1;17.625;12.5;9;25.0;2;21.8768234253;12.5;6;26.2905418873;
24;1;17.625;12.5;9;25.0;2;21.8871631622;12.5;6;26.3255085945;
25;1;15.625;13.5;9;25.0;2;21.8976516724;12.5;6;26.3609591722;
26;1;14.625;14.5;9;25.0;2;21.9082870483;12.5;8;26.3968753815;
27;1;13.625;15.5;9;25.0;2;21.9190635681;12.5;8;26.4332377911;
28;1;12.625;16.5;11;25.0;3;21.5;13.0732955933;7;26.4700255394;
29;1;12.0;17.5;11;25.0;3;21.5;12.5;7;26.5072168112;
30;1;12.0;18.5;11;25.0;3;19.9521656036;13.5;8;26.5447884798;
31;2;13.0;16.5;9;48.0;3;18.9634361267;14.5;8;26.5827163458;
32;2;15.0;16.5;9;49.3799991608;3;17.9748153687;15.5;8;26.6209751368;
33;2;17.0;16.5;11;50.5063552856;3;16.9862918854;16.5;8;26.6595385075;
34;2;18.0;16.5;11;51.3974571228;3;15.9978618622;17.5;8;26.6983793974;
35;2;19.0;16.5;11;52.0844631195;3;15.009513855;18.5;8;26.7374696732;
36;2;19.625;17.5;11;52.6032752991;3;14.521241188;19.5;9;27.7767804861;
37;2;19.625;18.5;11;52.988817215;3;15.0;21.6107120514;8;27.8562822342;
38;2;19.625;19.5;11;53.0;3;16.0;22.6425132751;9;27.9371286631;
39;2;19.625;20.5;12;53.0;3;17.0;20.6748523712;10;28.0192908049;
40;2;19.625;21.5;12;53.0;3;16.0;21.7077159882;10;28.1027359962;
41;2;19.625;22.5;13;53.0;3;16.0;22.7410945892;11;28.1874285936;
