Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;10.0;10.0;6;20.0;
6;1;9.27600002289;11.2650718689;6;23.086605072;1;11.0;10.0;6;20.0;
7;1;10.194486618;11.543302536;6;23.5283432007;1;11.0;10.0;6;20.3999996185;
8;1;10.2938766479;11.7641716003;6;24.1098823547;1;11.1199998856;10.1999998093;6;20.7264003754;
9;1;10.4247236252;12.0549411774;5;24.5655879974;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;10.5272569656;12.482793808;4;25.9179592133;1;11.2971115112;10.4951858521;6;22.0419120789;
11;2;10.8315410614;12.4589796066;4;26.0299999714;1;11.6125736237;11.0209560394;6;22.9143505096;
12;2;12.8315410614;12.5;4;26.0605909824;1;11.8743057251;11.4571752548;6;23.6214065552;
13;2;14.8315410614;12.5;3;26.091766119;1;12.8743057251;11.8107032776;6;24.1832637787;
14;2;15.8521881104;12.5;3;26.1235172749;1;13.8743057251;12.0916318893;6;24.6226100922;
15;2;16.8593330383;12.5;3;26.1558350325;1;14.3867835999;12.3113050461;6;24.9617595673;
16;2;17.8666038513;12.5;3;26.1887089014;1;14.488527298;12.4808797836;6;25.0;
17;2;18.8740005493;12.5;3;26.2221269608;1;16.3867835999;12.5;6;25.0;
18;2;19.8815193176;12.5;3;26.2560760975;1;17.3867835999;12.5;6;25.0;
19;2;19.907617569;12.5;3;26.2905418873;1;18.3867835999;12.5;7;25.0;
20;2;19.9153709412;12.5;3;26.3255085945;1;19.3867835999;12.5;7;25.0;
21;2;19.9232387543;12.5;3;26.3609591722;1;19.5;12.5;7;25.0;
22;2;19.9312152863;12.5;3;26.3968753815;1;19.5;12.5;7;25.0;
23;2;19.9392967224;12.5;10;26.4332377911;1;19.5;12.5;7;25.0;
24;2;19.947479248;12.5;10;26.4700255394;1;19.5;12.5;7;25.0;
25;2;19.9557552338;12.5;10;26.5072168112;1;19.5;12.5;8;25.0;
26;2;19.9641227722;12.5;10;26.5447884798;1;19.5;12.5;8;25.0;
27;2;19.625;13.2723941803;11;26.5827163458;1;19.5;12.5;8;25.0;
28;2;19.9811115265;12.5;11;26.6209751368;1;19.5;12.5;8;25.0;
29;2;19.625;13.3104877472;11;26.6595385075;1;19.5;12.5;8;25.0;
30;2;19.625;13.3297691345;11;26.6983793974;1;19.5;12.5;8;25.0;
31;2;20.0071353912;12.5;11;26.7374696732;1;19.5;12.5;8;25.0;
32;2;19.625;13.3687343597;11;26.7767804861;1;19.5;12.5;8;25.0;
33;2;19.625;13.3883905411;11;26.8162822723;1;19.5;12.5;8;25.0;
34;2;19.625;13.4081411362;11;26.8559447527;1;19.5;12.5;8;25.0;
35;2;19.625;13.4279727936;11;26.8957372904;1;19.5;12.5;8;25.0;
36;2;19.625;13.4478683472;11;26.9356285334;1;19.5;12.5;8;25.0;
37;2;19.625;13.4678144455;11;26.9755871296;1;19.5;12.5;8;25.0;
38;2;20.0695075989;12.5;11;27.015581131;1;19.5;12.5;8;25.0;
39;2;19.625;13.5;11;27.0555787086;1;19.5;12.5;8;25.0;
40;2;19.625;13.5277891159;11;27.0955479145;1;19.5;12.5;9;25.0;
41;2;19.625;13.5477743149;11;27.135456562;1;19.5;12.5;9;25.0;
