Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;2;9.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;5;20.0;
6;2;11.2760000229;11.2650718689;4;24.1166050434;1;11.0;10.0;4;20.0;
7;2;13.194486618;11.543302536;3;24.5889341831;1;11.0;10.0;4;20.3999996185;
8;2;13.5325098038;11.7641716003;3;25.212254405;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;13.6727571487;12.0549411774;3;25.7109264135;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;13.7849578857;12.2827939987;3;26.1074465513;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;15.7849578857;12.4589796066;4;26.2348128557;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;17.7849578857;12.5;4;26.2813059092;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;18.8155517578;12.5;4;26.328953743;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;19.8262710571;12.5;4;26.3777402639;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;20.8372497559;12.5;4;26.4276455641;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;21.8484764099;12.5;4;26.4786461592;2;17.6125736237;12.4808797836;4;26.0;
17;2;22.8599510193;12.5;4;26.5307145119;2;19.6125736237;12.5;4;26.0399999619;
18;2;22.9694099426;12.5;5;26.5838193893;2;20.9245738983;12.5;4;26.0811839104;
19;2;22.9813594818;12.5;6;26.6379255056;2;21.8243560791;12.5;4;26.1235535145;
20;2;22.625;12.9913778305;7;26.6929937601;2;21.8370666504;12.5;4;26.1671074629;
21;2;23.0059242249;12.5;7;26.7489811182;2;21.8501319885;12.5;6;26.211841464;
22;3;23.0185203552;12.5;6;26.8058408499;2;21.8635520935;12.5;6;26.2577478886;
23;3;22.625;12.5;6;26.8635222912;2;21.877325058;12.5;6;26.3048160076;
24;3;22.625;13.431760788;6;26.9219712019;2;21.8914451599;12.5;6;26.3530313969;
25;3;23.0574436188;12.5;6;26.9811300039;2;21.9059104919;12.5;6;26.4023760557;
26;3;22.625;13.4905653;6;27.0409376621;2;21.9207134247;12.5;8;26.4528282881;
27;3;22.625;13.5204687119;7;27.1013302803;2;21.9358482361;12.5;8;26.5043625832;
28;3;22.625;13.5506649017;7;27.1622409821;2;21.5;13.1017446518;8;26.5569496155;
29;3;22.625;13.581120491;7;27.2236001492;2;21.5;13.1227798462;8;26.6105561256;
30;3;22.625;13.6118001938;7;27.285336256;2;19.9831676483;13.5;9;26.6651450396;
31;4;23.1392002106;12.5;6;27.3473753929;2;18.9995441437;14.5;9;26.72067523;
32;4;22.625;12.5;6;27.409642458;2;18.0162029266;15.5;9;26.7771017551;
33;4;23.1671695709;12.5;6;27.4720609188;2;17.0331306458;16.5;9;26.8343759775;
34;4;23.1812133789;12.5;6;28.534553051;2;16.0503120422;17.5;9;26.8924454451;
35;4;23.625;14.0;6;28.6270411015;2;15.0677337646;18.5;9;26.9512542486;
36;4;23.2093353271;13.5;6;28.7200379372;2;14.5853767395;19.5;9;27.0107431412;
37;4;23.625;14.030295372;6;28.8134589195;2;14.603222847;20.5;9;27.0708494186;
38;4;22.4830284119;13.5;6;28.9072186947;2;14.621254921;21.5;9;27.1315076351;
