Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;4;24.1666051149;1;11.0;10.0;5;20.0;
7;2;10.4374866486;11.543302536;4;24.6938792467;1;11.0;10.0;5;20.3999996185;
8;2;10.5561218262;11.7641716003;4;25.3783872128;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;10.7101373672;12.0549411774;4;25.9448523521;2;11.5179204941;10.3632001877;4;22.0603717566;
10;2;10.8375911713;12.2827939987;4;26.4161262512;2;11.6181116104;10.4951858521;4;23.2074631453;
11;2;10.9436283112;12.4589796066;5;26.6255387068;2;11.9622392654;11.0209560394;4;24.1828715801;
12;2;13.8643445969;12.5;5;26.7616688013;2;13.9622392654;11.4571752548;4;25.0006883144;
13;2;15.8643445969;12.5;4;26.9068008661;2;15.9622383118;11.8107032776;5;25.6814495325;
14;2;16.956287384;12.5;4;27.0611219406;2;17.0620288849;12.0916318893;5;26.2481688261;
15;2;17.9910087585;12.5;4;27.2247519493;2;18.1002407074;12.3113050461;5;26.723449707;
16;2;19.0278244019;12.5;4;27.3977320194;2;19.1410808563;12.4808797836;5;26.9068236351;
17;2;20.0667457581;12.5;4;27.5800139904;2;20.1846199036;12.5;5;27.0611462593;
18;2;19.625;13.2740039825;4;27.771450758;2;21.2309169769;12.5;5;27.2247776985;
19;2;19.625;13.3314352036;4;27.971786499;2;22.167432785;12.5;6;27.3977591991;
20;2;20.2936515808;12.5;6;28.1806499958;2;22.2193279266;12.5;4;27.5800426006;
21;2;20.3406467438;12.5;6;28.3975496292;2;22.2740135193;12.5;4;27.7714805603;
22;2;19.625;13.5;5;28.621871233;2;22.3314437866;12.5;3;27.9718174934;
23;2;19.625;13.586561203;5;28.852878809;2;22.391544342;12.5;3;28.1806821823;
24;3;19.625;13.6558637619;6;29.0897197723;2;22.4542045593;12.5;2;28.3975830078;
25;3;17.625;13.5;6;29.331433773;3;22.5192756653;12.5;2;28.6219055653;
26;3;16.625;15.5;6;29.5769639015;3;22.5865707397;12.5;2;28.8529140949;
27;3;15.625;17.5;7;29.8251743317;3;21.5;13.5;3;29.089756012;
28;3;15.625;16.5;7;30.074868679;3;20.5;13.5;3;29.3314704895;
29;3;15.1418457031;17.5;7;30.3248124123;3;20.5;13.5;3;29.5770010948;
30;3;15.1980829239;18.5;7;30.5737571716;3;19.5;13.5;3;29.8252120018;
31;3;15.2540950775;19.5;6;30.8204650879;3;18.9475631714;14.5;3;30.0749063492;
32;3;15.3096046448;20.5;7;31.0637335777;3;18.0224723816;15.5;3;30.3248500824;
33;3;15.3643398285;21.5;7;32.302418232;3;17.097454071;16.5;3;30.5737948418;
34;3;16.4180450439;23.0;7;32.6654552221;3;16.1721382141;17.5;4;30.8205022812;
35;3;17.4704780579;23.5;7;33.0373100042;3;15.7461509705;18.5;4;31.0637698174;
36;3;17.8083953857;24.5;7;33.4185609818;3;15.8191308975;19.5;5;32.3024535179;
37;3;17.0;24.2188625336;8;33.8099348545;3;16.8907356262;20.5;5;32.6654895544;
38;3;16.0;26.3091678619;8;34.2122803926;3;16.0;22.5;5;33.0373433828;
39;3;16.0;28.4093551636;8;34.6265313625;3;17.0;21.5;6;33.4185929298;
