Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;6;23.086605072;1;11.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;6;23.5283432007;1;11.0;10.0;5;20.3999996185;
8;1;10.2938766479;11.7641716003;6;24.1098823547;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;10.4247236252;12.0549411774;6;24.5655879974;1;11.2179203033;10.3632001877;5;20.9903717041;
10;1;10.5272569656;12.2827939987;6;24.9179592133;1;11.2971115112;10.4951858521;5;22.0419120789;
11;1;10.6065406799;12.4589796066;6;25.0;1;11.6125736237;11.0209560394;5;22.9143505096;
12;1;11.6065406799;12.5;6;25.0;2;12.1743059158;11.4571752548;4;24.6214065552;
13;1;12.6065406799;12.5;6;25.0;2;14.9125738144;11.8107032776;5;25.233263731;
14;1;13.6065406799;12.5;6;25.0;2;16.9125728607;12.0916318893;5;25.7245850563;
15;1;14.6065406799;12.5;6;25.0;2;17.9431667328;12.3113050461;5;26.1177095175;
16;1;15.6065406799;12.5;6;25.0;2;18.9593582153;12.4808797836;5;26.2119446993;
17;1;16.6065406799;12.5;7;25.0;2;19.9761562347;12.5;5;26.269973278;
18;1;17.6065406799;12.5;7;25.0;2;20.9935646057;12.5;5;26.3300433159;
19;1;17.625;12.5;7;25.0;2;21.8990135193;12.5;6;26.3921557665;
20;1;17.625;12.5;7;25.0;2;21.9176464081;12.5;6;26.4563041925;
21;1;17.625;12.5;7;25.0;2;21.9368915558;12.5;6;26.5224741697;
22;1;17.625;12.5;7;25.0;2;21.956741333;12.5;6;26.5906432867;
23;1;17.625;12.5;7;25.0;2;21.977191925;12.5;6;26.6607804298;
24;1;17.625;12.5;8;25.0;2;21.9982337952;12.5;6;26.7328453064;
25;1;17.625;12.5;8;25.0;2;22.0198535919;12.5;6;26.8067884445;
26;1;17.625;12.5;8;25.0;2;22.0420360565;12.5;8;26.8825509548;
27;1;17.625;12.5;7;25.0;4;21.5;13.2530202866;6;26.9600640535;
28;1;17.625;12.5;7;25.0;4;21.5;13.2840251923;6;27.0392494202;
29;1;17.625;12.5;7;25.0;4;22.1117744446;12.5;6;27.120018959;
30;1;17.625;12.5;7;25.0;4;20.1360054016;13.5;7;27.2022752762;
31;1;17.625;12.5;7;25.0;4;19.1606826782;14.5;7;27.2859115601;
32;1;17.625;12.5;7;25.0;4;18.1857738495;15.5;7;27.3708124161;
33;1;17.625;12.5;7;25.0;4;17.2112426758;16.5;7;27.4568536282;
34;1;17.625;12.5;7;25.0;4;16.2370567322;17.5;8;27.5439035892;
35;1;15.625;13.5;7;25.0;4;15.263171196;18.5;8;27.6318233013;
36;1;14.625;14.5;7;25.0;4;14.0;20.5;8;27.7204678059;
37;1;13.625;15.5;6;25.0;4;14.0;21.588186264;8;27.8096864223;
38;1;12.625;16.5;6;25.0;4;14.0;22.6238746643;9;28.8993241787;
39;1;12.0;17.5;7;25.0;4;16.0;21.0597286224;9;29.1592227221;
40;1;12.0;18.5;8;25.0;4;16.0;22.1636886597;10;29.4461324215;
41;1;13.0;16.5;8;25.0;4;16.0;23.2784538269;10;29.7634291649;
42;1;14.0;15.5;9;25.0;4;17.0;21.4053726196;11;30.1146947145;
