Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;10.0;5;20.0;
5;2;9.27600002289;11.1199998856;3;23.5301437378;1;10.0;10.0;5;20.0;
6;2;11.2760000229;11.2650718689;2;24.2466050386;1;11.0;10.0;5;20.0;
7;2;13.194486618;11.543302536;2;24.872087121;1;11.0;10.0;5;20.3999996185;
8;2;13.5962190628;11.7641716003;2;25.6774437428;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;13.7774248123;12.0549411774;2;26.3907378912;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;13.937915802;12.2827939987;2;27.0383243561;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;15.937915802;12.4589796066;3;27.4570713043;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;17.937915802;12.5;3;27.8389720917;2;12.1743059158;11.4571752548;4;24.6214065552;
13;2;19.1660251617;12.5;3;28.2693893909;2;14.9125738144;11.8107032776;5;25.2232637405;
14;2;20.2628707886;12.5;3;28.7509903908;2;16.9125728607;12.0916318893;5;25.7037940025;
15;2;21.3712291718;12.5;3;29.285469532;2;17.9369277954;12.3113050461;5;26.0853130817;
16;2;22.4914855957;12.5;3;29.8732013702;2;18.949640274;12.4808797836;5;26.1671074629;
17;2;23.6237258911;12.5;3;30.5128965378;2;19.9627056122;12.5;4;26.211841464;
18;2;22.625;13.5;4;31.20129776;2;20.9761257172;12.5;3;26.2577478886;
19;2;23.625;12.5;4;31.9329705238;2;21.5;12.5;3;26.3048160076;
20;2;24.18491745;12.5;4;32.7002444267;2;21.5;12.5;3;26.3530313969;
21;2;22.625;13.5;4;33.4933509827;2;21.5;12.5;5;26.4023760557;
22;2;23.625;12.5;4;34.300784111;2;21.5;12.5;5;26.4528282881;
23;2;22.625;13.5;4;35.1098794937;2;21.5;12.5;5;26.5043625832;
24;2;21.625;13.5;5;35.9075613022;3;21.5;12.5;4;26.5569496155;
25;2;19.625;15.5;6;36.6811733246;3;21.5;12.5;4;26.6105561256;
26;3;18.625;17.5;5;37.4192867279;4;21.5;12.5;5;30.9151450396;
27;4;17.625;19.5;5;38.1123714447;4;20.5;13.5;5;31.0981752872;
28;4;17.0;21.5;5;38.7532558441;4;22.5;12.5;5;31.2803456783;
29;4;18.0;20.5;5;39.3373212814;4;24.5;12.5;5;31.4613128901;
30;4;17.0;22.5;5;39.8624515533;4;21.5;14.5;5;31.6407498121;
31;4;17.0;24.5;6;40.3287677765;4;20.5;16.3993225098;5;31.818346858;
32;4;18.0;23.5;6;40.73823452;4;19.5;17.4468364716;6;32.9938139915;
33;4;17.0;25.5;6;42.0941963196;4;19.5;18.8932285309;6;33.2068829536;
34;4;18.0;28.0;6;42.4909209013;4;19.5;19.9544143677;6;33.4184920788;
35;4;19.0;30.0450000763;7;42.8503041267;4;18.5;21.0147953033;6;33.6284210682;
36;5;20.0;29.0935592651;5;48.1776789427;4;18.0;22.0743083954;7;33.8364695311;
37;5;20.0;32.1458702087;7;48.5542263985;5;18.0;23.1329059601;7;34.0424588919;
38;5;21.0;33.2021141052;7;48.8217053413;5;18.0;24.1905441284;7;34.2462308407;
39;5;23.0;29.2624664307;9;49.0941280127;5;19.0;23.1984920502;7;34.4476459026;
40;5;21.0;31.3270835876;9;49.3714472055;5;18.0;24.2790584564;7;34.6465837955;
