Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;3;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;3;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;3;20.0;
6;2;9.50100040436;11.2650718689;3;24.1166050434;1;11.0;10.0;3;20.0;
7;2;10.4262361526;11.543302536;3;24.5889341831;1;11.0;10.0;3;20.3999996185;
8;2;10.5325098038;11.7641716003;3;25.212254405;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;10.6727571487;12.0549411774;3;25.7109264135;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;10.7849578857;12.2827939987;3;26.1074465513;2;11.597111702;10.4951858521;2;23.0919120312;
11;2;10.8741750717;12.4589796066;4;26.2348128557;2;11.927573204;11.0209560394;2;24.0163254738;
12;2;13.7948913574;12.5;4;26.2813059092;2;13.9275741577;11.4571752548;2;24.7773565054;
13;2;15.7948913574;12.5;4;26.328953743;2;15.9275741577;11.8107032776;2;25.395208478;
14;2;16.8262710571;12.5;3;26.3777402639;2;16.9761562347;12.0916318893;2;25.8925833702;
15;2;17.8372478485;12.5;2;26.4276455641;2;17.9935646057;12.3113050461;2;26.2918028831;
16;2;18.8484764099;12.5;2;26.4786461592;2;19.0115871429;12.4808797836;3;26.3921557665;
17;2;19.8599510193;12.5;2;26.5307145119;3;20.0302200317;12.5;2;26.4563041925;
18;2;19.9694099426;12.5;2;26.5838193893;3;20.6125736237;12.5;1;26.5224741697;
19;2;19.9813594818;12.5;2;26.6379255056;3;21.956741333;12.5;2;26.5906432867;
20;2;19.9935340881;12.5;2;26.6929937601;3;21.977191925;12.5;2;26.6607804298;
21;2;20.0059242249;12.5;2;26.7489811182;3;21.9982337952;12.5;2;26.7328453064;
22;2;20.0185203552;12.5;2;26.8058408499;3;22.0198535919;12.5;3;26.8067884445;
23;2;20.0313148499;12.5;2;26.8635222912;3;22.0420360565;12.5;3;26.8825509548;
24;2;20.04429245;12.5;3;26.9219712019;3;22.0647659302;12.5;3;26.9600640535;
25;2;20.0574436188;12.5;3;26.9811300039;3;22.0880184174;12.5;3;27.0392494202;
26;2;18.0707550049;13.5;3;27.0409376621;3;22.1117744446;12.5;3;27.120018959;
27;2;18.625;13.5;3;27.1013302803;3;22.1360054016;12.5;3;27.2022752762;
28;2;19.625;13.5506649017;4;27.1622409821;3;22.1606826782;12.5;3;27.2859115601;
29;2;19.625;13.581120491;5;27.2236001492;3;22.1857738495;12.5;3;27.3708124161;
30;2;19.625;13.6118001938;5;27.285336256;3;21.5;13.4483251572;3;27.4568536282;
31;2;18.1392002106;13.5;5;27.3473753929;3;21.5;13.4827413559;3;27.5439035892;
32;2;18.625;13.5;5;27.409642458;3;22.2631721497;12.5;3;27.6318233013;
33;2;17.1671695709;13.5;5;27.4720609188;3;21.5;13.5;3;27.7204678059;
34;2;16.1812133789;14.5;7;27.534553051;3;22.3161411285;12.5;4;27.8096864223;
35;2;16.625;13.5;7;27.5970411301;3;22.3429069519;12.5;4;27.8993241787;
36;2;15.2093343735;13.5;7;27.6594469547;3;21.5;13.5;4;27.989222765;
37;2;15.625;13.5;7;27.7216928005;3;22.3967666626;12.5;4;28.079221487;
38;2;14.6123809814;13.5;7;27.7837014198;3;21.5;13.5;4;28.1691586971;
39;2;15.0;13.5;8;27.8453965187;3;21.5;13.7676639557;5;28.258872509;
40;2;16.0;13.9226980209;9;27.9067034721;3;22.4776611328;12.5;6;28.348202467;
41;2;14.6540088654;13.5;10;27.967549324;3;22.5044612885;12.5;7;28.4369900227;
42;2;14.6676988602;14.5;10;28.0278632641;3;22.5310974121;14.5;7;28.5250804424;
43;2;15.0;13.5;10;28.0875768661;3;22.5575237274;16.5;7;28.6123232841;
44;2;16.0;14.0437889099;11;28.1466243267;3;22.5836963654;18.5;8;28.6985738277;
