Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;10.3000001907;10.0;4;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.3000001907;10.0;3;21.0599999428;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3179998398;10.0;3;21.5335636139;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;11.4600687027;10.1999998093;3;21.9377998114;
9;2;10.6497240067;12.0549411774;4;25.6955879927;2;11.5813398361;10.3632001877;3;22.2840082645;
10;2;10.7815065384;12.2827939987;4;26.1933902502;2;11.6852025986;10.4951858521;2;23.4481773376;
11;2;10.8935127258;12.4589796066;5;26.4377241135;2;12.034453392;11.0209560394;2;24.4414664507;
12;2;13.8142290115;12.5;5;26.6183350086;2;14.034453392;11.4571752548;2;25.2779132128;
13;2;15.8142290115;12.5;5;26.8187118769;2;16.0344524384;11.8107032776;3;25.9779809713;
14;2;16.936466217;12.5;5;27.0402543545;2;17.1509895325;12.0916318893;3;26.5645889044;
15;2;17.9863147736;12.5;5;27.2842636108;2;18.1951675415;12.3113050461;3;27.060223341;
16;2;19.0412158966;12.5;5;27.5518820286;2;19.2421131134;12.4808797836;3;27.2642745972;
17;2;20.1014289856;12.5;4;27.8440244198;2;20.2918567657;12.5;3;27.439432621;
18;2;20.2649059296;12.5;4;28.1613030434;2;21.3444023132;12.5;3;27.6238675117;
19;2;20.3362922668;12.5;4;28.5039470196;2;22.2871608734;12.5;4;27.8174073696;
20;2;20.4133872986;12.5;4;28.871723175;2;22.3452224731;12.5;4;28.0197701454;
21;2;20.496137619;12.5;4;29.263862133;2;22.4059314728;12.5;4;28.2305569649;
22;2;20.5843696594;12.5;4;29.6789975166;3;22.4691677094;12.5;3;28.4492475986;
23;2;20.6777744293;12.5;11;30.1151270866;3;22.5347747803;12.5;3;28.6751992702;
24;2;20.7759037018;12.5;11;30.5695996284;3;22.6025600433;12.5;4;28.907648325;
25;2;20.8781604767;12.5;11;31.0391392708;4;22.6722946167;12.5;3;29.1457161903;
26;2;19.625;13.5;11;31.5199065208;4;22.7437152863;12.5;3;29.3884181976;
27;2;18.625;13.5;12;32.007601738;4;22.8165245056;12.5;3;29.634677887;
28;2;18.2017097473;14.5;11;32.4976010323;4;21.5;13.5;3;29.8833432198;
29;2;17.625;13.5;12;32.9851250648;4;22.5;12.5;4;30.1332073212;
30;2;16.625;13.5;12;33.465420723;4;21.0399627686;13.5;4;31.3830299377;
31;2;16.625;13.5;12;33.9339466095;4;21.1149101257;14.8999996185;4;31.6815626621;
32;2;15.625;13.5;12;34.3865451813;4;21.1894683838;15.5;4;31.9795489311;
33;2;16.0;14.5;11;34.8195896149;4;20.2632713318;16.9407901764;4;32.2758225203;
34;2;16.2094078064;15.5;11;35.2300891876;4;19.6827468872;17.5;4;32.5692759752;
35;2;16.3017692566;16.5;11;35.6157541275;4;18.4071998596;18.9847774506;4;33.8588809967;
36;2;15.3017702103;15.5;11;35.9750175476;4;19.3576660156;19.8999996185;4;34.1637048721;
37;2;16.0;15.5;12;36.307009697;4;20.4431114197;20.5;4;34.463119626;
38;2;17.0;15.5;11;36.6115064621;4;20.1092300415;22.4729404449;4;34.7564136982;
