Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;11.0;10.0;5;20.3999996185;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;11.597111702;10.4951858521;3;23.0919120312;
11;1;10.6065406799;12.4589796066;5;25.0;2;11.927573204;11.0209560394;3;24.0163254738;
12;1;12.5272569656;12.5;5;25.0;2;13.9275741577;11.4571752548;3;24.7773565054;
13;1;13.5272569656;12.5;4;25.0;2;15.9275741577;11.8107032776;3;25.395208478;
14;1;14.5272569656;12.5;4;25.0;2;16.6185626984;12.0916318893;2;25.8925833702;
15;1;15.5272569656;12.5;4;25.0;2;16.7677764893;12.3113050461;2;26.2918028831;
16;1;16.527256012;12.5;3;25.0;2;16.488527298;12.4808797836;2;26.3921557665;
17;1;17.527256012;12.5;4;25.0;2;18.3867835999;12.5;2;26.4563041925;
18;1;17.625;12.5;4;25.0;2;19.3867835999;12.5;2;26.5224741697;
19;1;17.625;12.5;6;25.0;2;20.3867835999;12.5;3;26.5906432867;
20;1;17.625;12.5;6;25.0;2;21.3867835999;12.5;3;26.6607804298;
21;1;17.625;12.5;6;25.0;2;21.5;12.5;3;26.7328453064;
22;1;17.625;12.5;6;25.0;2;22.0198535919;12.5;3;26.8067884445;
23;1;17.625;12.5;7;25.0;2;22.0420360565;12.5;3;26.8825509548;
24;1;17.625;12.5;7;25.0;2;22.0647659302;12.5;3;26.9600640535;
25;1;17.625;12.5;7;25.0;2;22.0880184174;12.5;3;27.0392494202;
26;1;17.625;12.5;7;25.0;2;22.1117744446;12.5;3;27.120018959;
27;1;17.625;12.5;7;25.0;2;21.5;13.3480072021;3;27.2022752762;
28;1;17.625;12.5;7;25.0;2;22.1606826782;12.5;3;27.2859115601;
29;1;17.625;12.5;6;25.0;2;21.5;13.4143648148;3;27.3708124161;
30;1;17.625;12.5;6;25.0;2;21.5;13.4483251572;3;27.4568536282;
31;1;17.625;12.5;6;25.0;2;21.5;13.4827413559;3;27.5439035892;
32;2;18.625;13.1999998093;5;26.0;2;22.2631721497;12.5;3;27.6318233013;
33;2;19.625;13.1999998093;6;26.0900000334;2;21.5;12.5;3;27.7204678059;
34;2;19.625;13.2630004883;6;26.1871190071;2;21.5;12.5;4;27.8096864223;
35;2;19.625;13.3309831619;7;26.2917383909;2;21.5;12.5;4;27.8993241787;
36;2;19.625;13.4042167664;7;26.4042263031;2;21.5;12.5;4;27.989222765;
37;2;17.625;13.5;6;26.5249304771;2;21.5;12.5;4;28.079221487;
38;2;16.625;14.5;6;26.6541694403;2;21.5;12.5;4;28.1691586971;
39;2;15.625;15.5;6;26.7922235727;3;22.5;12.5;3;29.258872509;
40;2;14.625;16.5;6;26.9393253326;3;23.5;12.8999996185;3;29.3882024288;
41;2;15.625;14.5;7;27.0956480503;3;23.5;12.5;3;29.518173933;
