Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;6;20.0;
5;2;8.42599964142;10.9200000763;4;23.5601437092;2;10.3000001907;10.0;5;21.0;
6;2;9.5077495575;11.2650718689;4;24.1471960545;2;11.3000001907;10.0;5;21.0599999428;
7;2;10.4331197739;11.543302536;4;24.6201093197;2;11.3179998398;10.0;5;21.5335636139;
8;2;10.5395240784;11.7641716003;4;25.2443172932;2;11.4600687027;10.1999998093;5;21.9377998114;
9;2;10.6799716949;12.0549411774;4;25.7438752651;2;11.5813398361;10.3632001877;5;22.2840082645;
10;2;10.7923717499;12.2827939987;4;26.141277194;2;11.6852025986;10.4951858521;5;23.4481773376;
11;2;10.8817873001;12.4589796066;5;26.2695188522;2;12.034453392;11.0209560394;5;24.4414664507;
12;2;13.8025035858;12.5;5;26.3168779612;2;14.034453392;11.4571752548;5;25.2779132128;
13;2;15.8025035858;12.5;5;26.365380168;2;16.0344524384;11.8107032776;5;25.9779809713;
14;2;16.8344669342;12.5;5;26.4150065184;2;16.7933940887;12.0916318893;5;26.5645889044;
15;2;17.8456344604;12.5;5;26.4657343626;2;16.9693775177;12.3113050461;5;27.060223341;
16;2;18.8570461273;12.5;5;26.5175373554;2;17.1180667877;12.4808797836;5;27.2642745972;
17;2;19.8687019348;12.5;5;26.5703849792;2;19.0660667419;12.5;5;27.439432621;
18;2;19.9783363342;12.5;6;26.6242431402;2;20.1186141968;12.5;5;27.6238675117;
19;2;19.625;12.9872732162;6;26.6790736914;2;21.1739444733;12.5;6;27.8174073696;
20;2;20.0027923584;12.5;6;26.7348344326;2;22.232006073;12.5;6;28.0197701454;
21;2;20.0153369904;12.5;6;26.7914797068;3;22.4059314728;12.5;5;28.2305569649;
22;3;20.0280838013;12.5;5;26.8489596844;3;22.4691677094;12.5;5;28.4492475986;
23;3;19.625;12.5;5;26.9072211981;3;22.5347747803;12.5;5;28.6751992702;
24;3;20.0541248322;12.5;6;26.9662073851;3;22.6025600433;12.5;5;28.907648325;
25;3;19.625;13.0898618698;6;27.0258579254;3;22.6722946167;12.5;6;29.1457161903;
26;3;18.0808181763;13.5;6;27.0861098766;3;22.7437152863;12.5;6;29.3884181976;
27;3;18.625;13.5;7;27.1468968391;3;22.8165245056;12.5;6;29.634677887;
28;3;19.625;13.5734481812;7;27.20814991;3;21.5;13.5;6;29.8833432198;
29;3;18.1218338013;13.5;7;27.2697980404;3;22.5;12.5;6;30.1332073212;
30;3;18.625;13.5;7;27.3317680359;3;23.0399627686;12.5;6;30.3830299377;
31;3;19.625;13.6658840179;7;27.393985033;3;23.1149101257;12.5;6;31.6315627098;
32;3;18.163646698;13.5;7;27.4563727379;3;24.1894683838;12.8999996185;6;31.8975739479;
33;3;18.625;13.5;7;27.5188536644;3;25.2632713318;12.5;6;32.160068512;
34;3;19.625;13.7594270706;7;27.5813500881;3;25.3359622955;12.9160785675;6;32.4179130793;
35;3;18.2058029175;13.5;8;27.6437838078;3;25.7253742218;12.5;6;32.6700586081;
36;3;18.625;13.5;8;27.7060770988;3;23.824344635;13.5;6;32.9155580997;
37;3;17.2338676453;13.5;8;28.7681524754;3;23.8305683136;14.5;6;33.1535795927;
38;3;18.625;14.0;9;28.8799333572;3;23.5;15.761431694;6;33.3834166527;
