Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.19999980927;10.0;5;21.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;10.3000001907;10.0;5;21.0900000334;
6;2;9.50100040436;11.2650718689;4;24.1166050434;2;11.3269996643;10.0;5;21.1871190071;
7;2;10.4262361526;11.543302536;4;24.5889341831;2;11.3561353683;10.0;5;21.7036092281;
8;2;10.5325098038;11.7641716003;4;25.212254405;2;11.5110826492;10.1999998093;5;22.1564130783;
9;2;10.6727571487;12.0549411774;4;25.7109264135;2;11.6469240189;10.3632001877;5;22.557236433;
10;2;10.7849578857;12.2827939987;4;26.1074465513;2;11.7671709061;10.4951858521;5;23.8035871983;
11;2;10.8741750717;12.4589796066;5;26.2348128557;2;12.141076088;11.0209560394;5;24.8916251659;
12;2;13.7948913574;12.5;5;26.2813059092;2;14.141076088;11.4571752548;5;25.8364036083;
13;2;15.7948913574;12.5;4;26.328953743;2;16.1410751343;11.8107032776;5;26.6592981815;
14;2;16.8262710571;12.5;4;26.3777402639;2;16.9977893829;12.0916318893;5;27.3839819431;
15;2;17.8372478485;12.5;4;26.4276455641;2;17.2151947021;12.3113050461;5;28.0334718227;
16;2;18.8484764099;12.5;4;26.4786461592;2;17.4100418091;12.4808797836;5;28.407397747;
17;2;19.8599510193;12.5;4;26.5307145119;2;19.4090023041;12.5;5;28.7683298588;
18;2;19.9694099426;12.5;5;26.5838193893;2;20.517282486;12.5;5;29.1538929939;
19;2;19.9813594818;12.5;5;26.6379255056;2;21.6329517365;12.5;6;29.562889576;
20;2;19.625;12.9913778305;5;26.6929937601;2;22.7556495667;12.5;6;29.9934945107;
21;2;20.0059242249;12.5;5;26.7489811182;2;22.9980487823;12.5;6;30.4432339668;
22;2;20.0185203552;12.5;5;26.8058408499;2;23.1329708099;12.5;6;30.9089989662;
23;2;19.625;13.0417518616;6;26.8635222912;3;23.2726993561;12.5;5;31.3870959282;
24;4;19.625;13.059056282;4;26.9219712019;3;23.4161281586;12.5;5;31.8733391762;
25;4;17.625;14.0765914917;4;26.9811300039;3;23.562002182;12.5;6;32.36317873;
26;4;16.625;15.0943393707;4;27.0409376621;3;23.7089538574;12.5;6;32.8518595695;
27;4;16.0842113495;15.5;4;27.1013302803;3;21.7089538574;13.5;6;33.3346033096;
28;4;15.0977993011;16.5;4;27.1622409821;3;20.7089538574;13.5;6;33.8067913055;
29;4;14.4865036011;17.5;4;27.2236001492;3;20.7089538574;14.5;6;34.2641468048;
30;4;14.5003099442;18.5;3;27.285336256;3;19.7089538574;13.5;6;34.7028827667;
31;4;14.5142002106;19.5;3;27.3473753929;3;18.7089538574;13.5;6;35.1198272705;
32;4;14.5281591415;20.5;3;27.409642458;3;18.5;13.5;7;35.5124940872;
33;4;14.5421695709;21.5;4;27.4720609188;3;17.5;13.5;7;36.8791179657;
34;4;14.5562133789;22.5;4;27.534553051;3;18.5;14.8999996185;7;37.3886421919;
35;4;14.570274353;23.5;4;27.5970411301;3;19.5;15.5;7;37.8975839615;
36;4;14.5843343735;24.5;4;27.6594469547;3;18.9100723267;14.5;8;38.4096734524;
37;4;15.5983753204;22.5;4;27.7216928005;3;18.5;15.1377086639;8;38.9293438196;
38;4;14.6123809814;23.5;4;27.7837014198;3;17.5;13.5;7;39.4615445137;
