Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;4;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;9.0;10.0;5;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;9.0;10.0;5;20.0;
5;2;8.43202972412;10.9200000763;4;23.5907255411;1;10.0;10.0;5;20.0;
6;2;9.51463127136;11.2650718689;4;24.1677559614;1;11.0;10.0;5;20.0;
7;2;10.437746048;11.543302536;4;24.6302397251;2;11.3000001907;10.0;4;21.3999996185;
8;2;10.54180336;11.7641716003;4;25.2437130213;2;11.4200000763;10.1999998093;4;21.8264003992;
9;2;10.6798353195;12.0549411774;4;25.7319161892;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;10.789680481;12.2827939987;4;26.1173373461;2;11.659781456;10.4951858521;4;23.4054436684;
11;2;10.8764009476;12.4589796066;5;26.2329682112;2;12.0216331482;11.0209560394;4;24.4501843452;
12;2;13.7971172333;12.5;5;26.267084837;2;14.0216331482;11.4571752548;4;25.3486692905;
13;2;15.7971172333;12.5;5;26.3017132282;2;16.0216331482;11.8107032776;4;26.1225088835;
14;2;16.820142746;12.5;5;26.3368371725;2;16.8367519379;12.0916318893;4;26.7957427502;
15;2;17.8280448914;12.5;5;26.3724392653;2;17.0387229919;12.3113050461;4;27.3919057846;
16;2;18.8360557556;12.5;5;26.4085009098;2;16.488527298;12.4808797836;4;27.7113106251;
17;2;19.8441696167;12.5;4;26.4450021982;2;18.3867835999;12.5;4;28.0173821449;
18;2;19.9501247406;12.5;5;26.4819220304;2;19.3867835999;12.5;3;28.3487696648;
19;2;19.9584331512;12.5;5;26.5192379951;2;20.3867835999;12.5;4;28.7054548264;
20;2;19.9668292999;12.5;5;26.5569267273;2;21.3867835999;12.5;4;29.0869145393;
21;2;19.9753074646;12.5;5;26.5949635506;2;21.5;12.5;3;29.4920539856;
22;2;19.9838676453;12.5;5;26.6333229542;2;21.5;12.5;3;29.9191560745;
23;2;19.9924983978;12.5;5;26.6719784737;2;21.5;12.5;3;30.3658571243;
24;2;20.0011959076;12.5;4;26.7109024525;2;21.5;12.5;3;30.8291530609;
25;2;20.0099525452;12.5;6;26.750066638;2;21.5;12.5;2;31.3054442406;
26;3;20.0187644958;12.5;5;26.7894419432;3;21.5;12.5;1;31.790620327;
27;3;19.625;13.3947210312;5;26.8289985657;3;21.5;12.5;2;32.2801818848;
28;3;20.0365257263;12.5;5;26.8687061071;3;21.5;12.5;3;32.7693967819;
29;3;19.625;13.4343528748;5;26.9085336924;3;21.5;12.5;3;33.2534770966;
30;3;19.625;13.4542665482;6;26.9484500885;3;21.5;12.5;4;33.7277650833;
31;3;19.625;13.4742250443;6;26.9884234667;3;21.5;12.5;4;34.187912941;
32;3;20.0723953247;12.5;5;27.0284221172;3;21.5;12.5;5;34.6300430298;
33;3;19.625;12.5;5;27.0684139729;3;21.5;12.5;5;35.0508718491;
34;3;19.625;12.5;6;27.1083672047;3;21.5;12.5;6;35.4477939606;
35;3;19.625;12.5;6;27.1482498646;3;21.5;12.5;6;35.8189210892;
36;3;19.625;12.5;6;27.1880300045;3;21.5;12.5;7;36.1630792618;
37;3;19.625;12.5;6;27.2276763916;3;21.5;12.5;7;36.4797668457;
38;3;19.625;12.5;4;27.2671580315;3;21.5;12.5;7;36.7690839767;
39;3;19.625;12.5;4;27.3064444065;3;21.5;12.5;7;37.0316419601;
40;3;19.625;12.5;4;27.3455052376;3;21.5;12.5;7;37.2684679031;
41;3;19.625;12.5;4;27.3843114376;3;22.5;12.5;7;37.4809007645;
42;3;19.625;12.5;5;27.4228343964;3;23.5;12.5;7;37.6704978943;
43;3;19.625;12.5;6;27.4610464573;3;24.5;14.5;6;37.8389520645;
44;3;19.625;14.5;6;27.4989209175;3;25.3516845703;16.5;7;37.9880180359;
45;3;20.1872577667;16.5;5;27.5364317894;3;23.3516845703;18.5;7;38.0;
46;3;20.1956977844;18.5;6;27.5735542774;3;22.3516845703;20.5;7;38.0;
47;4;20.2040500641;20.5;5;42.6102645397;3;21.5;22.5;9;38.0;
48;4;21.2123088837;23.5;5;43.3965404034;3;21.5;23.5;9;38.0;
