Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;5;20.0;
3;2;8.14999961853;10.0;4;22.0299999714;1;9.0;10.0;5;20.0;
4;2;8.30449962616;10.5;3;22.900591135;1;9.0;10.0;5;20.0;
5;2;8.43508911133;10.9200000763;3;23.6219098568;1;10.0;10.0;5;20.0;
6;2;9.52164745331;11.2650718689;3;24.2101223469;1;11.0;10.0;4;20.0;
7;2;10.4472780228;11.543302536;3;24.6841782331;1;11.0;10.0;4;20.3999996185;
8;2;10.5539398193;11.7641716003;3;25.3101495504;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;10.6947841644;12.0549411774;3;25.8114621639;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;10.8075790405;12.2827939987;3;26.2106050253;2;11.597111702;10.4951858521;2;23.0419120789;
11;2;10.8973855972;12.4589796066;4;26.3405687809;2;11.9125738144;11.0209560394;2;24.0443505049;
12;2;13.8181018829;12.5;4;26.3896260262;2;12.2133054733;11.4571752548;2;24.8968375921;
13;2;15.8181018829;12.5;4;26.4397966862;2;14.9515733719;11.8107032776;3;25.6209878922;
14;2;16.8512115479;12.5;4;26.4910563231;2;16.9515743256;12.0916318893;3;26.2409451008;
15;2;17.862745285;12.5;4;26.5433766842;2;18.0980739594;12.3113050461;3;26.7804714441;
16;2;18.8745155334;12.5;4;26.5967253447;2;18.6125736237;12.4808797836;3;27.0402543545;
17;2;19.8865184784;12.5;4;26.6510663033;2;19.6125736237;12.5;3;27.2842636108;
18;2;19.9964904785;12.5;5;26.7063593864;2;20.6125736237;12.5;3;27.5518820286;
19;2;20.0089302063;12.5;5;26.7625607252;2;21.5;12.5;3;27.8440244198;
20;2;20.0215759277;12.5;5;26.8196225166;2;21.5;12.5;2;28.1613030434;
21;2;20.0344142914;12.5;5;26.8774933815;2;21.5;12.5;4;28.5039470196;
22;2;20.0474357605;12.5;5;26.9361182451;2;21.5;12.5;4;28.871723175;
23;2;20.0606269836;12.5;6;26.9954385757;2;21.5;12.5;4;29.263862133;
24;3;20.0739746094;12.5;5;27.0553927422;2;21.5;12.5;4;29.6789975166;
25;3;20.0874633789;12.5;5;27.1159160137;2;21.5;12.5;5;30.1151270866;
26;3;18.1010818481;13.5;5;27.176940918;2;21.5;12.5;5;30.5695996284;
27;3;18.625;13.5;5;27.2383973598;3;21.5;12.5;4;31.0391392708;
28;3;17.1286392212;13.5;5;27.3002130985;3;22.5;12.5;5;31.5199065208;
29;3;16.1425476074;14.5;5;27.3623139858;3;23.4559726715;12.5;5;32.007601738;
30;3;16.625;13.5;5;27.4246244431;3;21.6022796631;13.5;5;32.4976010323;
