Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;5;20.0;
7;2;10.194486618;11.7433023453;4;24.5283432007;1;11.0;10.0;5;20.3999996185;
8;2;10.5188770294;11.7641716003;3;25.2798823118;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;10.6879739761;12.0549411774;3;25.9324989319;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;10.8348121643;12.2827939987;3;26.512229681;2;11.597111702;10.4951858521;4;23.0619120598;
11;2;10.9652519226;12.4589796066;4;26.8558222055;2;11.9185733795;11.0209560394;4;23.9545464516;
12;2;13.8859682083;12.5;4;27.1554293633;2;13.9185733795;11.4571752548;4;24.6819883585;
13;2;15.8859672546;12.5;4;27.4969480038;2;15.9185733795;11.8107032776;5;25.2644146681;
14;2;17.0890693665;12.5;4;27.8840510845;2;16.9369182587;12.0916318893;5;25.7245066166;
15;2;17.527256012;12.5;4;28.3200027943;2;17.9431419373;12.3113050461;5;26.0845712423;
16;2;18.527256012;12.5;4;28.8073790073;2;18.9494171143;12.4808797836;5;26.1438889503;
17;2;19.527256012;12.5;4;29.3477458954;2;19.955739975;12.5;5;26.1651208401;
18;2;19.625;12.5;5;29.9413113594;2;20.9621105194;12.5;5;26.1864993572;
19;2;19.625;12.5;5;30.586581707;2;21.8559494019;12.5;6;26.2080165148;
20;2;19.625;12.5;5;31.2800674438;2;21.8624038696;12.5;6;26.2296639681;
21;2;19.625;12.5;6;32.0160870552;2;21.8688983917;12.5;6;26.2514331341;
22;2;19.625;12.5;6;32.7867279053;2;21.8754291534;12.5;6;26.2733153105;
23;2;19.625;12.5;7;33.5820074081;2;21.8819942474;12.5;6;26.2953014374;
24;2;19.625;12.5;7;34.3902606964;2;21.888589859;12.5;6;26.3173824549;
25;2;17.625;13.5;7;35.1987380981;3;21.8952140808;12.5;5;26.3395489454;
26;2;16.625;14.5;7;35.9943685532;3;21.9018650055;12.5;6;26.3617914915;
27;2;15.625;15.5;7;36.7645931244;3;21.5;13.044716835;6;26.3841004372;
28;2;14.625;16.5;7;37.4981632233;3;21.5;13.0536403656;6;26.4064661264;
29;2;14.0;17.5;7;38.1857919693;3;21.9219398499;12.5;7;26.428878665;
30;2;14.0;18.5;7;38.8205833435;4;19.5;14.0715513229;6;26.4513280392;
31;2;14.0;19.5;7;39.3982028961;4;18.5;15.0805311203;6;26.4738043547;
32;2;14.0;20.5;7;39.9167966843;4;17.5;16.0895214081;6;26.4962974787;
33;2;14.0;21.5;7;40.3767118454;4;16.5;17.0985183716;6;26.5187973976;
34;2;14.0;22.5;7;40.780087471;4;15.5;18.1075191498;6;27.5412938595;
35;2;14.0;23.5;7;41.1303920746;4;15.5;19.5165176392;6;27.6537768841;
36;2;14.0;24.5;8;41.4319667816;4;16.0;20.5615119934;8;27.7733551264;
37;2;15.0;22.5;8;41.6896247864;4;16.0;21.6093425751;8;27.9004001617;
38;2;14.0;23.5;9;41.9083213806;4;16.0;22.6601600647;8;28.0352699757;
39;2;14.0;24.5;9;42.0;4;17.0;20.7141094208;9;28.1783024073;
40;2;15.0;22.5;9;42.0;4;16.0;21.771320343;10;28.3298060894;
