Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3000001907;10.0;3;21.3999996185;
8;2;10.2938766479;12.1641712189;4;25.1098823547;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;10.6497240067;12.0549411774;4;25.6555880308;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;10.7725067139;12.2827939987;4;26.1050782204;2;11.597111702;10.4951858521;3;23.0919120312;
11;2;10.8736419678;12.4589796066;5;26.2917383909;2;11.927573204;11.0209560394;3;24.0163254738;
12;2;13.7943592072;12.5;5;26.4042263031;2;13.9275741577;11.4571752548;3;24.7773565054;
13;2;15.7943592072;12.5;5;26.5249304771;2;15.9275741577;11.8107032776;3;25.395208478;
14;2;16.8703670502;12.5;5;26.6541694403;2;16.9761562347;12.0916318893;3;25.8925833702;
15;2;17.8994445801;12.5;5;26.7922235727;2;17.9935646057;12.3113050461;3;26.2918028831;
16;2;18.9305057526;12.5;5;26.9393253326;2;19.0115871429;12.4808797836;3;26.3921557665;
17;2;19.9636039734;12.5;5;27.0956480503;2;20.0302200317;12.5;3;26.4563041925;
18;2;19.625;13.5;5;27.261295557;2;21.0494651794;12.5;5;26.5224741697;
19;2;19.625;13.6306476593;4;27.4362905025;3;21.956741333;12.5;5;26.5906432867;
20;2;19.625;13.7181453705;6;27.6205644608;3;21.5;12.5;5;26.6607804298;
21;2;19.625;13.8102817535;6;27.8139474392;3;21.9982337952;12.5;6;26.7328453064;
22;2;19.625;13.9069738388;6;28.016159296;3;22.0198535919;12.5;6;26.8067884445;
23;2;19.625;14.0080795288;6;28.2268030643;3;22.0420360565;12.5;6;26.8825509548;
24;2;19.625;14.113401413;8;28.445360899;3;22.0647659302;12.5;6;26.9600640535;
25;2;17.625;15.2226800919;8;28.6711919308;3;22.0880184174;12.5;6;27.0392494202;
26;3;16.625;16.3355960846;7;28.9035346508;3;22.1117744446;12.5;6;27.120018959;
27;3;16.5032958984;15.5;8;29.141512394;3;21.5;13.3480072021;7;27.2022752762;
28;3;16.625;14.5;8;29.3841423988;4;22.1606826782;12.5;6;27.2859115601;
29;3;17.625;14.5;8;29.6303496361;4;21.5;13.4143648148;6;27.3708124161;
30;3;18.625;15.5;8;29.8789830208;4;21.5;13.4483251572;6;27.4568536282;
31;3;19.625;15.9152879715;5;30.1288366318;4;21.5;13.4827413559;6;27.5439035892;
32;3;19.625;16.0901851654;5;30.3786706924;4;20.2631721497;13.5;6;27.6318233013;
33;3;19.625;16.2650699615;5;31.6272368431;4;20.5;13.5;6;27.7204678059;
34;3;20.625;16.9390659332;5;32.0033024549;4;19.3161411285;13.5;6;27.8096864223;
35;3;20.625;15.4390659332;5;32.3911069632;4;18.3429069519;14.5;6;27.8993241787;
36;3;20.2879981995;15.4390659332;5;32.7909526825;4;18.5;13.5;6;27.989222765;
37;3;19.3779640198;15.5;6;33.2032511234;4;17.3967666626;13.5;7;28.079221487;
38;3;18.625;15.3091678619;6;33.6285082102;4;17.5;13.5;8;28.1691586971;
39;3;20.0342102051;14.5;6;34.0672972202;4;16.4507484436;13.5;8;28.258872509;
40;3;21.0840568542;15.5;7;34.5202174187;4;15.4776620865;14.5;8;28.348202467;
41;3;22.1389598846;16.5;7;34.9878408909;5;15.0044612885;15.5;5;43.4369900227;
42;3;21.625;18.5;7;35.4706442356;5;15.0;17.5;5;44.2750804424;
43;3;21.625;19.2606468201;7;35.968931675;5;16.0;18.9100322723;5;45.0316977501;
44;4;22.3362922668;17.9653396606;8;36.4827477932;5;18.0;20.9100322723;5;45.7058637142;
