Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.3000001907;10.0;4;21.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3000001907;10.0;3;21.4999996424;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.4499998093;10.1999998093;3;21.9353003502;
9;2;10.4247236252;12.2549409866;4;25.5655879974;2;11.5805902481;10.3632001877;3;22.3176362514;
10;2;10.7522573471;12.2827939987;4;25.9579591751;2;11.6952905655;10.4951858521;3;23.5373773575;
11;2;10.8405408859;12.4589796066;5;26.0811839104;2;12.0612134933;11.0209560394;3;24.5968167782;
12;2;13.7612571716;12.5;5;26.1235535145;2;14.0612134933;11.4571752548;3;25.5111111403;
13;2;15.7612571716;12.5;5;26.1671074629;2;16.0612125397;11.8107032776;3;26.3018171787;
14;2;16.789855957;12.5;5;26.211841464;2;17.2481403351;12.0916318893;3;26.9928781986;
15;2;17.7999210358;12.5;4;26.2577478886;2;18.3236541748;12.3113050461;3;27.6076834202;
16;2;18.8102493286;12.5;4;26.3048160076;2;19.4063510895;12.4808797836;3;27.9463441372;
17;2;19.8208389282;12.5;4;26.3530313969;2;20.4964771271;12.5;3;28.2720229626;
18;2;19.9294319153;12.5;4;26.4023760557;2;21.5941810608;12.5;3;28.6230447292;
19;2;19.9405345917;12.5;4;26.4528282881;2;22.5869140625;12.5;4;28.9990065098;
20;2;19.9518871307;12.5;6;26.5043625832;2;22.6997013092;12.5;4;29.3989467621;
21;2;19.9634819031;12.5;6;26.5569496155;2;22.819683075;12.5;4;29.8212919235;
22;2;19.9753131866;12.5;6;26.6105561256;2;22.9463882446;12.5;3;30.2638244629;
23;2;19.9873752594;12.5;6;26.6651450396;2;23.0791473389;12.5;3;30.7236814499;
24;2;19.9996566772;12.5;7;26.72067523;2;23.2171039581;12.5;3;31.19739151;
25;2;20.0121517181;12.5;8;26.7771017551;3;23.3592185974;12.5;2;31.680949688;
26;3;18.024848938;13.5;7;26.8343759775;4;23.504283905;12.5;1;32.1699318886;
27;3;18.625;13.4171876907;7;26.8924454451;4;23.6509799957;12.5;1;32.6596431732;
28;3;17.0508003235;13.5;8;26.9512542486;4;23.7978935242;12.5;1;33.1452922821;
29;4;17.625;13.4756269455;7;34.6410393715;4;23.9435882568;12.5;1;33.6221752167;
30;4;17.0774173737;13.5;7;35.1871728897;4;22.0866527557;13.5;1;34.0858602524;
31;4;17.0909404755;14.5;7;35.725369215;4;21.2257575989;14.5;1;34.5323524475;
32;4;17.4795894623;15.5;7;36.2511072159;4;20.3597068787;15.5;1;34.9582242966;
33;4;18.493347168;16.5;7;36.760289669;4;19.4874668121;16.5;1;35.3607130051;
34;5;19.3590221405;17.5;4;52.2493810654;4;18.6082134247;17.5;2;35.7377691269;
35;5;19.9799842834;18.5;5;53.4655013084;4;17.7213306427;18.5;4;36.088060379;
36;5;21.1011714935;20.5;5;54.5758562088;4;16.7213306427;17.5;4;36.4109382629;
37;5;22.2147598267;21.7203063965;6;56.5781593323;4;16.2213306427;17.5;4;36.7063741684;
38;5;24.3203372955;22.7515392303;6;57.5041697025;4;17.2213306427;18.5;4;36.9748744965;
