Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;2;20.0;
7;1;11.0;10.0;6;20.3999996185;1;9.5;10.0;2;20.0;
8;1;11.1199998856;10.1999998093;6;20.7264003754;1;9.5;10.0;2;20.3999996185;
9;1;11.2179203033;10.3632001877;6;20.9903717041;1;9.59000015259;10.1999998093;2;20.7264003754;
10;1;11.2971115112;10.4951858521;6;22.0419120789;1;9.66343975067;10.3632001877;2;20.9903717041;
11;1;11.6125736237;11.0209560394;6;22.9143505096;1;9.72283363342;10.4951858521;2;22.0419120789;
12;1;11.8743057251;11.4571752548;6;23.6214065552;1;9.95943069458;11.0209560394;2;22.9143505096;
13;1;12.8743057251;11.8107032776;6;24.1832637787;1;11.7228336334;11.4571752548;2;23.6214065552;
14;1;13.8743057251;12.0916318893;6;24.6226100922;1;12.7228336334;11.8107032776;2;24.1832637787;
15;1;14.3867835999;12.3113050461;6;24.9617595673;1;13.7228336334;12.0916318893;3;24.6226100922;
16;1;14.488527298;12.4808797836;6;25.0;2;14.7228336334;12.3113050461;2;24.9617595673;
17;1;16.3867835999;12.5;6;25.0;2;15.7228336334;12.4808797836;3;25.0;
18;1;17.3867835999;12.5;6;25.0;2;16.7228336334;12.5;4;25.0;
19;1;18.3867835999;12.5;6;25.0;2;17.625;12.5;5;25.0;
20;1;19.3867835999;12.5;6;25.0;2;17.625;12.5;5;25.0;
21;1;19.5;12.5;8;25.0;2;17.625;12.5;5;25.0;
22;1;19.5;12.5;8;25.0;2;17.625;12.5;6;25.0;
23;1;19.5;12.5;8;25.0;2;17.625;12.5;6;25.0;
24;1;19.5;12.5;9;25.0;2;17.625;12.5;6;25.0;
25;1;19.5;12.5;9;25.0;2;17.625;12.5;6;25.0;
26;1;19.5;12.5;9;25.0;2;17.625;12.5;7;25.0;
27;1;19.5;12.5;9;25.0;2;17.625;12.5;7;25.0;
28;1;19.5;12.5;9;25.0;2;17.625;12.5;7;25.0;
29;1;19.5;12.5;9;25.0;2;17.625;12.5;7;25.0;
30;1;17.5;13.5;9;25.0;2;17.625;12.5;7;25.0;
31;1;16.5;14.5;9;25.0;2;17.625;12.5;7;25.0;
32;1;15.5;15.5;9;25.0;2;17.625;12.5;7;25.0;
33;1;14.5;16.5;9;25.0;2;17.625;12.5;7;25.0;
34;1;13.5;17.5;9;25.0;2;17.625;12.5;7;25.0;
35;1;12.5;18.5;9;25.0;2;17.625;12.5;7;25.0;
36;1;12.0;19.5;10;25.0;2;17.625;12.5;7;25.0;
37;1;12.0;20.5;10;25.0;2;17.625;12.5;7;25.0;
38;1;12.0;21.5;10;25.0;2;17.625;12.5;7;25.0;
39;1;13.0;19.5;10;25.0;2;17.625;12.5;8;25.0;
40;2;13.0;20.5;9;26.0;2;17.625;12.5;8;25.0;
41;2;14.0;21.5;9;26.0199999809;2;17.625;12.5;8;25.0;
42;2;15.3059997559;19.5;9;26.0401959419;2;17.625;12.5;9;25.0;
43;2;14.3120584488;20.5;9;26.0605818033;2;17.625;12.5;9;25.0;
44;2;14.3181743622;21.5;9;26.0811508894;2;17.625;12.5;9;25.0;
45;2;15.3243455887;19.5;9;26.1018965244;2;17.625;12.5;10;25.0;
46;2;14.3305692673;20.5;10;26.1228116751;2;17.625;12.5;10;25.0;
47;2;14.3368434906;21.5;10;26.1438889503;2;17.625;12.5;10;25.0;
48;2;15.3431663513;19.5;10;26.1651208401;2;17.625;12.5;10;25.0;
49;2;14.3495359421;20.5;10;26.1864993572;2;17.625;12.5;11;25.0;
50;2;14.3559494019;21.5;10;26.2080165148;2;17.625;12.5;10;25.0;
51;2;15.3624048233;19.5;11;26.2296639681;2;17.625;13.5;9;25.0;
52;3;16.0;19.5;10;26.2514331341;2;17.625;14.5;10;25.0;
53;3;17.0;19.5;10;26.2733153105;2;17.625;15.5;10;25.0;
54;3;18.0;20.5;10;26.2953014374;2;17.625;16.5;10;25.0;
55;3;19.0;21.5;10;26.3173824549;2;17.625;17.5;10;25.0;
56;3;20.0;22.5;11;26.3395489454;2;17.625;17.5;11;25.0;
57;3;21.0;23.303730011;11;26.3617914915;2;17.625;17.5;11;25.0;
58;3;21.5;23.317073822;11;26.3841004372;2;17.625;17.5;11;25.0;
59;3;21.5;23.3304595947;11;26.4064661264;2;17.625;17.5;12;25.0;
60;3;21.5;23.3438796997;11;26.428878665;2;17.625;17.5;12;25.0;
61;3;21.5;23.3573265076;11;27.4513280392;2;17.625;17.5;13;25.0;
62;3;22.5;24.3707962036;13;27.6038043499;3;18.625;18.5;12;26.0;
63;3;23.5;25.3842830658;13;27.7830284834;3;19.625;19.5;12;26.0900000334;
64;3;23.5;26.3977775574;12;27.9819812775;3;19.625;20.5;13;26.1871190071;
65;3;23.5;27.411277771;13;28.2025462389;3;19.625;21.5;13;26.2917383909;
66;3;23.5;28.4247760773;14;28.4466195107;3;19.625;22.5;13;26.4042263031;
67;3;23.5;28.4382667542;13;28.7160543203;3;19.625;22.5;13;26.5249304771;
68;3;23.5;28.4517421722;14;29.0125914812;3;19.625;22.5;13;26.6541694403;
69;4;23.5;28.4651966095;13;29.3377740383;3;19.625;22.5;13;26.7922235727;
70;4;23.5;28.4786262512;13;29.6928478479;3;19.625;22.5;14;26.9393253326;
