Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
4;2;10.0;10.0;3;21.0;1;8.0;10.0;6;20.0;
5;2;12.0;10.0;3;21.1200000048;1;8.0;10.0;6;20.0;
6;2;14.0;10.0;3;21.2530560493;1;9.0;10.0;6;20.0;
7;2;14.375916481;10.0;3;21.8127820492;1;9.5;10.0;6;20.0;
8;2;14.5438346863;10.1999998093;3;22.3170127869;1;9.5;10.0;6;20.3999996185;
9;2;14.695104599;10.3632001877;3;23.6710497141;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.1013145447;10.9097137451;3;24.8822329044;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;17.1013145447;11.3658018112;3;25.9660522938;2;9.72283363342;10.6951856613;5;23.0419120789;
12;2;19.1013145447;11.7372808456;2;26.945281744;2;10.184431076;11.0209560394;5;24.004350543;
13;2;20.4091930389;12.0336990356;3;27.8456065655;2;10.4009790421;11.4571752548;5;24.8085255623;
14;2;21.5397529602;12.2662630081;3;28.692204237;2;10.5819187164;11.8107032776;5;25.4750021696;
15;2;22.6857299805;12.446267128;2;29.3392357826;2;12.5819187164;12.0916318893;5;26.0268363953;
16;2;23.8475990295;12.5;2;29.9320087433;2;14.5819187164;12.3113050461;5;26.4866900444;
17;2;25.0254306793;12.5;2;30.576523304;2;14.9595050812;12.4808797836;5;26.6541694403;
18;2;26.1729564667;12.5;2;31.2693214417;2;16.6870040894;12.5;5;26.7922235727;
19;2;26.3807964325;12.5;3;32.004755497;2;17.7180671692;12.5;5;26.9393253326;
20;2;26.6014270782;12.5;4;32.7749452591;2;18.7511634827;12.5;5;27.0956480503;
21;2;26.8324832916;12.5;4;33.569937706;2;19.7863368988;12.5;5;27.261295557;
22;2;27.070980072;12.5;4;34.3780879974;2;19.625;13.1783885956;5;27.4362905025;
23;2;27.3134269714;12.5;4;35.1866588593;2;19.625;13.230887413;5;27.6205644608;
24;3;27.5559978485;12.5;3;35.9825773239;2;20.2146263123;12.5;5;27.8139474392;
25;3;25.7947731018;13.5;3;36.7532711029;2;20.2581386566;12.5;9;28.016159296;
26;3;25.0259819031;14.5;3;37.4874658585;3;19.625;13.4048480988;7;43.2268030643;
27;3;24.2462387085;15.5;4;38.1758413315;3;20.625;14.4680404663;7;44.195360899;
28;3;23.4527511597;16.5;4;38.8114652634;3;21.625;15.5336084366;7;45.0905663967;
29;3;22.6434402466;17.5;5;39.38996315;4;22.4510192871;15.5;6;45.9108245373;
30;3;19.6434402466;19.5;5;39.9094457626;4;22.5032958984;16.5;7;46.6577820778;
31;3;18.1434402466;21.5;5;40.3702306747;4;22.5568408966;17.5;8;47.3354687691;
32;3;17.1434402466;23.5;5;40.7744321823;4;22.6114311218;18.5;8;47.9494395256;
33;3;17.0;25.5;5;41.12550354;4;22.6668281555;19.5;8;48.5060009956;
34;3;18.0;24.5;5;41.4277763367;4;22.7227706909;20.5;8;49.0115995407;
35;3;17.0;26.5;5;41.6860580444;5;22.7789878845;21.5;5;59.3786706924;
