Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;10.0;6;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;11.0;10.0;5;20.3999996185;2;9.5;10.1999998093;5;21.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.72500038147;10.0;4;21.4399995804;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;9.82400035858;10.1999998093;4;21.8075842857;
10;2;11.597111702;10.4951858521;4;23.1719120741;2;9.90670585632;10.3632001877;4;22.1139252186;
11;2;11.9515733719;11.0209560394;4;24.1897815466;2;9.97563362122;10.4951858521;4;23.2202551365;
12;2;13.9515733719;11.4571752548;4;25.0591306686;2;10.2245578766;11.0209560394;4;24.1495091915;
13;2;15.9515733719;11.8107032776;4;25.8015987873;2;10.4336395264;11.4571752548;4;24.9154186249;
14;2;16.740480423;12.0916318893;4;26.441321969;2;12.4336395264;11.8107032776;4;25.5381718874;
15;2;16.9323978424;12.3113050461;3;27.0020139217;2;14.4336395264;12.0916318893;4;26.0404549837;
16;2;17.1006031036;12.4808797836;3;27.2842636108;2;14.8591022491;12.3113050461;4;26.4445723295;
17;2;19.072063446;12.5;3;27.5518820286;2;14.9500293732;12.4808797836;4;26.5497941971;
18;2;20.1523475647;12.5;3;27.8440244198;2;16.8887901306;12.5;4;26.6187632084;
19;2;21.2399902344;12.5;4;28.1613030434;2;17.9043083191;12.5;4;26.6896851063;
20;2;22.3351745605;12.5;4;28.5039470196;2;18.9202651978;12.5;4;26.7625159025;
21;2;22.5511837006;12.5;4;28.871723175;2;19.9366531372;12.5;5;26.8372021914;
22;2;22.6615161896;12.5;3;29.263862133;2;20.0383701324;12.5;5;26.9136811495;
23;2;22.7791595459;12.5;3;29.6789975166;2;19.625;13.0741043091;6;26.9918802977;
24;2;22.9036998749;12.5;4;30.1151270866;2;19.625;13.0975637436;6;27.0717172623;
25;3;23.034538269;12.5;3;30.5695996284;2;20.0911369324;12.5;7;27.1531002522;
26;3;23.170879364;12.5;3;31.0391392708;2;19.625;13.1459302902;7;27.2359278202;
27;4;21.3117408752;13.5;2;31.5199065208;3;19.625;13.1707782745;6;27.320089817;
28;4;20.4559726715;14.5;2;32.007601738;3;19.625;12.5;6;27.4054670334;
29;4;19.6022796631;15.5;2;32.4976010323;3;20.166229248;12.5;6;27.4919323921;
30;4;18.7492790222;16.5;2;32.9851250648;3;19.625;13.5;6;27.5793509483;
31;4;17.8955383301;17.5;2;33.465420723;3;20.2053546906;12.5;6;27.6675815582;
32;4;17.0396270752;18.5;2;33.9339466095;3;20.2252063751;12.5;6;27.7564766407;
33;4;16.6801834106;19.5;2;34.3865451813;3;20.2452068329;12.5;6;27.8458836079;
34;4;14.6801834106;21.5;3;34.8195896149;3;20.2653236389;12.5;6;27.9356460571;
35;4;14.0;23.5;3;35.2300891876;3;19.625;13.5;6;28.0256047249;
