Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;6;20.3999996185;1;9.5;10.0;4;20.0;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;9.5;10.0;4;20.3999996185;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;9.59000015259;10.3999996185;2;21.7264003754;
10;2;11.597111702;10.4951858521;4;23.0619120598;2;9.88844013214;10.3632001877;2;22.0603717566;
11;2;11.9185733795;11.0209560394;4;23.9545464516;2;9.96358394623;10.4951858521;2;23.2074631453;
12;2;13.9185733795;11.4571752548;4;24.6819883585;2;10.2216796875;11.0209560394;2;24.1828715801;
13;2;15.9185733795;11.8107032776;4;25.2644146681;2;12.0082511902;11.4571752548;2;25.0006883144;
14;2;16.5793247223;12.0916318893;4;25.7245066166;2;14.0082511902;11.8107032776;2;25.6814495325;
15;2;16.7173519135;12.3113050461;4;26.0845712423;2;16.0082511902;12.0916318893;1;26.2481688261;
16;2;16.488527298;12.4808797836;4;26.1438889503;2;17.0885848999;12.3113050461;2;26.723449707;
17;2;18.3867835999;12.5;4;26.1651208401;3;18.1192131042;12.4808797836;2;26.9068236351;
18;2;19.3867835999;12.5;4;26.1864993572;3;18.7228336334;12.5;3;27.0611462593;
19;2;20.3867835999;12.5;5;26.2080165148;3;20.0887584686;12.5;3;27.2247776985;
20;2;21.3867835999;12.5;5;26.2296639681;3;20.1255760193;12.5;3;27.3977591991;
21;2;21.5;12.5;4;26.2514331341;3;20.1644954681;12.5;3;27.5800426006;
22;2;21.5;12.5;4;26.2733153105;3;20.2055091858;12.5;4;27.7714805603;
23;2;21.5;12.5;4;26.2953014374;4;19.625;13.3314437866;3;27.9718174934;
24;2;21.5;12.5;4;26.3173824549;4;20.2936592102;12.5;3;28.1806821823;
25;2;21.5;12.5;5;26.3395489454;4;19.625;13.4542045593;3;28.3975830078;
26;3;21.5;12.5;4;26.3617914915;4;20.3894557953;12.5;4;28.6219055653;
27;3;21.5;12.5;4;26.3841004372;4;20.4399280548;12.5;4;28.8529140949;
28;3;21.5;12.5;4;26.4064661264;4;20.4919052124;12.5;4;29.089756012;
29;3;21.5;12.5;4;26.428878665;4;20.5451946259;12.5;4;29.3314704895;
30;3;19.5;13.5;4;26.4513280392;4;19.625;13.5;4;29.5770010948;
31;3;18.5;14.5;4;26.4738043547;4;19.625;14.5;4;29.8252120018;
32;3;17.5;15.5;4;26.4962974787;4;18.625;13.5;4;30.0749063492;
33;3;16.5;16.5;3;26.5187973976;4;18.625;13.5;5;30.3248500824;
34;3;15.5;17.5;3;26.5412938595;5;17.625;13.5;5;30.5737948418;
35;3;14.5;18.5;4;26.5637768507;5;16.8791046143;14.5;5;30.8205022812;
36;3;14.0;19.5;4;26.5862361193;5;16.625;13.5;6;31.0637698174;
37;3;14.0;20.5;4;26.6086617708;5;15.625;13.5;6;31.3024535179;
38;3;14.0;21.5;4;26.6310436726;5;15.625;13.5;6;31.5354895592;
39;3;15.0;20.4786262512;4;26.6533719301;5;15.0;13.5;6;31.7619123459;
40;3;14.0;21.492023468;4;27.6756366491;5;15.0;13.5;6;31.9808688164;
41;3;15.0;23.1053829193;5;27.6978281736;5;16.0;14.5;4;32.1916303635;
42;3;17.0;21.1186981201;5;27.7199368477;5;15.0;13.5;4;32.3935980797;
43;3;16.0;22.1319618225;5;27.7419531345;5;15.0;13.5;5;32.5863051414;
44;3;16.0;23.1451721191;5;27.7638677359;5;15.0;13.5;5;32.7694153786;
45;3;17.0;21.1583213806;5;27.7856714725;5;15.0;13.5;6;32.9427189827;
46;4;16.0;22.1714038849;4;27.8073554039;5;16.0;14.5;7;33.1061229706;
47;4;17.0;22.1714038849;4;27.8289107084;5;17.0;15.5;7;33.259642601;
48;5;18.0;23.1714038849;4;39.3503289223;5;16.0;14.5;7;33.4033899307;
49;5;20.5550994873;26.1714038849;4;39.8316016197;5;17.8907623291;16.5;6;33.5375595093;
50;5;22.8614807129;29.1000003815;4;40.2761044502;5;18.9209518433;18.5;7;33.6624164581;
51;5;23.0;32.0999984741;5;40.6830046177;5;19.9490432739;20.5;7;33.7782831192;
52;5;24.0;33.2482070923;6;41.0524823666;5;20.975112915;22.5;5;33.8855285645;
53;5;25.0;34.2606811523;6;41.385564208;5;19.625;23.5;6;33.9845552444;
54;5;25.5;35.2730484009;6;41.6839387417;5;20.625;22.5;7;34.0;
55;5;25.5;36.2853050232;6;42.94977355;5;21.625;22.5;7;34.0;
56;5;26.5;38.2974472046;7;43.2597521544;5;21.6499996185;22.5;8;34.0;
57;5;29.3999996185;35.5;7;43.545363903;5;21.6499996185;22.5;8;34.0;
58;5;30.7561359406;35.5;8;43.7917383909;5;21.6499996185;22.5;9;34.0;
59;6;31.7875213623;36.5;7;43.9042263031;6;21.6499996185;22.5;8;34.0;
60;6;32.821269989;37.5;7;44.0249304771;6;21.6499996185;22.5;8;34.0;
61;6;33.2074813843;37.5;7;44.1541694403;6;21.6499996185;22.5;6;34.0;
62;7;30.3462505341;40.0999984741;7;53.2922235727;5;17.625;17.5;7;25.0;
63;7;30.6876659393;41.7000007629;8;53.4393253326;6;17.625;17.5;6;25.0;
