Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;2;9.0;10.1999998093;4;21.0;
4;1;9.0;10.0;5;20.0;2;10.0;10.0;4;21.0900000334;
5;1;10.0;10.0;5;20.0;2;11.0;10.0;4;21.1871190071;
6;1;11.0;10.0;5;20.0;2;12.2671012878;10.0;4;21.2917383909;
7;1;11.0;10.0;5;20.3999996185;2;12.790640831;10.0;4;21.4042263031;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;12.8159503937;10.0;4;21.9389723539;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;12.9362688065;10.1999998093;4;22.4109756947;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;13.0424690247;10.3632001877;4;23.7114653587;
11;2;11.9125738144;11.0209560394;4;23.944350481;2;13.3350801468;10.9097137451;4;24.8527286053;
12;2;12.1833057404;11.4571752548;4;24.6819975376;2;15.3350801468;11.3658018112;5;25.8476524353;
13;2;14.9215736389;11.8107032776;5;25.2750298977;2;17.3350791931;11.7372808456;5;26.7164058685;
14;2;16.9215736389;12.0916318893;4;25.746127367;2;18.5053977966;12.0336990356;5;27.4822225571;
15;2;17.94962883;12.3113050461;4;26.1175945997;2;19.57305336;12.2662630081;5;28.168181181;
16;2;18.9593238831;12.4808797836;4;26.1887089014;2;20.6463928223;12.446267128;5;28.6269388199;
17;2;19.9691867828;12.5;4;26.2221269608;2;21.7254333496;12.5;5;29.0031633377;
18;2;20.9792118073;12.5;4;26.2560760975;2;22.8100814819;12.5;5;29.4033532143;
19;2;21.8768234253;12.5;4;26.2905418873;2;23.6157550812;12.5;5;29.8259272575;
20;2;21.8871631622;12.5;4;26.3255085945;2;23.7108345032;12.5;5;30.268661499;
21;2;21.8976516724;12.5;6;26.3609591722;2;23.8104476929;12.5;7;30.7286863327;
22;2;21.9082870483;12.5;6;26.3968753815;2;23.9139537811;12.5;7;31.2025241852;
23;2;21.9190635681;12.5;5;26.4332377911;2;22.625;13.5;7;31.6861643791;
24;2;21.9299716949;12.5;6;26.4700255394;2;22.625;14.5;8;32.1751794815;
25;2;19.5;13.8675060272;6;26.5072168112;2;22.625;14.6525535583;8;32.6648726463;
26;2;20.5;12.8768043518;6;26.5447884798;4;21.625;13.6525535583;6;41.6504516602;
27;2;18.5;14.1179151535;6;26.5827163458;4;22.4588508606;14.5;6;42.4672164917;
28;2;17.5;15.1330862045;6;26.6209751368;4;22.625;13.5;6;43.2542819977;
29;2;16.5;16.1483898163;6;26.6595385075;4;23.625;14.5;6;44.0063076019;
30;2;15.5;17.1638145447;6;26.6983793974;4;21.625;16.5;6;44.7189302444;
31;3;14.5;18.1793518066;5;26.7374696732;4;20.625;18.5;6;45.3888425827;
32;4;14.0;19.1949882507;4;36.7767804861;4;19.625;20.5;6;46.0138158798;
33;4;15.0;21.2107124329;4;37.2162818909;4;19.0;21.8708324432;6;46.5926628113;
34;4;16.0;21.2265129089;5;37.6303445101;4;19.0;24.0458316803;6;47.125161171;
35;4;16.0;23.2423782349;5;38.0176759958;4;19.0;26.2071228027;7;47.6119327545;
