Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;2;8.0;10.1999998093;5;21.0;
6;1;11.0;10.0;4;20.0;2;9.22500038147;10.0;5;21.1200000048;
7;1;11.0;10.0;4;20.3999996185;2;9.75199985504;10.0;5;21.2530560493;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;9.78193759918;10.0;5;21.8127820492;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;9.90787601471;10.1999998093;5;22.3170127869;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;10.0213279724;10.3632001877;5;22.7783694267;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;10.1251335144;10.4951858521;5;24.1197800636;
12;1;11.8743057251;11.4571752548;4;23.6214065552;2;10.4269514084;11.0209560394;5;25.3230593204;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;10.6976890564;11.4571752548;5;26.4056642056;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;12.6976890564;11.8107032776;5;27.3911669254;
15;2;16.6125736237;12.3113050461;3;25.9617595673;2;14.6976890564;12.0916318893;5;28.3050293922;
16;2;18.6125736237;12.4808797836;3;26.0299999714;2;15.9842739105;12.3113050461;5;29.1714119911;
17;2;19.6125736237;12.5;3;26.0605909824;2;17.1029014587;12.4808797836;5;29.790178299;
18;2;20.9307518005;12.5;3;26.091766119;2;18.2335186005;12.5;5;30.4229521751;
19;2;21.8275299072;12.5;4;26.1235172749;2;19.3758926392;12.5;5;31.1049995422;
20;2;21.8370552063;12.5;5;26.1558350325;2;20.5293540955;12.5;5;31.8311891556;
21;2;21.8467502594;12.5;5;26.1887089014;2;21.1620178223;12.5;5;32.5941519737;
22;2;21.8566131592;12.5;4;26.2221269608;2;19.625;13.5;5;33.38438797;
23;2;21.5;12.5;4;26.2560760975;2;20.625;12.5;5;34.1905984879;
24;2;21.5;12.5;4;26.2905418873;2;19.625;13.5;5;35.0002355576;
25;2;19.5;13.5;4;26.3255085945;2;20.625;12.5;6;35.8002309799;
26;2;20.5;12.5;5;26.3609591722;2;21.625;12.5;6;36.5778226852;
27;2;18.5;13.5;6;26.3968753815;2;19.625;13.5;6;37.3213710785;
28;2;17.5;14.5;6;26.4332377911;2;19.625;14.5;6;38.0210561752;
29;2;16.5;15.5;6;26.4700255394;2;20.625;12.5;6;38.6693668365;
30;2;15.5;16.5;6;26.5072168112;2;21.625;12.5;6;39.2613372803;
31;2;14.9521656036;17.5;6;26.5447884798;2;22.625;12.5;6;39.7945203781;
32;2;14.4634361267;18.5;6;26.5827163458;2;22.9537658691;12.5;5;40.2687559128;
33;2;14.4748153687;19.5;6;26.6209751368;2;20.9537658691;12.5;5;40.6857824326;
34;2;14.4862928391;20.5;6;26.6595385075;2;19.9537658691;12.5;5;41.0487861633;
35;3;14.4978618622;21.5;6;26.6983793974;2;19.625;12.5;5;41.3619327545;
36;3;15.0;19.5;6;26.7374696732;2;19.625;12.5;5;41.6299514771;
37;3;14.521241188;20.5;6;26.7767804861;2;19.625;12.5;5;41.8577899933;
38;3;14.5330343246;21.5;5;26.8162822723;2;19.625;12.5;5;42.0;
39;3;15.0;20.2265129089;6;26.8559447527;2;19.625;12.5;6;42.0;
40;3;14.5567836761;20.5;6;26.8957372904;2;19.625;12.5;6;42.0;
41;3;14.5687217712;21.5;5;26.9356285334;2;19.625;12.5;7;42.0;
42;3;15.0;20.2742519379;5;26.9755871296;2;19.625;12.5;7;42.0;
43;3;14.5926761627;20.5;5;27.015581131;2;19.625;12.5;7;42.0;
44;3;14.6046743393;21.5;6;28.0555787086;2;19.625;12.5;7;42.0;
45;3;16.0;20.7222309113;6;28.1355478764;2;17.625;13.5;7;42.0;
46;3;16.0;21.7542190552;7;28.2166404724;2;18.625;15.5;7;42.0;
47;3;16.0;22.7866573334;8;28.2988266945;2;19.625;17.5;7;42.0;
48;3;17.0;20.8195304871;8;28.3820735216;2;19.625;19.5;7;42.0;
49;3;18.6644897461;21.8195304871;10;28.4663454294;2;19.625;21.5;8;42.0;
50;3;19.3635520935;22.8195304871;10;28.5516040325;2;19.625;22.5;8;42.0;
51;3;21.0654811859;24.8195304871;10;28.6378085613;2;19.625;22.5;8;42.0;
52;3;21.6998977661;26.8195304871;12;28.7249150276;2;19.625;22.5;9;42.0;
53;3;23.1174736023;27.5;12;28.8128768206;2;19.625;22.5;9;42.0;
54;3;23.4207134247;28.4642009735;12;28.9016438723;2;19.625;22.5;9;42.0;
55;3;24.2346439362;28.0811309814;12;28.9911637306;2;19.625;22.5;9;42.0;
56;3;24.2460403442;28.1017456055;12;29.0813810825;2;19.625;22.5;9;42.0;
57;3;24.7244148254;27.5;9;29.1722373962;2;19.625;22.5;9;42.0;
58;3;24.7516727448;27.5;14;29.2636715174;2;19.625;22.5;9;42.0;
59;3;24.2795581818;28.1660575867;14;29.3556194305;2;19.625;22.5;9;42.0;
60;3;23.5;29.1882705688;14;29.4480144978;2;19.625;22.5;9;42.0;
