Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;8.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;4;20.3999996185;1;9.5;10.0;5;20.0;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;9.5;10.0;5;20.3999996185;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.597111702;10.4951858521;3;23.1319121122;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;11.939573288;11.0209560394;3;24.1014695168;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;13.939573288;11.4571752548;3;24.9131449461;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.939573288;11.8107032776;4;25.5874900818;1;10.1557292938;11.4571752548;4;23.6214065552;
14;2;17.0338420868;12.0916318893;4;26.1475405693;1;10.3148164749;11.8107032776;4;24.1832637787;
15;2;18.0700531006;12.3113050461;4;26.6159290075;1;11.3148164749;12.0916318893;4;24.6226100922;
16;2;19.1088237762;12.4808797836;4;26.7922235727;1;12.3148164749;12.3113050461;4;24.9617595673;
17;2;20.1502399445;12.5;4;26.9393253326;1;12.6163959503;12.4808797836;4;25.0;
18;2;21.1943702698;12.5;4;27.0956480503;1;14.3148164749;12.5;4;25.0;
19;2;22.1286945343;12.5;5;27.261295557;1;15.3148164749;12.5;4;25.0;
20;2;22.1783885956;12.5;5;27.4362905025;1;16.3148155212;12.5;4;25.0;
21;2;22.2308864594;12.5;5;27.6205644608;1;17.3148155212;12.5;6;25.0;
22;2;22.2861690521;12.5;5;27.8139474392;1;17.625;12.5;6;25.0;
23;2;22.3441848755;12.5;5;28.016159296;1;17.625;12.5;7;25.0;
24;3;22.4048480988;12.5;5;28.2268030643;2;18.625;12.8000001907;6;26.0;
25;4;21.5;13.3067007065;5;28.445360899;2;19.625;12.8000001907;6;26.1299999952;
26;4;19.5;14.3613405228;5;28.6711919308;2;19.625;12.5;6;26.2754310369;
27;4;19.5;14.5;5;28.9035346508;3;19.625;12.5;4;46.4377241135;
28;4;18.6710605621;15.5;5;29.141512394;3;18.625;13.5;4;47.8183357716;
29;4;17.7424545288;16.5;5;29.3841423988;3;18.625;14.5;4;49.0363117456;
30;4;16.8152427673;17.5;5;29.6303496361;3;18.625;15.5;4;50.0982129574;
31;4;15.8891048431;18.5;5;29.8789830208;4;18.625;16.5;3;51.0205974579;
32;4;15.4636955261;19.5;5;30.1288366318;4;19.0;17.5;4;51.8255274296;
33;4;15.5386505127;20.5;6;30.3786706924;4;20.0;18.5;4;52.5367181301;
34;4;15.6136016846;21.5;6;30.6272368431;4;21.0;19.5;5;53.1613030434;
35;4;15.0;20.5;6;30.8733024597;4;22.0;20.5;4;53.5039470196;
36;4;15.0;20.5;6;31.1156759262;4;23.0;21.5;4;53.871723175;
37;4;15.8347034454;21.5;7;31.353228569;4;24.0;22.5;4;54.263862133;
