Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;9.0;10.0;5;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;9.0;10.0;5;20.0;2;8.17806816101;10.0;3;21.2917383909;
5;2;10.3000001907;10.0;4;21.0;2;8.19376087189;10.0;3;21.4042263031;
6;2;11.3000001907;10.0;4;21.0599999428;2;9.31595134735;10.0;4;21.5249304771;
7;2;11.3179998398;10.0;4;21.5335636139;3;9.84310913086;10.0;3;21.6541694403;
8;2;11.4600687027;10.1999998093;3;21.9377998114;3;9.87218856812;10.0;4;22.2087649107;
9;2;11.5813398361;10.3632001877;3;22.2840082645;3;9.99697208405;10.1999998093;4;22.7014135122;
10;2;11.6852025986;10.4951858521;3;23.4481773376;3;10.1078176498;10.3632001877;4;23.1436295509;
11;2;12.034453392;11.0209560394;3;24.4414664507;3;10.2073163986;10.4951858521;4;24.4502608776;
12;2;14.034453392;11.4571752548;3;25.2779132128;3;10.5013093948;11.0209560394;4;25.6018667221;
13;2;16.0344524384;11.8107032776;4;25.9779809713;3;10.7604207993;11.4571752548;4;26.6129477024;
14;2;17.1509895325;12.0916318893;4;26.5645889044;3;12.7604207993;11.8107032776;4;27.5041275024;
15;2;18.1951675415;12.3113050461;4;27.060223341;3;14.7604198456;12.0916318893;4;28.2981133461;
16;2;19.2421131134;12.4808797836;4;27.2642745972;3;15.3670749664;12.3113050461;4;29.0167398453;
17;2;20.2918567657;12.5;4;27.439432621;3;15.5287666321;12.4808797836;4;29.4582490921;
18;2;21.3444023132;12.5;2;27.6238675117;3;17.5431938171;12.5;4;29.883644104;
19;2;22.2871608734;12.5;2;27.8174073696;3;18.6389064789;12.5;4;30.3288545609;
