Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;2;8.0;10.1999998093;3;21.0;
6;1;11.0;10.0;5;20.0;2;9.22500038147;10.0;3;21.0900000334;
7;1;11.0;10.0;5;20.3999996185;2;9.74524974823;10.0;3;21.1871190071;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.76710128784;10.0;3;21.7036092281;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;9.88331222534;10.1999998093;3;22.1564130783;
10;2;11.597111702;10.4951858521;4;23.0719120502;2;9.98519229889;10.3632001877;3;22.557236433;
11;2;11.9215736389;11.0209560394;4;23.9749414921;2;10.075378418;10.4951858521;3;23.8035871983;
12;2;13.9215736389;11.4571752548;4;24.7131726742;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;15.9215736389;11.8107032776;5;25.3067810535;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;16.94962883;12.0916318893;5;25.7784451246;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;17.9593238831;12.3113050461;5;26.1504684687;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;18.9691867828;12.4808797836;5;26.2221269608;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;19.9792118073;12.5;5;26.2560760975;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;20.989397049;12.5;5;26.2905418873;2;19.4894981384;12.5;4;28.7683298588;
19;2;21.8871631622;12.5;6;26.3255085945;2;20.4728736877;12.5;5;29.1538929939;
20;2;21.8976516724;12.5;6;26.3609591722;2;20.5596256256;12.5;5;29.562889576;
21;2;21.9082870483;12.5;6;26.3968753815;2;20.6516494751;12.5;5;29.9934945107;
22;2;21.9190635681;12.5;4;26.4332377911;2;20.7485351562;12.5;5;30.4432339668;
23;2;21.9299716949;12.5;4;26.4700255394;2;20.8497276306;12.5;5;30.9089989662;
24;2;21.9410076141;12.5;4;26.5072168112;2;20.9545249939;12.5;6;31.3870959282;
25;2;21.9521656036;12.5;4;26.5447884798;3;21.0620956421;12.5;5;31.8733391762;
26;3;21.9634361267;12.5;4;26.5827163458;3;21.1715011597;12.5;5;32.36317873;
27;3;19.9748153687;13.5;5;26.6209751368;3;21.2817153931;12.5;5;32.8518595695;
28;4;18.9862918854;14.5;4;26.6595385075;3;21.3916683197;12.5;5;33.3346033096;
29;4;17.9978618622;15.5;3;26.6983793974;3;21.5002861023;12.5;5;33.8067913055;
30;4;17.009513855;16.5;4;26.7374696732;3;21.6065273285;12.5;5;34.2641468048;
31;4;16.0212402344;17.5;4;26.7767804861;3;21.7094326019;12.5;5;34.7028827667;
32;4;15.0330343246;18.5;4;26.8162822723;3;19.7094326019;13.5;5;35.1198272705;
33;4;14.5448846817;19.5;4;26.8559447527;3;20.7094326019;12.5;5;35.5124940872;
34;4;14.5567836761;20.5;4;26.8957372904;3;19.625;13.5;5;35.8791179657;
35;4;14.5687217712;21.5;5;26.9356285334;3;20.625;12.5;5;36.2186422348;
