Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.3999996185;2;9.5;10.0;3;20.0;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.5;10.0;4;20.3999996185;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.59000015259;10.1999998093;4;20.7264003754;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;9.66343975067;10.3632001877;4;20.9903717041;
11;2;11.9125738144;11.0209560394;4;23.9543504715;2;9.72283363342;10.4951858521;4;22.0419120789;
12;2;12.1863059998;11.4571752548;4;24.7025904655;2;9.95943069458;11.0209560394;4;22.9143505096;
13;2;14.9245738983;11.8107032776;5;25.3068172932;2;10.1557292938;11.4571752548;4;23.6214065552;
14;2;16.9245738983;12.0916318893;5;25.789717555;2;10.3148164749;11.8107032776;4;24.1832637787;
15;2;17.9627056122;12.3113050461;5;26.1736010313;2;11.3148164749;12.0916318893;4;24.6226100922;
16;2;18.9761257172;12.4808797836;5;26.2577478886;2;12.3148164749;12.3113050461;4;24.9617595673;
17;2;19.9898986816;12.5;5;26.3048160076;2;12.6163959503;12.4808797836;4;25.0;
18;2;21.0040187836;12.5;5;26.3530313969;2;14.3148164749;12.5;5;25.0;
19;2;21.9059104919;12.5;6;26.4023760557;2;15.3148164749;12.5;6;25.0;
20;2;21.9207134247;12.5;6;26.4528282881;2;16.3148155212;12.5;6;25.0;
21;2;21.9358482361;12.5;6;26.5043625832;2;17.3148155212;12.5;5;25.0;
22;2;21.9513092041;12.5;6;26.5569496155;2;17.625;12.5;5;25.0;
23;2;21.9670848846;12.5;6;26.6105561256;2;17.625;12.5;5;25.0;
24;2;21.9831676483;12.5;7;26.6651450396;2;17.625;12.5;5;25.0;
25;3;19.5;13.9162864685;6;26.72067523;2;17.625;12.5;6;25.0;
26;3;20.5;12.9301691055;6;26.7771017551;2;17.625;12.5;6;25.0;
27;4;18.5;14.2108402252;5;26.8343759775;2;17.625;12.5;5;25.0;
28;4;18.0503120422;14.5;5;26.8924454451;2;17.625;12.5;5;25.0;
29;4;17.0677337646;15.5;5;26.9512542486;2;17.625;12.5;5;25.0;
30;4;16.0853767395;16.5;5;27.0107431412;2;17.625;12.5;6;25.0;
31;4;15.103222847;17.5;4;27.0708494186;2;17.625;12.5;6;25.0;
32;4;14.621254921;18.5;4;27.1315076351;2;17.625;12.5;6;25.0;
33;4;14.6394519806;19.5;3;27.1926498413;2;17.625;12.5;6;25.0;
34;4;14.6577949524;20.5;3;27.2542052269;2;17.625;12.5;6;25.0;
35;4;14.6762619019;21.5;3;27.3161010742;2;17.625;12.5;6;25.0;
36;4;15.0;20.4264411926;4;27.3782629967;2;17.625;12.5;8;25.0;
37;4;14.7134790421;20.5;3;27.4406147003;2;17.625;12.5;8;25.0;
38;4;14.7321844101;21.5;4;27.5030794144;2;17.625;12.5;8;25.0;
39;4;15.0;20.5;4;27.5655794144;2;17.625;12.5;8;25.0;
40;4;14.7696743011;20.5;4;27.628036499;2;17.625;12.5;9;25.0;
41;4;14.7884111404;21.5;5;27.690372467;2;17.625;12.5;9;25.0;
42;4;15.0;20.5;5;28.7525100708;2;17.625;12.5;10;25.0;
43;4;15.0;22.0010032654;6;28.8343725204;3;17.625;12.5;6;40.0;
44;4;16.0;22.625749588;7;28.9160802364;3;18.625;13.5;7;40.75;
45;4;17.0;20.6503543854;7;28.9975532293;3;19.625;14.5;7;41.4193744659;
46;5;16.0;21.6747894287;7;44.078712821;3;19.625;15.5;8;42.0072898865;
47;5;17.899269104;22.5;8;44.9094827175;3;19.625;16.5;8;42.5162696838;
48;5;19.9172763824;23.5;9;45.6591633558;3;19.625;17.5;9;42.9513263702;
49;5;20.935092926;25.5;10;46.3268494606;3;19.625;18.5;10;43.3190898895;
50;5;21.0;27.5;10;46.9149959087;3;19.625;19.5;10;43.6270179749;
51;5;22.0;30.5;11;47.4285492897;3;19.625;21.5;10;43.8827629089;
52;5;23.0;32.5;10;47.8740774393;3;19.625;23.5;12;44.0;
53;5;25.0;33.5;11;48.2589794397;3;19.625;25.5;12;44.0;
54;5;26.0;33.5;11;48.5908520222;3;19.625;27.5;13;44.0;
55;5;26.5369968414;34.5;12;48.7833193541;3;19.625;29.5;13;44.0;
56;5;25.5;36.5;12;48.8576045036;3;19.625;30.5;13;44.0;
57;5;26.5;36.5;13;48.9309006929;3;19.625;31.5;13;44.0;
58;5;25.5;38.5;13;49.0031679869;3;19.625;32.5;13;44.0;
59;5;26.5;38.5;13;49.0743705034;3;19.625;33.5;15;44.0;
60;5;26.6137733459;39.5;14;49.1444759369;3;19.625;34.5;15;44.0;
61;5;27.628112793;37.5;15;49.2134562731;3;19.625;35.5;15;44.0;
62;5;25.5;39.5;15;49.2812865973;3;20.625;33.5;18;44.0;
63;5;26.5;39.5;16;49.3479459286;3;19.625;34.5;18;44.0;
64;5;27.6689853668;37.5;14;49.4134167433;3;19.625;35.5;18;44.0;
65;5;26.6818847656;38.5;14;49.4776850939;4;20.625;33.5;17;44.0;
66;5;26.6944160461;39.5;15;49.5187973976;4;19.625;34.5;17;44.0;
67;5;27.7000007629;37.5;15;49.5412938595;4;19.625;35.5;18;44.0;
