Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;9.19999980927;10.0;2;21.0599999428;1;7.0;11.0;5;20.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;8.0;10.0;5;20.0;
4;2;9.22459316254;10.0;4;21.1889609098;2;8.0;10.1999998093;4;21.0;
5;2;10.3566884995;10.0;4;21.2580518723;2;8.14999961853;10.0;4;21.0599999428;
6;2;11.377415657;10.0;4;21.3302885294;2;9.23849964142;10.0;4;21.1229639053;
7;2;11.3990869522;10.0;4;21.8190145493;2;9.75266647339;10.0;4;21.1889609098;
8;2;11.5457038879;10.1999998093;4;22.2388005257;2;9.76751613617;10.0;4;21.6699410677;
9;2;11.6716403961;10.3632001877;3;22.6008902788;2;9.87573719025;10.1999998093;3;22.0818096399;
10;2;11.7802667618;10.4951858521;3;23.7875448465;2;9.96840667725;10.3632001877;3;22.4358423948;
11;2;12.1362638474;11.0209560394;3;24.8040741682;2;10.0480642319;10.4951858521;3;23.611035943;
12;2;14.1362628937;11.4571752548;3;25.6643919945;2;10.3124837875;11.0209560394;4;24.615765214;
13;2;16.1362628937;11.8107032776;3;26.3888099194;2;12.1056518555;11.4571752548;4;25.4640146494;
14;2;16.9166431427;12.0916318893;3;27.0000665188;2;14.1056518555;11.8107032776;4;26.1761806011;
15;2;17.1000213623;12.3113050461;3;27.5204386711;2;16.1056518555;12.0916318893;4;26.7751014233;
16;2;17.2561302185;12.4808797836;3;27.7490785122;2;17.2071437836;12.3113050461;3;27.2831678391;
17;2;19.2115077972;12.5;3;27.9484119415;2;18.2451515198;12.4808797836;3;27.4996597767;
18;2;20.2713069916;12.5;3;28.156321764;2;19.2852573395;12.5;3;27.687142849;
