Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;9.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
5;2;10.3000001907;10.0;4;21.0;1;8.0;10.0;5;20.0;
6;2;11.3000001907;10.0;4;21.0599999428;1;9.0;10.0;5;20.0;
7;2;11.3179998398;10.0;4;21.5335636139;1;9.5;10.0;5;20.0;
8;2;11.4600687027;10.1999998093;4;21.9377998114;1;9.5;10.0;5;20.3999996185;
9;2;11.5813398361;10.3632001877;4;22.2840082645;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;11.6852025986;10.4951858521;4;23.4481773376;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;12.034453392;11.0209560394;4;24.4414664507;2;9.72283363342;10.6951856613;4;23.0419120789;
12;2;14.034453392;11.4571752548;4;25.2779132128;2;10.184431076;11.0209560394;5;24.0443505049;
13;2;16.0344524384;11.8107032776;5;25.9779809713;2;11.9770832062;11.4571752548;5;24.8968375921;
14;2;17.1509895325;12.0916318893;4;26.5645889044;2;13.9770832062;11.8107032776;5;25.6209878922;
15;2;18.1951675415;12.3113050461;4;27.060223341;2;15.9770832062;12.0916318893;5;26.2409451008;
16;2;18.6125736237;12.4808797836;4;27.2642745972;2;17.0869598389;12.3113050461;5;26.7804714441;
17;2;19.6125736237;12.5;4;27.439432621;2;18.1320438385;12.4808797836;5;27.0402543545;
18;2;20.6125736237;12.5;4;27.6238675117;2;19.1818904877;12.5;5;27.2842636108;
19;2;21.5;12.5;5;27.8174073696;2;20.1389598846;12.5;6;27.5518820286;
20;2;21.5;12.5;5;28.0197701454;2;20.1991729736;12.5;6;27.8440244198;
21;2;21.5;12.5;5;28.2305569649;2;20.2649059296;12.5;6;28.1613030434;
22;2;22.4691677094;12.5;5;28.4492475986;2;20.3362922668;12.5;6;28.5039470196;
23;2;22.5347747803;12.5;5;28.6751992702;2;20.4133872986;12.5;7;28.871723175;
24;3;22.6025600433;12.5;5;28.907648325;3;20.496137619;12.5;6;29.263862133;
25;4;22.6722946167;12.5;5;29.1457161903;3;20.5843696594;12.5;6;29.6789975166;
26;4;19.5;14.5;5;29.3884181976;3;20.6777744293;12.5;6;30.1151270866;
27;4;19.5;14.5;5;29.634677887;3;20.7759037018;12.5;6;30.5695996284;
28;4;18.8904037476;15.5;4;29.8833432198;3;20.8781604767;12.5;6;31.0391392708;
29;4;17.9650039673;16.5;4;30.1332073212;3;20.9838066101;12.5;6;31.5199065208;
30;4;17.0399627686;17.5;4;30.3830299377;3;21.0919799805;12.5;6;32.007601738;
31;4;16.1149101257;18.5;4;30.6315627098;3;21.2017097473;12.5;5;32.4976010323;
32;4;15.6894683838;19.5;4;30.877573967;3;19.625;13.5;7;32.9851250648;
33;4;15.7632722855;20.5;5;31.11987257;3;20.625;12.5;7;33.465420723;
34;4;15.8359622955;21.5;5;31.3573312759;3;19.625;13.5;7;33.9339466095;
35;4;15.0;20.5;5;31.5889077187;3;18.625;13.5;7;34.3865451813;
36;4;15.0;20.5;5;31.8136615753;3;18.625;14.5;7;34.8195896149;
