Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;11.0;5;20.0;2;13.3999996185;10.0;2;21.1499999762;
3;1;8.0;10.0;6;20.0;2;13.4600000381;10.0;2;21.320775032;
4;1;9.0;10.0;6;20.0;2;14.79246521;10.0;2;21.5146545172;
5;1;9.0;10.0;6;20.0;2;15.9087924957;10.0;2;21.7340574265;
6;1;10.0;10.0;6;20.0;2;17.0404338837;10.0;2;22.3987772465;
7;1;11.0;10.0;6;20.0;2;18.1992664337;10.1999998093;2;23.0250191689;
8;1;11.0;10.0;6;20.3999996185;2;18.8150119781;10.3632001877;2;24.5709059238;
9;1;11.1199998856;10.1999998093;6;20.7264003754;2;19.7425422668;10.9097137451;2;26.0127010345;
10;1;11.2179203033;10.3632001877;6;20.9903717041;2;21.7425422668;11.3658018112;2;27.3698444366;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;23.7425422668;11.7372808456;2;28.6679105759;
12;2;11.6125736237;11.2209558487;4;23.9143505096;2;25.7425422668;12.0336990356;3;29.9335041046;
13;2;13.6125736237;11.4571752548;4;24.6514065266;2;27.3322429657;12.2662630081;3;31.1900219917;
14;2;15.6125736237;11.8107032776;4;25.2438547611;2;28.8701477051;12.446267128;4;32.2863516808;
15;2;16.5731563568;12.0916318893;4;25.7143762112;2;30.4634666443;12.5;5;33.3584394455;
16;2;16.7143135071;12.3113050461;4;26.0852768421;2;32.1067199707;12.5;5;34.4986610413;
17;2;16.488527298;12.4808797836;4;26.1558350325;2;33.790851593;12.5;4;35.6861209869;
18;2;16.5;12.5;3;26.1887089014;2;35.4116744995;12.5;4;36.8951358795;
19;2;18.488527298;12.5;4;26.2221269608;2;36.1370811462;12.5;4;38.0971231461;
20;2;19.488527298;12.5;4;26.2560760975;2;36.8582763672;12.5;5;39.2631435394;
21;2;20.488527298;12.5;4;26.2905418873;2;37.5578842163;12.5;5;40.3666620255;
22;2;21.488527298;12.5;4;26.3255085945;2;38.219997406;12.5;6;41.3859844208;
23;2;21.5;12.5;3;26.3609591722;2;38.8315887451;12.5;6;42.305896759;
24;2;21.5;12.5;4;26.3968753815;2;39.3835372925;12.5;6;43.1182537079;
25;3;21.5;12.5;3;26.4332377911;2;39.8709526062;12.5;6;43.8215579987;
26;3;21.5;12.5;3;26.4700255394;3;40.2929344177;12.5;5;44.4197902679;
27;3;21.5;12.5;3;26.5072168112;3;40.6518745422;12.5;5;44.9208621979;
28;3;21.5;12.5;3;26.5447884798;3;40.9525184631;12.5;5;45.3350448608;
29;3;21.5;12.5;3;26.5827163458;3;41.2010269165;14.5;5;45.673614502;
30;3;19.5;13.5;3;26.6209751368;3;41.4041671753;16.5;5;45.9478263855;
31;3;18.5;14.5;3;26.6595385075;3;41.5686950684;18.5;5;46.0;
32;3;17.5;15.5;3;26.6983793974;3;41.5999984741;20.5;5;46.0;
33;3;16.5;16.5;3;26.7374696732;3;41.5999984741;22.5;7;46.0;
34;3;15.5;17.5;3;26.7767804861;3;41.5999984741;22.5;7;46.0;
35;3;14.5;18.5;3;26.8162822723;3;41.5999984741;22.5;7;46.0;
36;3;14.0;19.5;3;26.8559447527;3;41.5999984741;22.5;9;46.0;
