Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;2;14.6000003815;10.0;3;21.0;
5;1;9.0;10.0;5;20.0;2;15.6000003815;10.0;3;21.0299999714;
6;1;10.0;10.0;5;20.0;2;16.6180000305;10.0;3;21.4708906412;
7;1;11.0;10.0;4;20.0;2;17.642534256;10.1999998093;3;21.8393678665;
8;1;11.0;10.0;4;20.3999996185;2;18.1036205292;10.3632001877;3;22.9867860079;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;18.7920703888;10.9097137451;3;23.9553763866;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;20.7920703888;11.3658018112;3;24.7567846775;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;22.7920703888;11.7372808456;3;25.4101134539;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;23.8972854614;12.0336990356;3;25.9377754927;
13;1;13.2971115112;11.4571752548;5;23.6214065552;2;24.9348049164;12.2662630081;3;26.3623514175;
14;1;14.2971115112;11.8107032776;5;24.1832637787;2;25.9735450745;12.446267128;3;26.5364025831;
15;1;15.2971115112;12.0916318893;5;24.6226100922;2;27.0134963989;12.5;3;26.6049814224;
16;1;16.2971115112;12.3113050461;5;24.9617595673;3;28.0546455383;12.5;2;26.6755206585;
17;2;18.2971115112;12.6808795929;4;26.0;3;29.0969676971;12.5;4;26.7479782104;
18;2;20.2971115112;12.5;3;26.0399999619;3;30.0487861633;12.5;4;26.8223025799;
19;2;21.6091117859;12.5;3;26.0811839104;3;30.0933818817;12.5;4;26.8984328508;
20;2;21.5;12.8243551254;3;26.1235535145;3;30.1390590668;12.5;4;26.9762983322;
21;2;21.8370666504;12.5;5;26.1671074629;3;30.1857795715;12.5;4;27.0558187962;
22;2;21.8501319885;12.5;5;26.211841464;3;30.2334918976;12.5;4;27.1369040012;
23;2;21.8635520935;12.5;5;26.2577478886;3;30.2821426392;12.5;4;27.2194547653;
24;2;21.5;12.8773241043;5;26.3048160076;3;30.3316726685;12.5;4;27.3033623695;
25;2;21.5;12.8914451599;6;26.3530313969;3;30.3820171356;12.5;4;27.3885092735;
26;3;21.1153182983;12.5;6;30.6523760557;3;30.4331054688;12.5;5;27.4747700691;
27;3;19.75;13.8926649094;6;30.8303283453;3;30.4848613739;12.5;5;27.5620114803;
28;3;19.75;15.1683006287;6;31.0076065063;3;30.5372066498;12.5;5;27.6500930786;
29;3;19.75;16.1920070648;6;31.183886528;4;30.5900554657;12.5;4;27.7388687134;
30;3;17.75;18.2161960602;7;31.3588604927;4;27.0;14.5;4;27.8281867504;
31;3;16.75;19.665348053;8;31.532237649;4;28.0;13.9140930176;3;27.9178915024;
32;3;16.0;20.7260932922;8;31.7037460804;4;29.0;15.9140930176;3;28.0078241825;
