Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;2;15.6000003815;10.0;3;21.0;
6;1;10.0;10.0;3;20.0;2;16.6000003815;10.0;3;21.5599995852;
7;1;11.0;10.0;3;20.0;2;17.6959991455;10.1999998093;3;22.0701442957;
8;1;11.0;10.0;3;20.3999996185;2;18.2420864105;10.3632001877;3;23.4407385588;
9;2;11.1199998856;10.3999996185;2;21.7264003754;2;19.0644416809;10.9097137451;3;24.6833165884;
10;2;11.5179204941;10.3632001877;2;21.9903717041;2;21.0644416809;11.3658018112;3;25.8175597191;
11;2;11.597111702;10.4951858521;2;23.0619120598;2;23.0644416809;11.7372808456;3;26.8709592819;
12;2;11.9185733795;11.0209560394;2;23.9545464516;2;24.7737922668;12.0336990356;4;27.8742711544;
13;2;13.9185733795;11.4571752548;3;24.6819883585;2;26.0967025757;12.2662630081;4;28.8577907085;
14;2;15.9185733795;11.8107032776;3;25.2644146681;2;27.4708099365;12.446267128;4;29.6803803444;
15;2;16.9369182587;12.0916318893;3;25.7245066166;2;28.8998832703;12.5;4;30.491004467;
16;2;17.9431419373;12.3113050461;3;26.0845712423;2;30.3862571716;12.5;4;31.3975143433;
17;2;18.9494171143;12.4808797836;3;26.1438889503;2;31.9301643372;12.5;4;32.3956856728;
18;2;19.955739975;12.5;3;26.1651208401;2;33.437412262;12.5;4;33.475774765;
19;2;20.9621105194;12.5;3;26.1864993572;2;34.0854644775;12.5;5;34.6220579147;
20;2;21.8559494019;12.5;4;26.2080165148;2;34.773235321;12.5;5;35.8130702972;
21;2;21.8624038696;12.5;4;26.2296639681;2;35.4878425598;12.5;5;37.0227212906;
22;2;21.8688983917;12.5;4;26.2514331341;2;36.2136306763;12.5;5;38.2222614288;
23;2;21.8754291534;12.5;4;26.2733153105;2;36.9333572388;12.5;5;39.3828773499;
24;2;21.8819942474;12.5;4;26.2953014374;2;37.6297264099;12.5;5;40.4784383774;
25;2;21.5;12.8885908127;4;26.3173824549;2;38.2870635986;12.5;5;41.4878749847;
26;2;21.8952140808;12.5;5;26.3395489454;2;38.8927230835;12.5;5;42.3967075348;
27;2;21.9018650055;12.5;5;26.3617914915;2;39.4380264282;12.5;5;43.1975288391;
28;2;21.5;13.1808958054;5;26.3841004372;2;39.9185180664;12.5;5;43.8894844055;
29;2;21.5;13.1920499802;5;26.4064661264;2;40.3336906433;12.5;5;44.4770450592;
30;2;21.9219398499;12.5;5;26.428878665;2;40.6862258911;14.5;5;44.9684429169;
31;2;21.5;13.2144393921;5;26.4513280392;2;40.9810638428;16.5;5;45.3741130829;
32;2;21.5;13.2256641388;4;26.4738043547;2;41.2244682312;18.5;6;45.705373764;
